lakeid,fish_id,annnumber,length,radii_length_mm ,scalelength
FD,225,7,278,4.661876063,5.49107785
FD,225,6,278,4.325823042,5.49107785
FD,225,5,278,4.010922922,5.49107785
FD,225,4,278,3.497662771,5.49107785
FD,225,3,278,2.763832615,5.49107785
FD,225,2,278,1.988210003,5.49107785
FD,225,1,278,1.037483953,5.49107785
FD,226,EDGE,282,5.389440756,5.389440756
FD,226,8,282,5.12644274,5.389440756
FD,226,7,282,4.821356085,5.389440756
FD,226,6,282,4.448131516,5.389440756
FD,226,5,282,3.877553691,5.389440756
FD,226,4,282,3.499216218,5.389440756
FD,226,3,282,2.824573919,5.389440756
FD,226,2,282,1.953471486,5.389440756
FD,226,1,282,1.18358126,5.389440756
FD,227,EDGE,285,5.541056085,5.541056085
FD,227,10,285,5.314467771,5.541056085
FD,227,9,285,5.088823579,5.541056085
FD,227,8,285,4.779222021,5.541056085
FD,227,7,285,4.426584977,5.541056085
FD,227,6,285,4.122725334,5.541056085
FD,227,5,285,3.658380462,5.541056085
FD,227,4,285,3.236808141,5.541056085
FD,227,3,285,2.728563682,5.541056085
FD,227,2,285,2.26421881,5.541056085
FD,227,1,285,1.404215248,5.541056085
FD,228,EDGE,291,5.344842042,5.344842042
FD,228,9,291,5.089671881,5.344842042
FD,228,8,291,4.715305077,5.344842042
FD,228,7,291,4.385827816,5.344842042
FD,228,6,291,3.914184346,5.344842042
FD,228,5,291,3.595912608,5.344842042
FD,228,4,291,3.002590822,5.344842042
FD,228,3,291,2.530947351,5.344842042
FD,228,2,291,1.48562239,5.344842042
FD,228,1,291,0.937953427,5.344842042
FD,229,EDGE,291,6.258504616,6.258504616
FD,229,11,291,5.985548594,6.258504616
FD,229,10,291,5.715146372,6.258504616
FD,229,9,291,5.437922122,6.258504616
FD,229,8,291,5.173305641,6.258504616
FD,229,7,291,4.790899153,6.258504616
FD,229,6,291,4.466646838,6.258504616
FD,229,5,291,4.062526521,6.258504616
FD,229,4,291,3.657482801,6.258504616
FD,229,3,291,2.882617465,6.258504616
FD,229,2,291,1.903571374,6.258504616
FD,229,1,291,1.191894133,6.258504616
FD,230,EDGE,299,5.553558741,5.553558741
FD,230,10,299,5.326030223,5.553558741
FD,230,9,299,5.111044848,5.553558741
FD,230,8,299,4.864599228,5.553558741
FD,230,7,299,4.678344782,5.553558741
FD,230,6,299,4.362936621,5.553558741
FD,230,5,299,3.89129315,5.553558741
FD,230,4,299,3.396564574,5.553558741
FD,230,3,299,2.691517542,5.553558741
FD,230,2,299,2.038992794,5.553558741
FD,230,1,299,1.015701043,5.553558741
FD,231,EDGE,303,5.576282883,5.576282883
FD,231,10,303,5.260029803,5.576282883
FD,231,9,303,5.033441489,5.576282883
FD,231,8,303,4.749183349,5.576282883
FD,231,7,303,4.522595035,5.576282883
FD,231,6,303,4.144257563,5.576282883
FD,231,5,303,3.622131447,5.576282883
FD,231,4,303,3.106278272,5.576282883
FD,231,3,303,2.565671239,5.576282883
FD,231,2,303,1.786136342,5.576282883
FD,231,1,303,0.960388546,5.576282883
FD,232,EDGE,321,6.904229819,6.904229819
FD,232,13,321,6.663259019,6.904229819
FD,232,12,321,6.413372457,6.904229819
FD,232,11,321,6.169539409,6.904229819
FD,232,10,321,5.782278972,6.904229819
FD,232,9,321,5.457862104,6.904229819
FD,232,8,321,4.9670325,6.904229819
FD,232,7,321,4.39879792,6.904229819
FD,232,6,321,4.059898282,6.904229819
FD,232,5,321,3.741626544,6.904229819
FD,232,4,321,3.165556449,6.904229819
FD,232,3,321,2.470573322,6.904229819
FD,232,2,321,1.787987767,6.904229819
FD,232,1,321,1.089328264,6.904229819
FD,233,EDGE,327,5.819691415,5.819691415
FD,233,10,327,5.541506246,5.819691415
FD,233,9,327,5.203710775,5.819691415
FD,233,8,327,4.887457694,5.819691415
FD,233,7,327,4.629169249,5.819691415
FD,233,6,327,4.172473206,5.819691415
FD,233,5,327,3.670887951,5.819691415
FD,233,4,327,3.186736612,5.819691415
FD,233,3,327,2.647414505,5.819691415
FD,233,2,327,2.207868581,5.819691415
FD,233,1,327,1.524033155,5.819691415
FD,234,EDGE,333,7.36282701,7.36282701
FD,234,14,333,7.011858725,7.36282701
FD,234,13,333,6.704680022,7.36282701
FD,234,12,333,6.404353751,7.36282701
FD,234,11,333,6.019998326,7.36282701
FD,234,10,333,5.764828166,7.36282701
FD,234,9,333,5.435999484,7.36282701
FD,234,8,333,5.098678334,7.36282701
FD,234,7,333,4.585730227,7.36282701
FD,234,6,333,4.0608515,7.36282701
FD,234,5,333,3.730080899,7.36282701
FD,234,4,333,3.240557853,7.36282701
FD,234,3,333,2.599919196,7.36282701
FD,234,2,333,1.984693686,7.36282701
FD,234,1,333,1.087513983,7.36282701
FD,235,EDGE,339,6.697042667,6.697042667
FD,235,13,339,6.496440489,6.697042667
FD,235,12,339,6.233442473,6.697042667
FD,235,11,339,5.90026039,6.697042667
FD,235,10,339,5.556203117,6.697042667
FD,235,9,339,5.318353255,6.697042667
FD,235,8,339,4.971207435,6.697042667
FD,235,7,339,4.47143431,6.697042667
FD,235,6,339,4.152325234,6.697042667
FD,235,5,339,3.902225185,6.697042667
FD,235,4,339,3.435015727,6.697042667
FD,235,3,339,2.907702296,6.697042667
FD,235,2,339,2.406117041,6.697042667
FD,235,1,339,1.202459631,6.697042667
FD,236,EDGE,345,7.156012566,7.156012566
FD,236,12,345,6.717560798,7.156012566
FD,236,11,345,6.475485129,7.156012566
FD,236,10,345,6.146656446,7.156012566
FD,236,9,345,5.693833265,7.156012566
FD,236,8,345,5.20814109,7.156012566
FD,236,7,345,4.805741287,7.156012566
FD,236,6,345,4.358611237,7.156012566
FD,236,5,345,3.854161273,7.156012566
FD,236,4,345,3.232120325,7.156012566
FD,236,3,345,2.667277096,7.156012566
FD,236,2,345,2.04833261,7.156012566
FD,236,1,345,1.144751173,7.156012566
FD,237,EDGE,361,6.403095616,6.403095616
FD,237,13,361,6.219147815,6.403095616
FD,237,12,361,5.940005035,6.403095616
FD,237,11,361,5.660862255,6.403095616
FD,237,10,361,5.247988357,6.403095616
FD,237,9,361,4.956866226,6.403095616
FD,237,8,361,4.642644771,6.403095616
FD,237,7,361,4.166720713,6.403095616
FD,237,6,361,3.7534592,6.403095616
FD,237,5,361,3.306448528,6.403095616
FD,237,4,361,2.987506744,6.403095616
FD,237,3,361,2.451659367,6.403095616
FD,237,2,361,1.743515536,6.403095616
FD,237,1,361,1.160172355,6.403095616
FD,238,EDGE,416,7.278518094,7.278518094
FD,238,16,416,7.124928743,7.278518094
FD,238,15,416,6.919853573,7.278518094
FD,238,14,416,6.634097356,7.278518094
FD,238,13,416,6.384210794,7.278518094
FD,238,12,416,6.05995848,7.278518094
FD,238,11,416,5.736530188,7.278518094
FD,238,10,416,5.376701844,7.278518094
FD,238,9,416,5.035604593,7.278518094
FD,238,8,416,4.677411504,7.278518094
FD,238,7,416,4.177638379,7.278518094
FD,238,6,416,3.836541129,7.278518094
FD,238,5,416,3.374847372,7.278518094
FD,238,4,416,3.004493804,7.278518094
FD,238,3,416,2.477180373,7.278518094
FD,238,2,416,1.505796023,7.278518094
FD,238,1,416,0.935218199,7.278518094
JN,121,EDGE,131,1.88900762,1.88900762
JN,121,1,131,1.173903224,1.88900762
JN,122,EDGE,132,1.958226546,1.958226546
JN,122,1,132,1.459988563,1.958226546
JN,123,EDGE,135,2.005243921,2.005243921
JN,123,1,135,1.53759943,2.005243921
JN,124,EDGE,155,2.006052316,2.006052316
JN,124,1,155,1.47977294,2.006052316
JN,125,EDGE,199,3.721535481,3.721535481
JN,125,2,199,3.210402391,3.721535481
JN,125,1,199,1.314606212,3.721535481
JN,126,EDGE,236,3.9990749,3.9990749
JN,126,3,236,3.539396817,3.9990749
JN,126,2,236,2.599106255,3.9990749
JN,126,1,236,1.747485462,3.9990749
JN,127,EDGE,247,5.165661162,5.165661162
JN,127,5,247,4.706238243,5.165661162
JN,127,4,247,3.774718071,5.165661162
JN,127,3,247,3.081934984,5.165661162
JN,127,2,247,2.14407936,5.165661162
JN,127,1,247,0.987788954,5.165661162
JN,128,EDGE,250,4.889790377,4.889790377
JN,128,6,250,4.631485541,4.889790377
JN,128,5,250,4.339913815,4.889790377
JN,128,4,250,3.937062812,4.889790377
JN,128,3,250,3.293779576,4.889790377
JN,128,2,250,2.549114372,4.889790377
JN,128,1,250,1.665861281,4.889790377
JN,129,EDGE,250,4.835507435,4.835507435
JN,129,6,250,4.586211992,4.835507435
JN,129,5,250,4.237500884,4.835507435
JN,129,4,250,3.810350107,4.835507435
JN,129,3,250,3.299217017,4.835507435
JN,129,2,250,2.302035247,4.835507435
JN,129,1,250,1.386961869,4.835507435
JN,130,EDGE,251,4.725462193,4.725462193
JN,130,6,251,4.409197348,4.725462193
JN,130,5,251,4.172694926,4.725462193
JN,130,4,251,3.758081473,4.725462193
JN,130,3,251,3.190322804,4.725462193
JN,130,2,251,2.378170151,4.725462193
JN,130,1,251,1.323274479,4.725462193
JN,131,EDGE,251,4.741689019,4.741689019
JN,131,6,251,4.305170085,4.741689019
JN,131,5,251,3.818480459,4.741689019
JN,131,4,251,3.280739719,4.741689019
JN,131,3,251,2.734453434,4.741689019
JN,131,2,251,1.845444035,4.741689019
JN,131,1,251,1.018128364,4.741689019
JN,132,EDGE,257,5.08110952,5.08110952
JN,132,6,257,4.735607737,5.08110952
JN,132,5,257,4.213017672,5.08110952
JN,132,4,257,3.577713311,5.08110952
JN,132,3,257,2.97091938,5.08110952
JN,132,2,257,2.441197693,5.08110952
JN,132,1,257,1.470472349,5.08110952
JN,133,EDGE,258,4.664314686,4.664314686
JN,133,6,258,4.310761296,4.664314686
JN,133,5,258,3.998413772,4.664314686
JN,133,4,258,3.532653686,4.664314686
JN,133,3,258,2.848986003,4.664314686
JN,133,2,258,2.167121629,4.664314686
JN,133,1,258,1.279300128,4.664314686
JN,134,EDGE,264,4.533865744,4.533865744
JN,134,6,264,4.290520931,4.533865744
JN,134,5,264,3.857779116,4.533865744
JN,134,4,264,3.367488779,4.533865744
JN,134,3,264,2.865032336,4.533865744
JN,134,2,264,2.030941061,4.533865744
JN,134,1,264,1.272545277,4.533865744
JN,135,EDGE,265,4.614444747,4.614444747
JN,135,6,265,4.291393511,4.614444747
JN,135,5,265,3.82124823,4.614444747
JN,135,4,265,3.168195792,4.614444747
JN,135,3,265,2.713261412,4.614444747
JN,135,2,265,2.144780337,4.614444747
JN,135,1,265,1.157050741,4.614444747
JN,136,EDGE,271,5.35532307,5.35532307
JN,136,8,271,5.062747652,5.35532307
JN,136,7,271,4.818440998,5.35532307
JN,136,6,271,4.474469873,5.35532307
JN,136,5,271,4.038623023,5.35532307
JN,136,4,271,3.191489018,5.35532307
JN,136,3,271,2.513072779,5.35532307
JN,136,2,271,1.77672104,5.35532307
JN,136,1,271,1.133346669,5.35532307
JN,137,EDGE,280,5.256454863,5.256454863
JN,137,8,280,5.010951207,5.256454863
JN,137,7,280,4.705244079,5.256454863
JN,137,6,280,4.347732878,5.256454863
JN,137,5,280,3.717710841,5.256454863
JN,137,4,280,3.271757596,5.256454863
JN,137,3,280,2.43963684,5.256454863
JN,137,2,280,1.880200478,5.256454863
JN,137,1,280,1.37541568,5.256454863
JN,138,EDGE,281,5.668774619,5.668774619
JN,138,9,281,5.415050019,5.668774619
JN,138,8,281,5.143683524,5.668774619
JN,138,7,281,4.796995901,5.668774619
JN,138,6,281,4.471954412,5.668774619
JN,138,5,281,4.125266789,5.668774619
JN,138,4,281,3.669945943,5.668774619
JN,138,3,281,3.137134186,5.668774619
JN,138,2,281,2.206054702,5.668774619
JN,138,1,281,1.232856169,5.668774619
JN,139,EDGE,282,5.429056953,5.429056953
JN,139,9,282,5.176258359,5.429056953
JN,139,8,282,4.944514015,5.429056953
JN,139,7,282,4.676407948,5.429056953
JN,139,6,282,4.331075903,5.429056953
JN,139,5,282,4.023266357,5.429056953
JN,139,4,282,3.449345149,5.429056953
JN,139,3,282,2.847206995,5.429056953
JN,139,2,282,2.116530344,5.429056953
JN,139,1,282,1.194499589,5.429056953
JN,140,EDGE,283,5.296091436,5.296091436
JN,140,9,283,5.046795994,5.296091436
JN,140,8,283,4.794229431,5.296091436
JN,140,7,283,4.458365057,5.296091436
JN,140,6,283,4.1137128,5.296091436
JN,140,5,283,3.740790161,5.296091436
JN,140,4,283,3.406500569,5.296091436
JN,140,3,283,2.926971211,5.296091436
JN,140,2,283,2.307554309,5.296091436
JN,140,1,283,1.562338172,5.296091436
JN,141,EDGE,293,5.735551545,5.735551545
JN,141,9,293,5.420773265,5.735551545
JN,141,8,293,5.191317182,5.735551545
JN,141,7,293,4.847175648,5.735551545
JN,141,6,293,4.493622257,5.735551545
JN,141,5,293,4.118192547,5.735551545
JN,141,4,293,3.757741506,5.735551545
JN,141,3,293,3.211455221,5.735551545
JN,141,2,293,2.651181065,5.735551545
JN,141,1,293,1.616090818,5.735551545
JN,142,EDGE,297,6.052987354,6.052987354
JN,142,9,297,5.818726711,6.052987354
JN,142,8,297,5.523160666,6.052987354
JN,142,7,297,5.193818551,6.052987354
JN,142,6,297,4.628543708,6.052987354
JN,142,5,297,4.144632773,6.052987354
JN,142,4,297,3.681144085,6.052987354
JN,142,3,297,2.892802677,6.052987354
JN,142,2,297,2.424156268,6.052987354
JN,142,1,297,1.581324225,6.052987354
JN,143,EDGE,320,5.958780446,5.958780446
JN,143,10,320,5.688062895,5.958780446
JN,143,9,320,5.393490352,5.958780446
JN,143,8,320,5.120186268,5.958780446
JN,143,7,320,4.79280826,5.958780446
JN,143,6,320,4.513352208,5.958780446
JN,143,5,320,4.056488769,5.958780446
JN,143,4,320,3.518530011,5.958780446
JN,143,3,320,2.882948848,5.958780446
JN,143,2,320,1.96992807,5.958780446
JN,143,1,320,1.240536409,5.958780446
JN,144,EDGE,323,6.338165653,6.338165653
JN,144,10,323,6.058709601,6.338165653
JN,144,9,323,5.748433745,6.338165653
JN,144,8,323,5.33908589,6.338165653
JN,144,7,323,4.956386629,6.338165653
JN,144,6,323,4.490626543,6.338165653
JN,144,5,323,3.81057026,6.338165653
JN,144,4,323,3.35925885,6.338165653
JN,144,3,323,2.73785739,6.338165653
JN,144,2,323,1.94914421,6.338165653
JN,144,1,323,1.272545277,6.338165653
JN,145,EDGE,326,5.640412056,5.640412056
JN,145,10,326,5.338759322,5.640412056
JN,145,9,326,5.043193277,5.640412056
JN,145,8,326,4.839740437,5.640412056
JN,145,7,326,4.558819611,5.640412056
JN,145,6,326,4.301424302,5.640412056
JN,145,5,326,3.976563241,5.640412056
JN,145,4,326,3.246528802,5.640412056
JN,145,3,326,2.771915303,5.640412056
JN,145,2,326,2.261126449,5.640412056
JN,145,1,326,1.524695091,5.640412056
JN,146,EDGE,327,5.736142568,5.736142568
JN,146,10,327,5.432745603,5.736142568
JN,146,9,327,5.170610482,5.736142568
JN,146,8,327,4.908475361,5.736142568
JN,146,7,327,4.602193415,5.736142568
JN,146,6,327,4.295911469,5.736142568
JN,146,5,327,3.973951011,5.736142568
JN,146,4,327,3.535823278,5.736142568
JN,146,3,327,2.724898806,5.736142568
JN,146,2,327,2.263184487,5.736142568
JN,146,1,327,1.585027565,5.736142568
JN,147,EDGE,341,6.874686829,6.874686829
JN,147,11,341,6.600739928,6.874686829
JN,147,10,341,6.27068649,6.874686829
JN,147,9,341,6.038942146,6.874686829
JN,147,8,341,5.68044832,6.874686829
JN,147,7,341,5.293483171,6.874686829
JN,147,6,341,4.491135537,6.874686829
JN,147,5,341,4.131172802,6.874686829
JN,147,4,341,3.607797983,6.874686829
JN,147,3,341,3.07985017,6.874686829
JN,147,2,341,2.091883167,6.874686829
JN,147,1,341,1.200765859,6.874686829
JN,148,EDGE,352,6.909389807,6.909389807
JN,148,11,352,6.670912382,6.909389807
JN,148,10,352,6.307706674,6.909389807
JN,148,9,352,5.847009348,6.909389807
JN,148,8,352,5.314307642,6.909389807
JN,148,7,352,4.962916678,6.909389807
JN,148,6,352,4.556010998,6.909389807
JN,148,5,352,4.174539324,6.909389807
JN,148,4,352,3.594824378,6.909389807
JN,148,3,352,3.047573017,6.909389807
JN,148,2,352,2.281868152,6.909389807
JN,148,1,352,1.455403337,6.909389807
JN,149,EDGE,353,7.489310127,7.489310127
JN,149,11,353,7.089820537,7.489310127
JN,149,10,353,6.658571641,7.489310127
JN,149,9,353,6.346224117,7.489310127
JN,149,8,353,6.003790492,7.489310127
JN,149,7,353,5.440593873,7.489310127
JN,149,6,353,4.881576879,7.489310127
JN,149,5,353,4.32592622,7.489310127
JN,149,4,353,3.92658342,7.489310127
JN,149,3,353,3.464869101,7.489310127
JN,149,2,353,2.487342548,7.489310127
JN,149,1,353,1.589865889,7.489310127
JN,150,EDGE,356,7.744726142,7.744726142
JN,150,12,356,7.378306162,7.744726142
JN,150,11,356,6.910661671,7.744726142
JN,150,10,356,6.426750735,7.744726142
JN,150,9,356,5.880142569,7.744726142
JN,150,8,356,5.506748572,7.744726142
JN,150,7,356,5.134140503,7.744726142
JN,150,6,356,4.702891608,7.744726142
JN,150,5,356,4.149673155,7.744726142
JN,150,4,356,3.727909459,7.744726142
JN,150,3,356,3.010840037,7.744726142
JN,150,2,356,2.449311535,7.744726142
JN,150,1,356,1.524233575,7.744726142
LC,329,EDGE,157,2.965323293,2.965323293
LC,329,3,157,2.564349604,2.965323293
LC,329,2,157,1.70981712,2.965323293
LC,329,1,157,1.026599472,2.965323293
LC,330,EDGE,160,2.646581281,2.646581281
LC,330,3,160,2.186209459,2.646581281
LC,330,2,160,1.301637732,2.646581281
LC,330,1,160,0.804541486,2.646581281
LC,331,EDGE,168,2.923823888,2.923823888
LC,331,3,168,2.495741993,2.923823888
LC,331,2,168,1.874568204,2.923823888
LC,331,1,168,1.15599414,2.923823888
LC,332,EDGE,171,2.8755279,2.8755279
LC,332,3,171,2.360671994,2.8755279
LC,332,2,171,1.600137167,2.8755279
LC,332,1,171,0.899814918,2.8755279
LC,333,EDGE,172,3.058853422,3.058853422
LC,333,4,172,2.717857839,3.058853422
LC,333,3,172,2.254103845,3.058853422
LC,333,2,172,1.481819986,3.058853422
LC,333,1,172,0.955527795,3.058853422
LC,334,EDGE,173,2.461392027,2.461392027
LC,334,3,173,2.076275292,2.461392027
LC,334,2,173,1.413963897,2.461392027
LC,334,1,173,0.780717562,2.461392027
LC,335,EDGE,173,2.758069497,2.758069497
LC,335,3,173,2.086386094,2.758069497
LC,335,2,173,1.438243274,2.758069497
LC,335,1,173,0.903117002,2.758069497
LC,336,EDGE,176,2.988498138,2.988498138
LC,336,3,176,2.47755975,2.988498138
LC,336,2,176,1.601186505,2.988498138
LC,336,1,176,0.949551171,2.988498138
LC,337,EDGE,178,2.765616949,2.765616949
LC,337,3,178,2.344546081,2.765616949
LC,337,2,178,1.572262222,2.765616949
LC,337,1,178,1.067920647,2.765616949
LC,338,EDGE,179,3.01882278,3.01882278
LC,338,3,179,2.478920045,3.01882278
LC,338,2,179,1.763121661,3.01882278
LC,338,1,179,1.151850577,3.01882278
LC,339,EDGE,179,3.014440224,3.014440224
LC,339,3,179,2.374210686,3.014440224
LC,339,2,179,1.622558645,3.014440224
LC,339,1,179,0.899339247,3.014440224
LC,340,EDGE,180,2.937448446,2.937448446
LC,340,3,180,2.478655394,2.937448446
LC,340,2,180,1.817018507,2.937448446
LC,340,1,180,1.302271018,2.937448446
LC,341,EDGE,181,2.964261763,2.964261763
LC,341,3,181,2.444872764,2.964261763
LC,341,2,181,1.661609545,2.964261763
LC,341,1,181,1.10504458,2.964261763
LC,342,EDGE,183,3.163436233,3.163436233
LC,342,3,183,2.588197806,3.163436233
LC,342,2,183,1.959877008,3.163436233
LC,342,1,183,1.153464627,3.163436233
LC,343,EDGE,185,2.658640924,2.658640924
LC,343,3,185,2.238454659,2.658640924
LC,343,2,185,1.556900106,2.658640924
LC,343,1,185,0.827634989,2.658640924
LC,344,EDGE,185,2.574023716,2.574023716
LC,344,3,185,2.073235972,2.574023716
LC,344,2,185,1.390699429,2.574023716
LC,344,1,185,0.918477792,2.574023716
LC,345,EDGE,190,3.129810676,3.129810676
LC,345,4,190,2.623958927,3.129810676
LC,345,3,190,2.209119895,3.129810676
LC,345,2,190,1.52696507,3.129810676
LC,345,1,190,0.954417339,3.129810676
LC,346,EDGE,194,3.243768633,3.243768633
LC,346,5,194,2.853660147,3.243768633
LC,346,4,194,2.489602045,3.243768633
LC,346,3,194,1.948632138,3.243768633
LC,346,2,194,1.610265534,3.243768633
LC,346,1,194,0.860174456,3.243768633
LC,347,EDGE,197,3.45723839,3.45723839
LC,347,5,197,3.120359604,3.45723839
LC,347,4,197,2.581595215,3.45723839
LC,347,3,197,2.027005969,3.45723839
LC,347,2,197,1.542648179,3.45723839
LC,347,1,197,0.961873534,3.45723839
LC,348,EDGE,200,2.94296592,2.94296592
LC,348,4,200,2.425622685,2.94296592
LC,348,3,200,1.773987352,2.94296592
LC,348,2,200,1.100340241,2.94296592
LC,348,1,200,0.685501209,2.94296592
LC,349,EDGE,203,3.604008515,3.604008515
LC,349,4,203,3.082617458,3.604008515
LC,349,3,203,2.46144367,3.604008515
LC,349,2,203,1.895070638,3.604008515
LC,349,1,203,1.104337244,3.604008515
LC,350,EDGE,204,3.540724628,3.540724628
LC,350,5,204,3.170183067,3.540724628
LC,350,4,204,2.843623933,3.540724628
LC,350,3,204,2.125982544,3.540724628
LC,350,2,204,1.540613192,3.540724628
LC,350,1,204,0.94033698,3.540724628
LC,351,EDGE,205,3.301820589,3.301820589
LC,351,5,205,2.822559818,3.301820589
LC,351,4,205,2.451666962,3.301820589
LC,351,3,205,1.918421387,3.301820589
LC,351,2,205,1.393935149,3.301820589
LC,351,1,205,0.875693655,3.301820589
LC,352,EDGE,270,5.43384551,5.43384551
LC,352,7,270,5.1664849,5.43384551
LC,352,6,270,4.7883799,5.43384551
LC,352,5,270,4.364328193,5.43384551
LC,352,4,270,3.701653868,5.43384551
LC,352,3,270,2.947797025,5.43384551
LC,352,2,270,2.264493606,5.43384551
LC,352,1,270,1.279312941,5.43384551
LC,353,EDGE,279,5.316778788,5.316778788
LC,353,7,279,5.0711661,5.316778788
LC,353,6,279,4.781265011,5.316778788
LC,353,5,279,4.35946034,5.316778788
LC,353,4,279,3.68786738,5.316778788
LC,353,3,279,3.064254135,5.316778788
LC,353,2,279,2.131111872,5.316778788
LC,353,1,279,1.227895205,5.316778788
LC,354,EDGE,286,5.903222649,5.903222649
LC,354,8,286,5.650643195,5.903222649
LC,354,7,286,5.34519586,5.903222649
LC,354,6,286,5.004816375,5.903222649
LC,354,5,286,4.606385439,5.903222649
LC,354,4,286,3.912044805,5.903222649
LC,354,3,286,3.364646725,5.903222649
LC,354,2,286,2.44362718,5.903222649
LC,354,1,286,1.305021988,5.903222649
LC,355,EDGE,299,5.31995492,5.31995492
LC,355,9,299,5.124772889,5.31995492
LC,355,8,299,4.827970104,5.31995492
LC,355,7,299,4.55937599,5.31995492
LC,355,6,299,4.136397464,5.31995492
LC,355,5,299,3.610952048,5.31995492
LC,355,4,299,3.225166259,5.31995492
LC,355,3,299,2.650230441,5.31995492
LC,355,2,299,1.818210707,5.31995492
LC,355,1,299,1.198985881,5.31995492
LC,356,EDGE,303,5.580494878,5.580494878
LC,356,9,303,5.260255112,5.580494878
LC,356,8,303,4.974806571,5.580494878
LC,356,7,303,4.676614903,5.580494878
LC,356,6,303,4.462070609,5.580494878
LC,356,5,303,4.152458196,5.580494878
LC,356,4,303,3.646972219,5.580494878
LC,356,3,303,2.971269743,5.580494878
LC,356,2,303,2.454466719,5.580494878
LC,356,1,303,1.697765123,5.580494878
LC,357,EDGE,307,6.193214613,6.193214613
LC,357,11,307,5.91921908,6.193214613
LC,357,10,307,5.664408411,6.193214613
LC,357,9,307,5.294713341,6.193214613
LC,357,8,307,4.989870951,6.193214613
LC,357,7,307,4.627492909,6.193214613
LC,357,6,307,4.315154892,6.193214613
LC,357,5,307,3.624987129,6.193214613
LC,357,4,307,3.065273003,6.193214613
LC,357,3,307,2.561659198,6.193214613
LC,357,2,307,2.046336511,6.193214613
LC,357,1,307,1.433663875,6.193214613
LC,358,EDGE,310,6.027043495,6.027043495
LC,358,11,310,5.767047881,6.027043495
LC,358,10,310,5.526878809,6.027043495
LC,358,9,310,5.310799295,6.027043495
LC,358,8,310,5.06267602,6.027043495
LC,358,7,310,4.765873234,6.027043495
LC,358,6,310,4.402592951,6.027043495
LC,358,5,310,3.967290215,6.027043495
LC,358,4,310,3.4680552,6.027043495
LC,358,3,310,3.097009957,6.027043495
LC,358,2,310,2.559975585,6.027043495
LC,358,1,310,1.556181444,6.027043495
LJ,239,EDGE,245,4.096814475,4.096814475
LJ,239,8,245,3.870308286,4.096814475
LJ,239,7,245,3.634198588,4.096814475
LJ,239,6,245,3.419803563,4.096814475
LJ,239,5,245,3.193203094,4.096814475
LJ,239,4,245,2.842447333,4.096814475
LJ,239,3,245,2.503459033,4.096814475
LJ,239,2,245,2.11518853,4.096814475
LJ,239,1,245,1.326475379,4.096814475
LJ,240,EDGE,249,4.399993711,4.399993711
LJ,240,8,249,4.100692975,4.399993711
LJ,240,7,249,3.881470624,4.399993711
LJ,240,6,249,3.726112921,4.399993711
LJ,240,5,249,3.535558937,4.399993711
LJ,240,4,249,3.288918908,4.399993711
LJ,240,3,249,2.858885335,4.399993711
LJ,240,2,249,2.102266457,4.399993711
LJ,240,1,249,1.114278454,4.399993711
LJ,241,EDGE,146,2.39555159,2.39555159
LJ,241,2,146,1.947183672,2.39555159
LJ,241,1,146,0.996748098,2.39555159
LJ,242,EDGE,162,2.655819322,2.655819322
LJ,242,3,162,2.148198725,2.655819322
LJ,242,2,162,1.754682562,2.655819322
LJ,242,1,162,1.01055982,2.655819322
LJ,243,EDGE,176,2.972643009,2.972643009
LJ,243,3,176,2.671705377,2.972643009
LJ,243,2,176,1.942808002,2.972643009
LJ,243,1,176,1.078035182,2.972643009
LJ,244,EDGE,180,3.162062026,3.162062026
LJ,244,3,180,2.541973137,3.162062026
LJ,244,2,180,1.738025,3.162062026
LJ,244,1,180,1.008571069,3.162062026
LJ,245,EDGE,182,2.698180739,2.698180739
LJ,245,2,182,2.137420802,2.698180739
LJ,245,1,182,1.123821951,2.698180739
LJ,246,EDGE,182,2.864524181,2.864524181
LJ,246,3,182,2.365389982,2.864524181
LJ,246,2,182,1.830359682,2.864524181
LJ,246,1,182,0.883030483,2.864524181
LJ,247,EDGE,182,2.844255477,2.844255477
LJ,247,3,182,2.325810196,2.844255477
LJ,247,2,182,1.678619346,2.844255477
LJ,247,1,182,0.766017533,2.844255477
LJ,248,EDGE,182,3.268240729,3.268240729
LJ,248,4,182,2.925243558,3.268240729
LJ,248,3,182,2.444196031,3.268240729
LJ,248,2,182,1.936575434,3.268240729
LJ,248,1,182,0.990125971,3.268240729
LJ,249,EDGE,186,3.172529467,3.172529467
LJ,249,4,186,2.922376009,3.172529467
LJ,249,3,186,2.432944753,3.172529467
LJ,249,2,186,1.74957245,3.172529467
LJ,249,1,186,1.012348341,3.172529467
LJ,250,EDGE,190,3.005358151,3.005358151
LJ,250,4,190,2.544863642,3.005358151
LJ,250,3,190,2.117620584,3.005358151
LJ,250,2,190,1.555187187,3.005358151
LJ,250,1,190,1.00952362,3.005358151
LJ,251,EDGE,194,3.479905384,3.479905384
LJ,251,4,194,3.042973491,3.479905384
LJ,251,3,194,2.605016221,3.479905384
LJ,251,2,194,2.12463518,3.479905384
LJ,251,1,194,1.016796863,3.479905384
LJ,252,EDGE,195,3.453230371,3.453230371
LJ,252,4,195,3.143203149,3.453230371
LJ,252,3,195,2.795137085,3.453230371
LJ,252,2,195,1.90133578,3.453230371
LJ,252,1,195,1.13275724,3.453230371
