Name,Species,Gender,Personality,Hobby,Birthday,Catchphrase,Favorite Song,Style 1,Style 2,Color 1,Color 2,Wallpaper,Flooring,Furniture List,Filename,Unique Entry ID
Savannah,Horse,Female,Normal,Music,25-Jan,y'all,Forest Life,Cool,Simple,Light blue,Blue,blue subway-tile wall,zebra-print flooring,4052;2554;3681;1081;4053;4051;4049;4046;4111;4119;4054;3949,hrs02,Mquwz8gbb3EEmazyF
Scoot,Duck,Male,Jock,Fitness,13-Jun,zip zoom,My Place,Active,Simple,Beige,Blue,backyard-fence wall,backyard lawn,4113;7142;3468;1631;3348;4042;1234;4102;3960;4003,duk10,wanb7GiQ9fe6puXe8
Shari,Monkey,Female,Big Sister,Music,10-Apr,cheeky,K.K. Cruisin',Cute,Active,Light blue,Yellow,purple desert-tile wall,rosewood flooring,4054;4053;4045;4051;3775;4046;4049;4048;4080;7235;3563,mnk07,sR4EndxJk6uqcQKxB
Sheldon,Squirrel,Male,Jock,Play,26-Feb,cardio,K.K. Country,Active,Cool,Green,Yellow,forest wall,forest flooring,7142;7788;3806;4708;3805;805;4035;805;808;1870;3808;787,squ16,KQG9B6Yp57KhnDiZ9
Shep,Dog,Male,Smug,Education,24-Nov,baa baa baa,K.K. Swing,Simple,Cool,Light blue,Blue,cabin wall,wooden-knot flooring,4117;3943;4015;9766;4041;3251;928;3340;4036;4111;4118;9313;796,dog18,P4FqMoZg2EJQ6EzAb
Sherb,Goat,Male,Lazy,Nature,18-Jan,bawwww,Hypno K.K.,Simple,Cute,Gray,Blue,purple desert-tile wall,simple purple flooring,3995;4002;7133;3998;3624;3997;4000;4003;4111,goa09,XaaDkAfHynrEY2YS4
Simon,Monkey,Male,Lazy,Play,19-Jan,zzzook,K.K. Safari,Simple,Active,Red,Colorful,starry-sky wall,Saharah's desert,7142;1430;1433;1143;1708;343;1620,mnk02,mTk2qZXe4XwP3WzNT
Skye,Wolf,Female,Normal,Music,24-Mar,airmail,Forest Life,Cute,Cute,Blue,White,blue heart-pattern wall,simple white flooring,7236;2554;4027;2605;3681;1081;3439;7346;1161;2560;1836;3438;4111;3949,wol09,y8Mi2cSB26qfaxCa3
Sly,Alligator,Male,Jock,Play,15-Nov,hoo-rah,K.K. Safari,Cool,Simple,Brown,Green,jungle wall,jungle flooring,4763;4081;7142;4038;531;531;7788;3969;530;4269;530;533;533,crd06,GbXz3ZAtzig3qyKd5
Snake,Rabbit,Male,Jock,Fitness,3-Nov,bunyip,King K.K.,Active,Simple,Black,Blue,mortar wall,dirt flooring,3580;3553;3553;343;343;7393;710;2559,rbt03,LZcGjneEs8xmxNE3q
Snooty,Anteater,Female,Snooty,Education,24-Oct,sniffff,K.K. Folk,Simple,Simple,Green,Yellow,shoji screen,tatami flooring,7682;7047;7391;3553;725;7048;717;3558;739;5978,ant06,hZmkhmRhK7xgM6BhP
Soleil,Hamster,Female,Snooty,Education,9-Aug,tarnation,K.K. Oasis,Cool,Gorgeous,Red,Yellow,imperial wall,imperial tile,5956;3971;6031;1840;3972;794;3973;3970;3974;4017;997;7282,ham04,EzZzup4KP8t2FvL8f
Sparro,Bird,Male,Jock,Play,20-Nov,like whoa,I Love You,Active,Simple,Green,Gray,backyard-fence wall,sandlot,2556;1199;2329;1116;86;333;1631;2329,brd18,kyF7bCcryEzaErcTJ
Spike,Rhino,Male,Cranky,Nature,17-Jun,punk,K.K. House,Cool,Gorgeous,Black,Gray,concrete wall,leopard-print flooring,4015;4052;4141;7845;791;2614;4046;7535;3986;3562;3615;7800,rhn02,e8bJbKYBcretqhbuR
Spork,Pig,Male,Lazy,Play,3-Sep,snork,Forest Life,Simple,Active,Green,Colorful,woodland wall,swamp flooring,7142;4393;4038;5970;4043;1432;1157;1082;3697;1434;7393,pig05,NeqP5jCsuLugbA2PW
Sprinkle,Penguin,Female,Peppy,Play,20-Feb,frappe,K.K. Marathon,Cute,Elegant,Light blue,White,ice wall,ice flooring,3500;3500;3499;3983;4376;3978;3978;5150;3982;3984,pgn14,5ffTHHjgjsXGAcsb3
Sprocket,Ostrich,Male,Jock,Music,1-Dec,zort,K.K. Metal,Simple,Active,Orange,Green,future-tech wall,circuit-board flooring,1645;941;849;1045;950;7257;1804;849;1803,ost03,mFq536yZgoy7zEbKd
Static,Squirrel,Male,Cranky,Music,9-Jul,krzzt,Surfin' K.K.,Cool,Active,Black,Yellow,concrete wall,skull-print flooring,1241;793;4046;1645;4053;4052;7654;1644;8417;3275;3559;7528;4071,squ08,vqPjvoChWTNpj2t6E
Stella,Sheep,Female,Normal,Nature,9-Apr,baa-dabing,Only Me,Simple,Simple,Yellow,Beige,rose wall,dark herringbone flooring,3683;2605;3995;1913;4132;4030;2560;3442;8826;3438;3439;3490;1783;7140;3443;4003,shp03,PnrARfxc8picdtvL8
Sterling,Eagle,Male,Jock,Fitness,11-Dec,skraaaaw,K.K. Dirge,Simple,Elegant,Blue,Red,dungeon wall,basement flooring,1266;3784;4026;8298;5931;5165;3992;5931;3783;1708;1750;7528;5165;1798,pbr07,u7tJskupjfv3Ejedt
Stinky,Cat,Male,Jock,Fitness,17-Aug,GAAHHH,K.K. Flamenco,Active,Simple,Red,Blue,ringside seating,boxing-ring mat,1452;1708;4013;4078;3672;7800;7150;3560;4753;1456,cat13,daE2wDXCWHDJZBkD4
Stitches,Cub,Male,Lazy,Play,10-Feb,stuffin',I Love You,Simple,Cute,Colorful,White,blue quilt wall,patchwork-tile flooring,7144;3206;3623;2605;3305;7147;2560;9543;4003;5543;7141;7133;7140;7134;7258;3584;7145;7462;1501,cbr05,SfGuc8givs3kR8kvM
Stu,Bull,Male,Lazy,Nature,20-Apr,mrooooo,K.K. Rockabilly,Simple,Simple,Brown,Beige,chain-link fence,sidewalk flooring,7654;7654;7161;1185;4070;4309;3672;1708;2614,bul03,rcPtvvvscvkEWG7AF
Sydney,Koala,Female,Normal,Music,21-Jun,sunshine,Drivin',Cute,Simple,Beige,Yellow,purple puzzle wall,blue-paint flooring,1557;5543;3949;928;3251;1845;929;3205;1561;1565;1558;1836;9766;2558;1043,kal03,crrWmmqsC9RfmZNCS
Sylvana,Squirrel,Female,Normal,Nature,22-Oct,hubbub,Spring Blossoms,Cute,Simple,Green,Purple,cherry-blossom-trees wall,cherry-blossom flooring,6031;6033;1082;7359;7359;7409;6032;6831;6831;5978;1708;6831,squ14,MBkrN9pXkoACmfPdE
Sylvia,Kangaroo,Female,Big Sister,Music,3-May,boing,DJ K.K.,Simple,Gorgeous,Yellow,Green,concrete wall,monochromatic tile flooring,4759;1241;4109;4141;998;3697;7382;7382;7528;3271;3992;4687;1043;1050;8417,kgr06,PZsBTkeYBg5ACE5xB
T-Bone,Bull,Male,Cranky,Education,20-May,moocher,K.K. Steppe,Cool,Simple,Blue,Black,arched-window wall,arabesque flooring,3957;2554;3956;3775;4129;742;1652;3958;794;1449,bul05,QLPX4QqjhiPwCLcko
Tabby,Cat,Female,Peppy,Music,13-Aug,me-WOW,DJ K.K.,Active,Cool,Black,Gray,manga-library wall,tiger-print flooring,3230;1759;4125;2713;1792;3252;3672;4003;1929;3672;3194;1032;3251;870;1850;1845,cat12,P3ouRnR3NRSch3LaC
Tad,Frog,Male,Jock,Play,3-Aug,sluuuurp,Wandering,Active,Simple,Yellow,Colorful,rice-paddy wall,field flooring,7142;6033;787;7345;1120;7393;710;5978,flg09,v74Hs9XT2zRC6gDjE
Tammi,Monkey,Female,Peppy,Fashion,2-Apr,chimpy,Imperial K.K.,Cute,Active,Purple,Green,bamboo wall,bamboo flooring,6031;7796;7797;10743;7282;3971;3974;717;3344;3344;1606;3970;4033,mnk03,vYWvCyge46SGeHfHH
Tammy,Cub,Female,Big Sister,Play,23-Jun,ya heard,DJ K.K.,Cool,Active,Red,Purple,yellow intricate wall,giraffe-print flooring,3998;4003;3624;3995;1288;7137;1032;3490;3428;4028;7541;9311,cbr17,vw7ussv29jkjDdnJ7
Tangy,Cat,Female,Peppy,Music,17-Jun,reeeeOWR,I Love You,Simple,Cute,Green,Yellow,orange wall,green retro flooring,4130;2596;7259;4546;3975;4134;4011;4127;1263;3672;3672;975;4378;4128;3975;4107;3976,cat05,eeMEC83wHWmKuHNvh
Tank,Rhino,Male,Jock,Fitness,6-May,kerPOW,K.K. Lament,Active,Simple,Red,Green,bamboo-grove wall,sandlot,3580;7393;3398;3397;3697;7153;4094,rhn00,tq4TfLyNJx7un4h2m
Tasha,Squirrel,Female,Snooty,Fitness,30-Nov,nice nice,K.K. Synth,Elegant,Gorgeous,Beige,Gray,stormy-night wall,rosewood flooring,3561;7235;1081;7337;7348;8465;3428;3445;4129;3951;7137;4054;4338;10244,squ13,i3FzxyjfuBzy7Fnv3
Teddy,Bear,Male,Jock,Fitness,26-Sep,grooof,Mr. K.K.,Simple,Simple,Yellow,Orange,cabin wall,cork flooring,4044;1241;4041;4040;1288;4037;4119;4036;4338,bea00,JhB2GSBmZCpaqRGDv
Tex,Penguin,Male,Smug,Music,6-Oct,picante,K.K. D&B,Cool,Elegant,Black,Gray,ice wall,ice flooring,1804;3340;1803;3505;3500;4279;7348;3500;941;1645;849;849,pgn12,99QcysqkrEZ7ycBWs
Tia,Elephant,Female,Normal,Nature,18-Nov,teacup,K.K. Bossa,Cute,Elegant,Black,White,café-curtain wall,brown iron-parquet flooring,1627;2554;1866;1626;3194;3467;915;8395;2713;3251;7236;1845;3270;3618,elp10,2SK8tjSB8JvYLgPn9
Tiffany,Rabbit,Female,Snooty,Fashion,9-Jan,bunbun,K.K. Ragtime,Gorgeous,Cool,Black,Red,black-crown wall,red-and-black vinyl flooring,863;937;937;1087;2554;791;4143;7348;4139;1087;3428;955;3428,rbt07,yhaDSkcEFYP6urwjN
Timbra,Sheep,Female,Snooty,Education,21-Oct,pine nut,K.K. Love Song,Elegant,Gorgeous,Green,Brown,beige art-deco wall,dark parquet flooring,1103;4041;4039;7134;4037;918;3959;4036;742;6078;6079;5975;6075;8036,shp10,yafB94xabfKKPPNSp
Tipper,Cow,Female,Snooty,Fashion,25-Aug,pushy,Soulful K.K.,Gorgeous,Cute,Colorful,Pink,white hallway wall,stone tile,3681;2554;3957;1227;1757;4030;2561;1229;1875;2560;4338,cow01,ZWevBdWKRpz7DC7B4
Tom,Cat,Male,Cranky,Education,10-Dec,me-YOWZA,K.K. Rock,Cool,Simple,Black,Gray,shutter wall,paintball flooring,4759;2020;4759;4759;875;3697;1241;4113;2592;1189;7528;8417;3967;4687,cat15,2vHKegY3XyX2DBc6G
Truffles,Pig,Female,Peppy,Fashion,28-Jul,snoutie,Neapolitan,Cute,Gorgeous,Green,Red,mod wall,brown honeycomb tile,2713;4003;3428;2561;7132;3616;3998;3952;7536;1888,pig01,3oNZnyk4zv3zJD2m5
Tucker,Elephant,Male,Lazy,Nature,7-Sep,fuzzers,K.K. Safari,Active,Simple,Yellow,Orange,jungle wall,swamp flooring,343;343;10743;7043;3398;3398;7345;4093;3398;4073,elp09,96HCsK6H2c7J2ARMa
Tutu,Bear,Female,Peppy,Fashion,15-Sep,twinkles,Bubblegum K.K.,Cute,Simple,Pink,Red,pink-striped wall,red dot flooring,3995;3998;3999;3624;929;3996;3997;4002;4000;1227;4003,bea07,HqboYio5a8bRbKtcL
Twiggy,Bird,Female,Peppy,Fashion,13-Jul,cheepers,Bubblegum K.K.,Simple,Cute,Pink,Blue,white botanical-tile wall,gray argyle-tile flooring,4035;4080;4051;4046;4054;3971;4048;4338;3948;331;1829;1829,brd03,P6sD4cQvXFHHvNcz8
Tybalt,Tiger,Male,Jock,Play,19-Aug,grrrRAH,K.K. Groove,Active,Simple,Blue,Purple,blue-paint wall,tiger-print flooring,1452;7654;4138;7845;4139;1241;8298;7528;4141;4003;8417;4756,tig02,Q49mH4FY3BrgFDoyN
Ursala,Bear,Female,Big Sister,Music,16-Jan,grooomph,Café K.K.,Simple,Cute,Red,Orange,café-curtain wall,green honeycomb tile,1227;4132;3270;3438;7132;3396;2586;3943;2713;4003;3775,bea08,zodRh39TrqXPbGW49
Velma,Goat,Female,Snooty,Education,14-Jan,blih,Mr. K.K.,Elegant,Gorgeous,Light blue,Purple,classic-library wall,light parquet flooring,1875;3681;3955;1058;2772;2554;3958;3951;794;1042,goa06,PkAYXk745ZHBE69a9
Vesta,Sheep,Female,Normal,Fashion,16-Apr,baaaffo,Forest Life,Simple,Cute,Orange,Red,white subway-tile wall,floral mosaic-tile flooring,4393;4026;1744;1227;4048;4030;4139;1866;929;4046;2740;4338;7531;4023;4139;3443;1128,shp00,pkzxW9Pmtd39TMdDH
Vic,Bull,Male,Cranky,Fitness,29-Dec,cud,K.K. March,Cool,Active,Light blue,Blue,sea view,ship deck,791;1266;4043;3449;3449;3615;4135;1266;4077;4077;4077;4077;4077;4077;4077;4077;4077;4077;4077;4077;7800,bul08,9ouwtyzDNP65WJv77
Victoria,Horse,Female,Peppy,Fitness,11-Jul,sugar cube,K.K. Adventure,Active,Simple,Yellow,Orange,stadium wall,racetrack flooring,3675;7264;4379;4379;4379;4379;4379;4077;4077;4077;4077;4077;4077;4077;4077;4379;4077;4077;4379;4077;4077,hrs01,R5zfwZxyxaa6gue4d
Violet,Gorilla,Female,Snooty,Fitness,1-Sep,sweetie,K.K. Bazaar,Gorgeous,Cool,Purple,Pink,black botanical-tile wall,lobby flooring,7235;1840;6031;2554;4054;10244;4017;4030;3951;4338;4027,gor07,z7N6aubfytXa7Z4Me
Vivian,Wolf,Female,Snooty,Education,26-Jan,piffle,K.K. Cruisin',Gorgeous,Elegant,Gray,Purple,white-brick wall,dark wood-pattern flooring,4015;3270;3971;4052;4053;3986;4118;4046;4338;4054;928;4076;3951;3948;1868;4027,wol08,tWyG3bE5fwvNNGpWM
Vladimir,Cub,Male,Cranky,Play,2-Aug,nyet,Agent K.K.,Simple,Cool,Yellow,Colorful,chain-link fence,ramshackle flooring,3943;787;4081;2556;144;2553;146;2553;1802;8417;146,cbr06,Eskwc34f2x6Qx6ZNT
Wade,Penguin,Male,Lazy,Nature,30-Oct,so it goes,Stale Cupcakes,Simple,Gorgeous,Light blue,Blue,ice wall,ice flooring,3503;3984;3497;3982;3978;2255;5150;2269;2266;2274;2268;2270;2264;2267,pgn09,cy2hRtipGaiHEBPd8
Walker,Dog,Male,Lazy,Play,10-Jun,wuh,Two Days Ago,Simple,Simple,Orange,Red,yellow playroom wall,colorful tile flooring,3701;3702;4125;2605;4003;7144;3438;4111;5543;3623;2560;3584;1411,dog06,rh6PGwW3Lg6EFcfo6
Walt,Kangaroo,Male,Cranky,Fitness,24-Apr,pockets,K.K. Lament,Cool,Cool,Black,Gray,bamboo-grove wall,mossy-garden flooring,7452;3580;7393;4269;10743;677;710;2754,kgr08,wN36ADi7MxiLNJ3Eu
Wart Jr.,Frog,Male,Cranky,Education,21-Aug,grr-ribbit,Steep Hill,Simple,Simple,Blue,Purple,dirt-clod wall,rush tatami,717;1849;3230;7048;3622;3554;7323;7323;957;3658;4106;3672;725;787,flg05,HCbj4RPsBexGWd2Sy
Weber,Duck,Male,Lazy,Nature,30-Jun,quaa,K.K. Fusion,Cool,Simple,Blue,Black,black perforated-board wall,cork flooring,1875;3681;4121;1171;1803;383;846;1804;8096;3822;1899,duk11,QrbKSTR4H9tFKBofW
Wendy,Sheep,Female,Peppy,Fashion,15-Aug,lambkins,Space K.K.,Cool,Gorgeous,Red,Green,snowflake wall,simple white flooring,2713;1792;3586;2771;3438;7346;4028;4111;3251;7137;7132;1845;2560;1145;4003;7134;3467,shp09,YyW9WdsWe6EgMF4Mq
Whitney,Wolf,Female,Snooty,Fashion,17-Sep,snappy,K.K. Soul,Elegant,Cool,Blue,Light blue,blue intricate wall,blue-paint flooring,7235;7137;5543;790;3561;4046;3428;1889;742;7349;10244;4049;4028,wol03,KbixDxCFpoWTimarv
Willow,Sheep,Female,Snooty,Fashion,26-Nov,bo peep,K.K. Soul,Cute,Gorgeous,White,Pink,arched-window wall,arabesque flooring,3449;1127;915;3974;3957;4129;1058;3442;3443;1449;3951;742;10244;6078,shp07,HT58xc2w7ootdCRWb
Winnie,Horse,Female,Peppy,Fashion,31-Jan,hay-OK,K.K. Country,Cool,Simple,White,Gray,backyard-fence wall,backyard lawn,1626;1626;5970;4003;3509;1620;1627;3467;1631;1170;1157,hrs05,b4HwfyvThyipScSAv
Wolfgang,Wolf,Male,Cranky,Education,25-Nov,snarrrl,K.K. D&B,Cool,Active,Black,Green,dark wooden-mosaic wall,stripe flooring,4117;7323;7323;3275;4109;3270;3196;4338;3200;3562;3271;3818;1043;3194;3282;3193;4114;7800,wol02,RbF2wcn6jRxtgLDRd
Yuka,Koala,Female,Snooty,Fashion,20-Jul,tsk tsk,Soulful K.K.,Cool,Elegant,Orange,Yellow,beige art-deco wall,simple purple flooring,3957;3955;2554;3974;3951;794;4106;3959;3958;997,kal00,QDcxk3dCNT6yeD9hk
Zell,Deer,Male,Smug,Music,7-Jun,pronk,K.K. Swing,Cool,Gorgeous,Purple,Gray,cityscape wall,monochromatic tile flooring,1875;863;4129;4053;4053;3951;794;3775;4046;4230;3681,der02,LodBWtdMRZbjFNga9
Zucker,Octopus,Male,Lazy,Nature,8-Mar,bloop,Spring Blossoms,Simple,Cute,Blue,Yellow,chain-link fence,backyard lawn,4042;4412;7526;4077;4077;3064;4077;3946;3617;3697;4019;3618;3344;3672;3672,ocp02,2F5tipHqgmWvWXTLC
