Name,#1,Material 1,#2,Material 2,#3,Material 3,#4,Material 4,#5,Material 5,#6,Material 6,Buy,Sell,Miles Price,Source,Source Notes,Recipes to Unlock,Version,Category,Serial ID,Internal ID,Unique Entry ID
standard umbrella stand,3,iron nugget,,,,,,,,,,,NFS,200,NA,Cranky villagers,,0,1.0.0,Housewares,907,169,vXFQZrMwx56imYidt
star clock,3,star fragment,1,iron nugget,,,,,,,,,NFS,200,NA,Celeste,,0,1.0.0,Miscellaneous,2230,514,2svknEfP5LbMe6Qur
star head,5,star fragment,,,,,,,,,,,NFS,200,NA,Celeste,,0,1.0.0,Headwear,2280,628,ruy96poyPqtxc5K4Y
star pochette,6,star fragment,,,,,,,,,,,NFS,200,NA,Celeste,,0,1.0.0,Bags,2281,627,4fJpnNtzwpyCgJcNg
star wand,1,large star fragment,3,star fragment,,,,,,,,,NFS,200,NA,Celeste,,0,1.0.0,Tools,2291,523,yv5a3yQPS9tmBjhaP
starry garland,10,star fragment,,,,,,,,,,,NFS,200,NA,Celeste,,0,1.0.0,Wall-mounted,2231,430,9LShEjECc39Sdyxzt
starry wall,5,star fragment,1,large star fragment,,,,,,,,,NFS,200,NA,Celeste,,0,1.0.0,Wallpaper,2251,286,dZ74auFDK9GYNkEnK
starry-sands flooring,3,summer shell,1,sandy-beach flooring,,,,,,,,,NFS,200,NA,Balloons,Only available during Summer,0,1.0.0,Floors,2861,667,eR5A2YsGKuygX85s2
starry-sky wall,5,star fragment,1,large star fragment,,,,,,,,,NFS,200,NA,Celeste,,0,1.0.0,Wallpaper,2250,294,k4Fuy56j7X2gnPbhq
steamer-basket set,6,young spring bamboo,,,,,,,,,,,NFS,200,NA,Balloons,Only available during Spring,0,1.0.0,Miscellaneous,2503,382,Z7Bb4ApKb6B8pNne2
steel flooring,7,iron nugget,,,,,,,,,,,NFS,200,NA,Smug villagers,,0,1.0.0,Floors,960,489,9ey59kSpvYXFaFzLz
steel-frame wall,8,iron nugget,,,,,,,,,,,NFS,200,NA,Smug villagers,,0,1.0.0,Wallpaper,950,325,zStKcz96GL8oDdLW9
stone arch,90,stone,,,,,,,,,,,NFS,200,2000,Nook Miles Exchange,,0,1.0.0,Housewares,809,652,6nZpvNEdHwxMgNtYC
stone axe,1,flimsy axe,3,wood,,,,,,,,,NFS,200,NA,Pretty Good Tools Recipes,Purchase Pretty Good Tools Recipes via Nook Miles Redemption,0,1.0.0,Tools,101,285,RYD96qHETZn2ex3EP
stone fence,4,stone,,,,,,,,,,,NFS,200,1000,Nook Miles Exchange,,0,1.0.0,Fencing,890,266,SeyEuJLjP22oEeN2x
stone lion-dog,24,stone,,,,,,,,,,,NFS,200,NA,Smug villagers,,100,1.0.0,Housewares,816,570,qLZ2ZtquCBHWMF9Ke
stone stool,3,stone,,,,,,,,,,,NFS,200,NA,DIY for Beginners,Purchase DIY for Beginners at Nook's Cranny,0,1.0.0,Housewares,800,104,zAdsd8FZE7z3BzvJz
stone table,8,stone,,,,,,,,,,,NFS,200,NA,Tom Nook; Lazy villagers,Obtained during the main storyline during the villager house development quest,0,1.0.0,Housewares,801,105,4ieu6E9Qf95NaSJGc
stone tablet,12,stone,,,,,,,,,,,NFS,200,800,Nook Miles Exchange,,0,1.0.0,Housewares,817,651,DoFhuq2qKsiTHz6T6
stone wall,10,stone,,,,,,,,,,,NFS,200,NA,Smug villagers,,0,1.0.0,Wallpaper,850,318,jkx7FkcrQdSWPqno2
stone-egg outfit,3,stone egg,,,,,,,,,,,NFS,200,NA,Collecting stone eggs,Only available during Bunny Day,0,1.1.0a,Dresses,3764,677,xrQW5CeTyHda2fcut
stone-egg shell,2,stone egg,,,,,,,,,,,NFS,200,NA,Collecting stone eggs,Only available during Bunny Day,0,1.1.0a,Headwear,3763,676,bC74Ws22wnGThm6Mh
stone-egg shoes,2,stone egg,,,,,,,,,,,NFS,200,NA,Collecting stone eggs,Only available during Bunny Day,0,1.1.0a,Shoes,3765,678,qjuG3PA8rJWbnu5Qp
straw fence,10,clump of weeds,3,wood,,,,,,,,,NFS,200,1000,Nook Miles Exchange,,0,1.0.0,Fencing,1290,552,WpBzuYymcgmxSCn2m
straw umbrella hat,10,clump of weeds,,,,,,,,,,,NFS,200,NA,Smug villagers,,0,1.0.0,Headwear,1283,606,ADu83C55zHi4DfoFp
street piano,1,upright piano,1,painting set,,,,,,,,,NFS,200,NA,Big Sister villagers,,100,1.0.0,Housewares,2161,654,fXE4EShKRk3pRX58g
succulent plant,10,clump of weeds,1,empty can,,,,,,,,,NFS,200,NA,Fishing up an empty can,,0,1.0.0,Miscellaneous,1201,190,YyxnntEPTDukJaRfY
swinging bench,5,wood,7,softwood,,,,,,,,,NFS,200,NA,Test Your DIY Skills,Purchase Test Your DIY Skills from Nook's Cranny.,0,1.0.0,Housewares,377,59,8PYT8EbpS8exL2Px8
tabletop festive tree,5,gold ornament,3,tree branch,2,clay,,,,,,,NFS,200,NA,Balloons,Only available during Festive Season,0,1.0.0,Miscellaneous,3402,388,kNa25SiznwzDANzYb
tall garden rock,60,stone,,,,,,,,,,,NFS,200,NA,Snooty villagers,,0,1.0.0,Housewares,808,49,MqsHscjkCtGhwnPXc
tall lantern,18,stone,,,,,,,,,,,NFS,200,NA,Smug villagers,,100,1.0.0,Housewares,818,653,5LkbaD7PpwzSvzERR
Taurus bathtub,3,star fragment,2,Taurus fragment,1,gold nugget,8,stone,,,,,NFS,200,NA,Celeste,,0,1.0.0,Housewares,2301,384,tCQiMeCmYy7QeEP2K
tea table,12,hardwood,,,,,,,,,,,NFS,200,NA,Cranky villagers,,0,1.0.0,Housewares,400,33,k7Auf6dj296Eyu2QP
terrarium,12,clump of weeds,2,iron nugget,,,,,,,,,NFS,200,NA,Normal villagers,,0,1.0.0,Miscellaneous,1202,391,d7WN5879xto3Q7egY
three-tiered snowperson,1,large snowflake,6,snowflake,2,tree branch,,,,,,,NFS,200,NA,Snowboy,Reward for making a perfect Snowboy; Only available during Winter,0,1.0.0,Housewares,3210,364,XhwGfK9fy9iaq8qwt
tiki torch,5,tree branch,5,wood,,,,,,,,,NFS,200,NA,Tom Nook; Cranky villagers,,0,1.0.0,Housewares,202,103,cLXnJ7cnYZc8Pbh2T
timber doorplate,2,wood,1,pink roses,,,,,,,,,NFS,200,NA,Snooty villagers,,50,1.0.0,Wall-mounted,502,465,bk8JqAgdSKtw6EdC8
tiny library,3,book,5,wood,,,,,,,,,NFS,200,NA,Normal villagers,,100,1.0.0,Housewares,2101,278,rMWDf7X5P5jp8TnjK
tire stack,3,old tire,,,,,,,,,,,NFS,200,NA,Fishing up three old tires,,0,1.0.0,Housewares,602,60,tNsxG387ihB4YLsx6
tire toy,1,old tire,,,,,,,,,,,NFS,200,NA,Fishing up an old tire,,0,1.0.0,Housewares,601,78,2bNpWkbwsHyXGCGb5
traditional balancing toy,4,acorn,2,hardwood,,,,,,,,,NFS,200,NA,Balloons,Only available during Fall,0,1.0.0,Miscellaneous,2905,411,8jd6NZ7MD7hJjAgbw
traditional straw coat,8,clump of weeds,,,,,,,,,,,NFS,200,NA,Normal villagers,,0,1.0.0,Tops,1285,604,ofx4zP9Qj2tovbm3G
trash bags,1,empty can,1,boot,1,old tire,,,,,,,NFS,200,NA,Fishing up all 3 trash items,,0,1.0.0,Miscellaneous,603,66,yofDbWxuR2q36otG4
tree branch wreath,10,tree branch,,,,,,,,,,,NFS,200,NA,Big Sister villagers,,50,1.0.0,Wall-mounted,240,225,JnbW5panqjR2iWknX
tree standee,5,wood,8,softwood,,,,,,,,,NFS,200,NA,Jock villagers,,0,1.0.0,Housewares,381,585,QnPjCxDRTXoQDHYqZ
tree-branch wand,5,tree branch,3,star fragment,,,,,,,,,NFS,200,NA,Celeste,,0,1.0.0,Tools,290,535,8WNAJXXX3Dn4Ggv5T
tree's bounty arch,4,pine cone,5,acorn,5,maple leaf,15,tree branch,,,,,NFS,200,NA,Balloons,Only available during Maple Leaf Season,0,1.0.0,Housewares,2909,423,WQSMn7PgNkGiLjJaT
tree's bounty big tree,5,pine cone,4,acorn,4,maple leaf,8,tree branch,4,clay,,,NFS,200,NA,Balloons,Only available during Maple Leaf Season,0,1.0.0,Housewares,2908,417,WruuvjyZLeuYLkpca
tree's bounty lamp,6,acorn,4,clay,,,,,,,,,NFS,200,NA,Balloons,Only available during Fall,0,1.0.0,Miscellaneous,2906,415,fSYJ4F4BMefmKNXLT
tree's bounty little tree,6,pine cone,4,acorn,1,hardwood,,,,,,,NFS,200,NA,Balloons; Isabelle,Only available during Fall,0,1.0.0,Miscellaneous,2907,416,RgkwpSJpTC2nEc6vB
tree's bounty mobile,2,pine cone,3,acorn,3,tree branch,,,,,,,NFS,200,NA,Balloons,Only available during Fall,0,1.0.0,Wall-mounted,2930,414,F6WehkKZG7sSwRLBo
trophy case,24,hardwood,3,gold nugget,6,iron nugget,,,,,,,NFS,200,NA,Jock villagers,,100,1.0.0,Housewares,401,576,jtaKPkvSoNZGcDrNt
tropical vista,5,summer shell,,,,,,,,,,,NFS,200,NA,Balloons,Only available during Summer,0,1.0.0,Wallpaper,2850,666,5mypRC2jBZnq6ywTT
tulip crown,2,red tulips,2,yellow tulips,1,white tulips,,,,,,,NFS,200,NA,All Villagers,,0,1.0.0,Headwear,3609,243,Ltt8w4xYy5Qfp9R9b
tulip surprise box,5,red tulips,3,softwood,,,,,,,,,NFS,200,NA,Jock villagers,,50,1.0.0,Housewares,3503,495,vn4G8vMx3426p84wv
tulip wand,1,red tulips,3,star fragment,,,,,,,,,NFS,200,NA,Celeste,,0,1.0.0,Tools,3673,526,Hzq4v5JtEKASys3vY
tulip wreath,3,red tulips,3,yellow tulips,3,white tulips,,,,,,,NFS,200,NA,All Villagers,,50,1.0.0,Wall-mounted,3549,360,jpfWEEc78PXeP26Js
ukulele,5,hardwood,,,,,,,,,,,NFS,200,NA,Smug villagers,,0,1.0.0,Miscellaneous,462,45,ERCKXc8shWWqxzNdA
underwater flooring,3,summer shell,3,coral,,,,,,,,,NFS,200,NA,Balloons,Only available during Summer,0,1.0.0,Floors,2860,564,LXFkgER59WZAvCPKn
underwater wall,3,summer shell,5,coral,,,,,,,,,NFS,200,NA,Balloons,Only available during Summer,0,1.0.0,Wallpaper,2851,665,EXDyLjtfBny7Nfg2W
unglazed dish set,3,clay,,,,,,,,,,,NFS,200,NA,Snooty villagers,,0,1.0.0,Miscellaneous,701,120,sWuKis4QjZNYnPDXK
vaulting pole,5,softwood,,,,,,,,,,,500,200,NA,Blathers; Nook's Cranny,,0,1.0.0,Tools,121,183,osL5JbW5XpPxQZR6b
vertical-board fence,8,wood,,,,,,,,,,,NFS,200,1000,Nook Miles Exchange,,0,1.0.0,Fencing,581,100,gJHaHfwkn4dANzaTt
Virgo harp,3,star fragment,2,Virgo fragment,2,gold nugget,4,stone,,,,,NFS,200,NA,Celeste,,0,1.0.0,Housewares,2305,368,kWfYtKDBGdFbzayNq
wand,2,star fragment,,,,,,,,,,,NFS,200,NA,Celeste,,0,1.0.0,Tools,123,532,8vcfcHLWY7MLbb9Hn
water flooring,6,summer shell,,,,,,,,,,,NFS,200,NA,Balloons,Only available during Summer,0,1.0.0,Floors,2862,565,pQvujBn8X2sq6j5FS
water pump,2,iron nugget,6,clay,,,,,,,,,NFS,200,NA,Tom Nook; Lazy villagers,Obtained during the main storyline during the villager house development quest,0,1.0.0,Housewares,911,389,2T8NEjxqcfXPGLYby
water-egg outfit,3,water egg,,,,,,,,,,,NFS,200,NA,Collecting water eggs,Only available during Bunny Day,0,1.1.0a,Dresses,3776,689,7iGNX78irzAu3Z5rw
water-egg shell,2,water egg,,,,,,,,,,,NFS,200,NA,Collecting water eggs,Only available during Bunny Day,0,1.1.0a,Headwear,3775,688,YqZedKTDWgjDWcTR4
water-egg shoes,2,water egg,,,,,,,,,,,NFS,200,NA,Collecting water eggs,Only available during Bunny Day,0,1.1.0a,Shoes,3777,690,Bg9geKwGApyACyXEx
watering can,1,flimsy watering can,1,iron nugget,,,,,,,,,NFS,200,NA,Pretty Good Tools Recipes,Purchase Pretty Good Tools Recipes via Nook Miles Redemption,0,1.0.0,Tools,110,280,2AGD3mCFzDSDNNZoK
wave breaker,10,stone,10,clay,,,,,,,,,NFS,200,1500,Nook Miles Exchange,,0,1.0.0,Housewares,813,55,CruEkwMoLo3LcnyG4
wedding fence,5,iron nugget,3,softwood,,,,,,,,,NFS,200,NA,Harvey,Only available during Wedding Season,0,1.2.0,Fencing,992,714,yZNfKe6dESLFFQ8J4
wedding wand,1,wedding flower stand,3,star fragment,,,,,,,,,NFS,200,NA,Cyrus,Only available during Wedding Season,0,1.2.0,Tools,3678,715,LokHc5XaxADprKGWJ
western-style stone,30,stone,,,,,,,,,,,NFS,200,NA,Normal villagers,,100,1.0.0,Housewares,814,518,5BDsJhPKYRpxFjyvz
wild log bench,8,hardwood,,,,,,,,,,,NFS,200,NA,Jock villagers,,0,1.0.0,Housewares,332,436,ZGWN8wsv7hgjbLvdM
wild-wood wall,15,wood,,,,,,,,,,,NFS,200,NA,Cranky villagers,,0,1.0.0,Wallpaper,523,309,RQL2msCcNbX2Nyvqg
windflower crown,2,red windflowers,2,orange windflowers,2,white windflowers,,,,,,,NFS,200,NA,All Villagers,,0,1.0.0,Headwear,3600,240,2bHpYXqeSKyRgCsHx
windflower fan,3,red windflowers,2,iron nugget,,,,,,,,,NFS,200,NA,Lazy villagers,,50,1.0.0,Miscellaneous,3500,503,6Fz77bGPrTCrYNffT
windflower wand,1,orange windflowers,3,star fragment,,,,,,,,,NFS,200,NA,Celeste,,0,1.0.0,Tools,3670,525,GFM7MzdiDKiqhBb9X
windflower wreath,3,red windflowers,3,white windflowers,3,orange windflowers,,,,,,,NFS,200,NA,All Villagers,,50,1.0.0,Wall-mounted,3540,228,xGTRnSEqPTzYGDwjT
Wobbling Zipper toy,4,earth egg,4,stone egg,4,leaf egg,4,wood egg,4,sky egg,4,water egg,NFS,200,NA,Zipper,Reward from Zipper after crafting all Bunny Day recipes; Only available during Bunny Day,0,1.1.0a,Miscellaneous,3709,696,3HBkSreJ3Rz7689K7
wood-egg outfit,3,wood egg,,,,,,,,,,,NFS,200,NA,Collecting wood eggs,Only available during Bunny Day,0,1.1.0a,Dresses,3770,683,Cqe6TyaE38gnjAtmr
wood-egg shell,2,wood egg,,,,,,,,,,,NFS,200,NA,Collecting wood eggs,Only available during Bunny Day,0,1.1.0a,Headwear,3769,682,Dokk8EnqpoFPBXD8R
wood-egg shoes,2,wood egg,,,,,,,,,,,NFS,200,NA,Collecting wood eggs,Only available during Bunny Day,0,1.1.0a,Shoes,3771,684,cEawPHH27B36anZsf
wooden bookshelf,5,book,10,wood,,,,,,,,,NFS,200,NA,Lazy villagers,,100,1.0.0,Housewares,2102,404,XE27aTmxufH84fcWf
wooden bucket,3,wood,1,iron nugget,,,,,,,,,NFS,200,NA,Tom Nook; Smug villagers,Obtained during the main storyline during the villager house development quest,0,1.0.0,Housewares,432,16,8ckCy9CHdL6iXXptE
wooden chair,6,wood,,,,,,,,,,,NFS,200,NA,Tom Nook; Snooty villagers,Obtained during the main storyline during the villager house development quest,0,1.0.0,Housewares,311,15,e2Z5K68fA23E9FcdT
wooden chest,16,wood,,,,,,,,,,,NFS,200,NA,Lazy villagers,,0,1.0.0,Housewares,317,17,hAgLHeuw7xfkbzjpu
wooden double bed,30,wood,,,,,,,,,,,NFS,200,NA,Smug villagers,,0,1.0.0,Housewares,319,493,z3TPTghmTbEFZE2mw
wooden end table,8,wood,,,,,,,,,,,NFS,200,NA,Snooty villagers,,0,1.0.0,Housewares,313,170,nJDFrN9LmyK3FN7ZT
wooden fish,3,wood,,,,,,,,,,,NFS,200,NA,Wildest Dreams DIY,Purchase Wildest Dreams DIY from Nook's Cranny,0,1.0.0,Miscellaneous,463,193,2ZuPfoHnSXBEwWfPL
wooden full-length mirror,5,wood,1,iron nugget,,,,,,,,,NFS,200,NA,Peppy villagers,,0,1.0.0,Housewares,320,502,dn4EDHGArXPGhs2Mx
wooden low table,10,wood,,,,,,,,,,,NFS,200,NA,Smug villagers,,0,1.0.0,Housewares,314,491,xA3hY8ZZd3qm9SqmP
wooden mini table,6,wood,,,,,,,,,,,NFS,200,NA,Big Sister villagers,,0,1.0.0,Housewares,312,492,qt5zRMx9nJShGjxyY
wooden simple bed,18,wood,,,,,,,,,,,NFS,200,NA,Tom Nook; Lazy villagers,Obtained during the main storyline during the villager house development quest,0,1.0.0,Housewares,318,18,ayWFNoe5BBmR5JDde
wooden stool,4,wood,,,,,,,,,,,NFS,200,NA,Peppy villagers,,0,1.0.0,Housewares,310,168,tCZg7fdKsKoJ2Ca6y
wooden table,15,wood,,,,,,,,,,,NFS,200,NA,Big Sister villagers,,0,1.0.0,Housewares,315,201,vXEY4HbrHoAoiQn9s
wooden table mirror,3,wood,1,iron nugget,,,,,,,,,NFS,200,NA,Big Sister villagers,,0,1.0.0,Miscellaneous,321,572,7QmfhABkJayiuyPTt
wooden toolbox,4,softwood,2,iron nugget,,,,,,,,,NFS,200,NA,Normal villagers,,0,1.0.0,Miscellaneous,468,579,qaHmYYCti572DQqW8
wooden wardrobe,12,wood,,,,,,,,,,,NFS,200,NA,Tom Nook,,0,1.0.0,Housewares,316,172,ZnX2CrjCz5F2be4Ke
wooden waste bin,4,wood,,,,,,,,,,,NFS,200,NA,Big Sister villagers,,0,1.0.0,Housewares,322,173,kJHkBWB2YyDQwJWDN
wooden-block bed,1,wooden-block toy,17,softwood,,,,,,,,,NFS,200,NA,Normal villagers,,0,1.0.0,Housewares,356,61,jojeuDRs9dnhhtrNE
wooden-block bench,1,wooden-block toy,4,softwood,,,,,,,,,NFS,200,NA,Big Sister villagers,,0,1.0.0,Housewares,353,23,6X3d6utgMWpykB6cp
wooden-block bookshelf,1,wooden-block toy,3,softwood,,,,,,,,,NFS,200,NA,Test Your DIY Skills,Purchase Test Your DIY Skills from Nook's Cranny.,0,1.0.0,Housewares,357,62,ncMTEpvQfe9SGvipJ
wooden-block chair,1,wooden-block toy,3,softwood,,,,,,,,,NFS,200,NA,Test Your DIY Skills,Purchase Test Your DIY Skills from Nook's Cranny.,0,1.0.0,Housewares,352,160,NxDA47H5aq9g6Ssty
wooden-block chest,1,wooden-block toy,12,softwood,,,,,,,,,NFS,200,NA,Normal villagers,,0,1.0.0,Housewares,355,24,9cAfAFEhqMFHTefLC
wooden-block stereo,1,wooden-block toy,5,softwood,2,iron nugget,,,,,,,NFS,200,NA,Tom Nook; Big sister villagers,Obtained during the main storyline during the villager house development quest,0,1.0.0,Housewares,358,89,xC4riKsFQjbPpK8Ty
wooden-block stool,1,wooden-block toy,2,softwood,,,,,,,,,NFS,200,NA,Peppy villagers,,0,1.0.0,Housewares,351,387,ZWWM3P5WD6kPS7JNK
wooden-block table,1,wooden-block toy,8,softwood,,,,,,,,,NFS,200,NA,Tom Nook; Big sister villagers,Obtained during the main storyline during the villager house development quest,0,1.0.0,Housewares,354,26,XT35v4Sb4K3QH2dWC
wooden-block toy,3,softwood,,,,,,,,,,,NFS,200,NA,DIY for Beginners,Purchase DIY for Beginners at Nook's Cranny,0,1.0.0,Miscellaneous,350,38,uKX4pS9YuAJPSqAGX
wooden-block wall clock,1,wooden-block toy,2,softwood,1,iron nugget,,,,,,,NFS,200,NA,Peppy villagers,,50,1.0.0,Wall-mounted,359,90,g9N9eFwC48vsPWz5e
wooden-knot wall,15,hardwood,,,,,,,,,,,NFS,200,NA,Smug villagers,,0,1.0.0,Wallpaper,526,319,6aNph3fACbZjxyaWp
wooden-mosaic wall,15,wood,,,,,,,,,,,NFS,200,NA,Normal villagers,,0,1.0.0,Wallpaper,521,310,TYGjpCGthu9jgA5ty
wooden-plank sign,5,hardwood,,,,,,,,,,,NFS,200,NA,Cranky villagers,,50,1.0.0,Wall-mounted,483,279,EbrmatJDLMcc2oexh
woodland wall,15,clump of weeds,9,softwood,,,,,,,,,NFS,200,NA,Normal villagers,,0,1.0.0,Wallpaper,1251,471,JaqMjuzXa8t426jeT
yellow-leaf pile,3,acorn,5,clump of weeds,,,,,,,,,NFS,200,NA,Balloons,Only available during Fall,0,1.0.0,Housewares,2900,588,tFckEAxEjrgkrc3ga
zen fence,3,iron nugget,3,clay,3,stone,,,,,,,NFS,200,1000,Nook Miles Exchange,,0,1.0.0,Fencing,893,556,i3NJEKs5tNY9dJSCX
zen-style stone,30,stone,,,,,,,,,,,NFS,200,NA,Lazy villagers,,100,1.0.0,Housewares,815,568,236xGcHiXbpCRfWba
