Name,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Seasonal Availability,Mannequin Piece,Version,Style,Label Themes,Villager Equippable,Catalog,Primary Shape,Secondary Shape,Filename,Internal ID,Unique Entry ID
shell dress,Pink,No,3500,875,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,Summer,No,1.0.0,Gorgeous,fairy tale; party; theatrical; vacation,Yes,For sale,A-long,N,TopsTexOnepieceAlongNMermaid0,4657,PL2y8BwTDFMLkoL7h
shell dress,Blue,No,3500,875,Blue,White,1x1,Able Sisters,Available from Able Sisters shop only,Summer,No,1.0.0,Gorgeous,fairy tale; party; theatrical; vacation,Yes,For sale,A-long,N,TopsTexOnepieceAlongNMermaid1,8246,cDET9RSWRKLHNj3zo
shell dress,Yellow,No,3500,875,Yellow,White,1x1,Able Sisters,Available from Able Sisters shop only,Summer,No,1.0.0,Gorgeous,fairy tale; party; theatrical; vacation,Yes,For sale,A-long,N,TopsTexOnepieceAlongNMermaid2,8247,qwqnysjizyqQifLfQ
shell dress,Mint,No,3500,875,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,Summer,No,1.0.0,Gorgeous,fairy tale; party; theatrical; vacation,Yes,For sale,A-long,N,TopsTexOnepieceAlongNMermaid3,8248,eSYqNd8WAFmYLWriZ
shell dress,Red,No,3500,875,Red,White,1x1,Able Sisters,Available from Able Sisters shop only,Summer,No,1.0.0,Gorgeous,fairy tale; party; theatrical; vacation,Yes,For sale,A-long,N,TopsTexOnepieceAlongNMermaid4,8249,G3etertjgwY9q2qpW
shell dress,Purple,No,3500,875,Purple,White,1x1,Able Sisters,Available from Able Sisters shop only,Summer,No,1.0.0,Gorgeous,fairy tale; party; theatrical; vacation,Yes,For sale,A-long,N,TopsTexOnepieceAlongNMermaid5,8250,txPF8xBG6WmxLBTjr
shirtdress,Navy blue,No,1600,400,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,Yes,For sale,Box,L,TopsTexOnepieceBoxLShirt0,3386,Qj9YzgCyGXzmXZHXN
shirtdress,Beige,No,1600,400,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,Yes,For sale,Box,L,TopsTexOnepieceBoxLShirt1,8949,atqTiXb2GoHX43vci
shirtdress,Olive,No,1600,400,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,Yes,For sale,Box,L,TopsTexOnepieceBoxLShirt2,8950,RmdJp9KDJTuQvTtDA
shorts outfit,Brown,No,1680,420,Brown,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Elegant,everyday; vacation,Yes,For sale,Salopette,N,TopsTexOnepieceSalopetteNCombinaison0,4617,K44QTdGfj4NZagp4y
shorts outfit,Light blue,No,1680,420,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Elegant,everyday; vacation,Yes,For sale,Salopette,N,TopsTexOnepieceSalopetteNCombinaison1,8022,LRoJm3BewfyodbjRw
shorts outfit,Blue,No,1680,420,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Elegant,everyday; vacation,Yes,For sale,Salopette,N,TopsTexOnepieceSalopetteNCombinaison2,8023,2P6mgT69hYvLgpWti
shorts outfit,Pink,No,1680,420,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Elegant,everyday; vacation,Yes,For sale,Salopette,N,TopsTexOnepieceSalopetteNCombinaison3,8024,K76M9wwJ9w3vQ33fu
shorts outfit,Black,No,1680,420,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Elegant,everyday; vacation,Yes,For sale,Salopette,N,TopsTexOnepieceSalopetteNCombinaison4,8025,WcnwgprjRvD6jPwZJ
simple checkered dress,Pink,No,1200,300,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Simple,everyday; fairy tale; vacation,Yes,For sale,A-line,N,TopsTexOnepieceAlineNPlaid0,8509,bPL69G2vFoWNGSyTW
simple checkered dress,Green,No,1200,300,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Simple,everyday; fairy tale; vacation,Yes,For sale,A-line,N,TopsTexOnepieceAlineNPlaid1,12096,mDoFd7voYYMpHFHTP
simple checkered dress,Beige,No,1200,300,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Simple,everyday; fairy tale; vacation,Yes,For sale,A-line,N,TopsTexOnepieceAlineNPlaid2,12097,dxqzdMCwXYQvnihpW
simple visiting kimono,Pale green,No,2480,620,Green,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,formal; party,Yes,For sale,Kimono,L,TopsTexOnepieceKimonoLHomongi0,6026,CQNsWPGrfsj2cakRs
simple visiting kimono,Wisteria,No,2480,620,Purple,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,formal; party,Yes,For sale,Kimono,L,TopsTexOnepieceKimonoLHomongi1,9004,TtjYMaTCsj4rSMK2T
simple visiting kimono,Pink,No,2480,620,Pink,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,formal; party,Yes,For sale,Kimono,L,TopsTexOnepieceKimonoLHomongi2,9005,hJTKunpyMdErGDBd3
simple visiting kimono,Indigo blue,No,2480,620,Blue,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,formal; party,Yes,For sale,Kimono,L,TopsTexOnepieceKimonoLHomongi3,9006,gNjic463etEuEg7Nd
simple visiting kimono,Orange,No,2480,620,Orange,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,formal; party,Yes,For sale,Kimono,L,TopsTexOnepieceKimonoLHomongi4,9007,mFu7hHtudvFDbYFKs
simple visiting kimono,Aqua,No,2480,620,Light blue,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,formal; party,Yes,For sale,Kimono,L,TopsTexOnepieceKimonoLHomongi5,9008,Zfd2BttCu7hWbfgmi
simple visiting kimono,Yellow,No,2480,620,Yellow,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,formal; party,Yes,For sale,Kimono,L,TopsTexOnepieceKimonoLHomongi6,9009,wBaYAaaSgAseL4N7z
simple visiting kimono,Gray,No,2480,620,Gray,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,formal; party,Yes,For sale,Kimono,L,TopsTexOnepieceKimonoLHomongi7,9010,TmqQqfrD8sTyEaFfz
simple-dots dress,Red,No,1200,300,Red,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Simple,everyday; vacation,Yes,For sale,A-line,N,TopsTexOnepieceAlineNSimpledot0,8188,5qjijdG3kTgQudqRT
simple-dots dress,Yellow,No,1200,300,Yellow,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Simple,everyday; vacation,Yes,For sale,A-line,N,TopsTexOnepieceAlineNSimpledot1,12106,dd9JvNWK4c7nndhuK
simple-dots dress,Light blue,No,1200,300,Light blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Simple,everyday; vacation,Yes,For sale,A-line,N,TopsTexOnepieceAlineNSimpledot2,12107,T4EBigTnpN2rwwJjK
simple-dots dress,Green,No,1200,300,Green,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Simple,everyday; vacation,Yes,For sale,A-line,N,TopsTexOnepieceAlineNSimpledot3,12108,LzSQhdPTLkTL9YWSy
simple-dots dress,Black,No,1200,300,Black,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Simple,everyday; vacation,Yes,For sale,A-line,N,TopsTexOnepieceAlineNSimpledot4,12109,ZeyCqLhQXvjTg3gFL
skirt with suspenders,Red,No,1600,400,Red,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cute,everyday,Yes,For sale,A-line,H,TopsTexOnepieceAlineHSuspendersskirt0,3660,pJSepkwozLaRdaZSf
skirt with suspenders,Orange,No,1600,400,Orange,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cute,everyday,Yes,For sale,A-line,H,TopsTexOnepieceAlineHSuspendersskirt1,9022,pghyCEEReaGbiLhy4
skirt with suspenders,Pink,No,1600,400,Pink,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cute,everyday,Yes,For sale,A-line,H,TopsTexOnepieceAlineHSuspendersskirt2,9023,ZgSmfx5ZvYxuf3WgD
skirt with suspenders,Blue,No,1600,400,Blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cute,everyday,Yes,For sale,A-line,H,TopsTexOnepieceAlineHSuspendersskirt3,9024,RdFthTe6RcrexPFdg
skirt with suspenders,Gray,No,1600,400,Gray,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cute,everyday,Yes,For sale,A-line,H,TopsTexOnepieceAlineHSuspendersskirt4,9025,LPeiPMbeHNXkukyi5
sky-egg outfit,None,Yes,NFS,1200,Light blue,Red,1x1,Crafting,,All Year,No,1.1.0a,Active,fairy tale; party; theatrical,Yes,Not for sale,Rib,N,TopsTexOnepieceRibNEggsky0,12453,ZDf7rEZv9TZxoCsuc
sleeveless shirtdress,Blue,No,1600,400,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Simple,everyday; vacation,Yes,For sale,A-line,N,TopsTexOnepieceAlineNShirt0,3387,rxpHXnpvQBXKSzLay
sleeveless shirtdress,White,No,1600,400,White,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Simple,everyday; vacation,Yes,For sale,A-line,N,TopsTexOnepieceAlineNShirt1,8951,jBEvorNeWp7XnYEFt
sleeveless shirtdress,Pink,No,1600,400,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Simple,everyday; vacation,Yes,For sale,A-line,N,TopsTexOnepieceAlineNShirt2,8952,MtRurCg9umRtEvgXH
sleeveless shirtdress,Lime,No,1600,400,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Simple,everyday; vacation,Yes,For sale,A-line,N,TopsTexOnepieceAlineNShirt3,8953,iEWkL6N8ziHEr38iv
sleeveless silk dress,Red,No,2520,630,Red,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday; formal; party,Yes,For sale,B-long,,TopsTexOnepieceBlongLChina0,5131,BTiKJBRTf3xmK85DQ
sleeveless silk dress,Green,No,2520,630,Green,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday; formal; party,Yes,For sale,B-long,,TopsTexOnepieceBlongLChina1,9152,mJZcSzs9pFCY5rMEz
sleeveless silk dress,Navy blue,No,2520,630,Blue,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday; formal; party,Yes,For sale,B-long,,TopsTexOnepieceBlongLChina2,9153,9zzpox4sDPXctEes4
sleeveless silk dress,White,No,2520,630,White,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday; formal; party,Yes,For sale,B-long,,TopsTexOnepieceBlongLChina3,9154,RprKKZkqdoeSMM9ng
sleeveless silk dress,Pink,No,2520,630,Pink,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday; formal; party,Yes,For sale,B-long,,TopsTexOnepieceBlongLChina4,9155,QawwsHKYhAJup3rHz
sleeveless silk dress,Light blue,No,2520,630,Light blue,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday; formal; party,Yes,For sale,B-long,,TopsTexOnepieceBlongLChina5,9156,DYT42Xcf5qQqxLLD9
sleeveless silk dress,Yellow,No,2520,630,Yellow,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday; formal; party,Yes,For sale,B-long,,TopsTexOnepieceBlongLChina6,9157,tfg3o66LAqC85NQDX
sleeveless sweater dress,Gray,No,1600,400,Gray,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,everyday; comfy,Yes,For sale,Rib,N,TopsTexOnepieceRibNKnit0,3261,MjEAYxjKRarnD6ktC
sleeveless sweater dress,Black,No,1600,400,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,everyday; comfy,Yes,For sale,Rib,N,TopsTexOnepieceRibNKnit1,8010,8cnbkGhPbdPJKGv3h
sleeveless sweater dress,White,No,1600,400,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,everyday; comfy,Yes,For sale,Rib,N,TopsTexOnepieceRibNKnit2,8011,itytn2hZujpPAboEr
sleeveless sweater dress,Purple,No,1600,400,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,everyday; comfy,Yes,For sale,Rib,N,TopsTexOnepieceRibNKnit3,8012,iRhLbEaS6yQiaNjYF
sleeveless sweater dress,Light blue,No,1600,400,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,everyday; comfy,Yes,For sale,Rib,N,TopsTexOnepieceRibNKnit4,8013,8ZWvagtZErYKaj4ga
sleeveless sweater dress,Lime,No,1600,400,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,everyday; comfy,Yes,For sale,Rib,N,TopsTexOnepieceRibNKnit5,8014,oEneJxQJ72DBLYGTw
space suit,White,No,5000,1250,White,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,work,Yes,For sale,Overall,L,TopsTexOnepieceOverallLSpaceWhite,3636,5w9Kh9EHd85Mec2wh
sprite costume,Green,No,2500,625,Green,Brown,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale,Yes,For sale,Overall,H,TopsTexOnepieceOverallHDwarf0,4171,QcrLWjN5SRarDQqyR
sprite costume,Red,No,2500,625,Red,Brown,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale,Yes,For sale,Overall,H,TopsTexOnepieceOverallHDwarf1,8131,aNt25NWxFuydPm2sf
sprite costume,Brown,No,2500,625,Brown,Brown,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale,Yes,For sale,Overall,H,TopsTexOnepieceOverallHDwarf2,8132,oQZD3BEvoMAxsa5aP
sprite costume,Blue,No,2500,625,Blue,Brown,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale,Yes,For sale,Overall,H,TopsTexOnepieceOverallHDwarf3,8133,S769MA7SJiDTCqNey
sprite costume,Yellow,No,2500,625,Yellow,Brown,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale,Yes,For sale,Overall,H,TopsTexOnepieceOverallHDwarf4,8134,Cu3DqD6hfcacWrkCj
sprite costume,Pink,No,2500,625,Pink,Brown,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale,Yes,For sale,Overall,H,TopsTexOnepieceOverallHDwarf5,8135,Mvp3fy4sXkcy8Zmvi
sprite costume,Mint,No,2500,625,Light blue,Brown,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale,Yes,For sale,Overall,H,TopsTexOnepieceOverallHDwarf6,8136,DqZs2PhSENigTECBP
star costume,White,No,2800,700,White,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,party; theatrical,Yes,For sale,Overall,L,TopsTexOnepieceOverallLStarsinger0,4449,PbB2vyEfeyhm2FGL7
star costume,Black,No,2800,700,Black,Purple,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,party; theatrical,Yes,For sale,Overall,L,TopsTexOnepieceOverallLStarsinger1,9512,BHa8qcoKp7jLd2kvX
star costume,Red,No,2800,700,Red,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,party; theatrical,Yes,For sale,Overall,L,TopsTexOnepieceOverallLStarsinger2,9513,7SxwZ9yoa7km9d7Cb
star costume,Navy blue,No,2800,700,Blue,Orange,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,party; theatrical,Yes,For sale,Overall,L,TopsTexOnepieceOverallLStarsinger3,9514,kASsgZCtKHJtqqyYS
star costume,Yellow,No,2800,700,Yellow,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,party; theatrical,Yes,For sale,Overall,L,TopsTexOnepieceOverallLStarsinger4,9515,n9BxfkkEmAshZeFPe
steampunk costume,Red,No,2240,560,Brown,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,fairy tale; theatrical,Yes,For sale,Overall,L,TopsTexOnepieceOverallLSteampunk0,5825,GtMhryHbqGfmRcFgB
steampunk costume,Purple,No,2240,560,Brown,Purple,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,fairy tale; theatrical,Yes,For sale,Overall,L,TopsTexOnepieceOverallLSteampunk1,9534,EQzSaQQExxKk4FsJn
stellar jumpsuit,Green,No,1600,400,Green,Orange,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,party; theatrical,Yes,For sale,Salopette,L,TopsTexOnepieceSalopetteLPsychedelic0,5799,kFgxfBaMoWdgZFEXY
stellar jumpsuit,Blue,No,1600,400,Blue,Purple,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,party; theatrical,Yes,For sale,Salopette,L,TopsTexOnepieceSalopetteLPsychedelic1,9530,jHpBTBccqHXqxqF4R
stellar jumpsuit,Dark red,No,1600,400,Black,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,party; theatrical,Yes,For sale,Salopette,L,TopsTexOnepieceSalopetteLPsychedelic2,9531,vNzDtamSgKT5u3e4X
stellar jumpsuit,Purple,No,1600,400,Purple,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,party; theatrical,Yes,For sale,Salopette,L,TopsTexOnepieceSalopetteLPsychedelic3,9532,PLDJQPLprXStLPmEo
stellar jumpsuit,Red,No,1600,400,Red,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,party; theatrical,Yes,For sale,Salopette,L,TopsTexOnepieceSalopetteLPsychedelic4,9533,op4sMXoYctMTMms6h
stone-egg outfit,None,Yes,NFS,1200,Yellow,Orange,1x1,Crafting,,All Year,No,1.1.0a,Active,fairy tale; party; theatrical,Yes,Not for sale,Rib,N,TopsTexOnepieceRibNEggrock0,12450,7oMiNHiEz3butFLdC
strawberry dress,Red,No,1800,450,Pink,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,Yes,For sale,A-line,N,TopsTexOnepieceAlineNStrawberry,3286,pNhmMrgCyz4xZJCcr
striped dress,Black,No,1600,400,Black,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,Yes,For sale,A-line,L,TopsTexOnepieceAlineLBorder0,4262,k8SzeWrkb2R9Rq29k
striped dress,Orange,No,1600,400,Orange,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,Yes,For sale,A-line,L,TopsTexOnepieceAlineLBorder1,7769,AtDKcPxpwpusE9xff
striped dress,Blue,No,1600,400,Blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,Yes,For sale,A-line,L,TopsTexOnepieceAlineLBorder2,7770,8pP8iHgzvSdy57yff
striped dress,Yellow,No,1600,400,Yellow,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,Yes,For sale,A-line,L,TopsTexOnepieceAlineLBorder3,7771,xBrcRrBTEQzhxDp27
striped dress,Red,No,1600,400,Red,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,Yes,For sale,A-line,L,TopsTexOnepieceAlineLBorder4,7772,B3mB3hBQ3rXyzNaJr
striped dress,Gray,No,1600,400,Gray,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,Yes,For sale,A-line,L,TopsTexOnepieceAlineLBorder5,7773,9S4ZB7MgzZmiY6yZw
striped dress,Green,No,1600,400,Green,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,Yes,For sale,A-line,L,TopsTexOnepieceAlineLBorder6,7774,sowdQdeEo3NcXXyi4
striped dress,Pink,No,1600,400,Pink,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,Yes,For sale,A-line,L,TopsTexOnepieceAlineLBorder7,7775,7bbuxDsKzXH8RLQWp
striped halter dress,Pink,No,1500,375,Pink,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Elegant,everyday; comfy; vacation,Yes,For sale,A-line,N,TopsTexOnepieceAlineNHalterneckstripe0,4290,bQnhA4LroLryGj5CT
striped halter dress,Green,No,1500,375,Green,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Elegant,everyday; comfy; vacation,Yes,For sale,A-line,N,TopsTexOnepieceAlineNHalterneckstripe1,7785,BYLxXcyq29Bip2MSj
striped halter dress,Orange,No,1500,375,Orange,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Elegant,everyday; comfy; vacation,Yes,For sale,A-line,N,TopsTexOnepieceAlineNHalterneckstripe2,7786,hNu44KnmBXog8JrkC
striped halter dress,Light blue,No,1500,375,Light blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Yes,1.0.0,Elegant,everyday; comfy; vacation,Yes,For sale,A-line,N,TopsTexOnepieceAlineNHalterneckstripe3,7787,zyfDB5e3txdaoGB9Z
striped maxi dress,Red,No,1400,350,Red,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Elegant,everyday; vacation,Yes,For sale,A-long,N,TopsTexOnepieceAlongNStripe0,4729,6LWBteQMkif5vtx9T
striped maxi dress,Blue,No,1400,350,Blue,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Elegant,everyday; vacation,Yes,For sale,A-long,N,TopsTexOnepieceAlongNStripe1,7782,khh4v9EEnS8wnEr6C
striped maxi dress,Green,No,1400,350,Green,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Elegant,everyday; vacation,Yes,For sale,A-long,N,TopsTexOnepieceAlongNStripe2,7783,KWQLF7SKgSnFc9GzE
striped maxi dress,Orange,No,1400,350,Orange,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Elegant,everyday; vacation,Yes,For sale,A-long,N,TopsTexOnepieceAlongNStripe3,7784,S9mGKjrbgmatknCJp
stylish jumpsuit,Black,No,2100,525,Black,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,everyday; work,Yes,For sale,Salopette,L,TopsTexOnepieceSalopetteLAllinone0,5350,noXLfbTbxoE67D4hA
stylish jumpsuit,Gray,No,2100,525,Gray,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,everyday; work,Yes,For sale,Salopette,L,TopsTexOnepieceSalopetteLAllinone1,9039,5FKvKz54hm723GK9B
stylish jumpsuit,Beige,No,2100,525,Beige,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,everyday; work,Yes,For sale,Salopette,L,TopsTexOnepieceSalopetteLAllinone2,9040,s5qhiuNxY7s3BAHC7
stylish jumpsuit,Avocado,No,2100,525,Green,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,everyday; work,Yes,For sale,Salopette,L,TopsTexOnepieceSalopetteLAllinone3,9041,TietcQ35K3xvXYrWv
stylish jumpsuit,Pink,No,2100,525,Pink,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,everyday; work,Yes,For sale,Salopette,L,TopsTexOnepieceSalopetteLAllinone4,9042,94DmCuRGd4mFdGMyZ
suit of lights,Black,No,2520,630,Black,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; theatrical; work,Yes,For sale,Overall,L,TopsTexOnepieceOverallLBull0,3613,nksnAeQbzLJGgnWaf
suit of lights,Red,No,2520,630,Red,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; theatrical; work,Yes,For sale,Overall,L,TopsTexOnepieceOverallLBull1,9508,e4QABcKg8zWZbQZuM
suit of lights,Blue,No,2520,630,Blue,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; theatrical; work,Yes,For sale,Overall,L,TopsTexOnepieceOverallLBull2,9509,tR83oeqzpe7Yw4Drf
suit of lights,Green,No,2520,630,Green,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; theatrical; work,Yes,For sale,Overall,L,TopsTexOnepieceOverallLBull3,9510,38XHCS3nmLXnthsPe
suit of lights,Pink,No,2520,630,Pink,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; theatrical; work,Yes,For sale,Overall,L,TopsTexOnepieceOverallLBull4,9511,4ysGeSFH2FaZW7sPi
suit with stand-up collar,Black,No,1800,450,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,everyday; formal; work,Yes,For sale,Overall,L,TopsTexOnepieceOverallLHighcollar0,5653,4Nq3p7TmykyKnqnBq
