Name,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Catalog,Filename,Variant ID,Internal ID,Unique Entry ID
sleeping bag,Orange,NA,NA,NA,No,No,No,NA,1400,350,Orange,Gray,2x1,NA,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Bed,Yes,Does not play music,No lighting,For sale,FtrSleepingbag_Remake_3_0,3_0,1434,u2P2EYDQWXMuK2amc
sleeping bag,Yellow,NA,NA,NA,No,No,No,NA,1400,350,Yellow,Light blue,2x1,NA,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Bed,Yes,Does not play music,No lighting,For sale,FtrSleepingbag_Remake_4_0,4_0,1434,Qhvmi9FsbFeGZ4ZFH
sleeping bag,Purple,NA,NA,NA,No,No,No,NA,1400,350,Pink,Purple,2x1,NA,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Bed,Yes,Does not play music,No lighting,For sale,FtrSleepingbag_Remake_5_0,5_0,1434,ieBwocmAHz7HFuZG3
sleeping bag,White,NA,NA,NA,No,No,No,NA,1400,350,White,Yellow,2x1,NA,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Bed,Yes,Does not play music,No lighting,For sale,FtrSleepingbag_Remake_6_0,6_0,1434,5CDunQBfMXhETZFXs
sleeping bag,Red,NA,NA,NA,No,No,No,NA,1400,350,Red,Blue,2x1,NA,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Bed,Yes,Does not play music,No lighting,For sale,FtrSleepingbag_Remake_7_0,7_0,1434,gySoF6o3E2dBzfjL9
sleigh,Natural,Body color,NA,NA,Yes,Yes,No,2,NFS,960,Orange,Red,2x1,NA,Crafting,,1.0.0,garden,None,festive,None,Yes,Chair,Yes,Does not play music,No lighting,Not for sale,FtrSled_Remake_0_0,0_0,7281,xo5EbWumiYA8KCNQz
sleigh,Dark brown,Body color,NA,NA,Yes,Yes,No,2,NFS,960,Brown,Blue,2x1,NA,Crafting,,1.0.0,garden,None,festive,None,Yes,Chair,Yes,Does not play music,No lighting,Not for sale,FtrSled_Remake_1_0,1_0,7281,e5oWbNEQNgk9HBATb
sleigh,Red,Body color,NA,NA,Yes,Yes,No,2,NFS,960,Red,Blue,2x1,NA,Crafting,,1.0.0,garden,None,festive,None,Yes,Chair,Yes,Does not play music,No lighting,Not for sale,FtrSled_Remake_2_0,2_0,7281,HwQduBZenwteYguxu
sleigh,White,Body color,NA,NA,Yes,Yes,No,2,NFS,960,White,Red,2x1,NA,Crafting,,1.0.0,garden,None,festive,None,Yes,Chair,Yes,Does not play music,No lighting,Not for sale,FtrSled_Remake_3_0,3_0,7281,f7LtHFY4Hhf8mxr9h
small cardboard boxes,NA,NA,NA,NA,Yes,No,No,NA,NFS,120,None,None,1x1,NA,Crafting,,1.0.0,garage,None,cardboard,None,No,Supplies,No,Does not play music,No lighting,Not for sale,FtrMovingboxS,NA,3410,HwJGSRRxcaHNGSoku
smoker,Black,NA,NA,NA,No,No,No,NA,5500,1375,Black,Beige,1x1,NA,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Kitchen Things,Yes,Does not play music,No lighting,For sale,FtrSmoker_Remake_0_0,0_0,1143,pDb2pG9rr7tFyMTuP
smoker,Green,NA,NA,NA,No,No,No,NA,5500,1375,Green,Beige,1x1,NA,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Kitchen Things,Yes,Does not play music,No lighting,For sale,FtrSmoker_Remake_1_0,1_0,1143,kCqCjmYk5cgx6zKjj
smoker,Silver,NA,NA,NA,No,No,No,NA,5500,1375,Gray,Gray,1x1,NA,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Kitchen Things,Yes,Does not play music,No lighting,For sale,FtrSmoker_Remake_2_0,2_0,1143,atPGmEYE58Y9B3vuc
snack machine,Black,NA,NA,NA,No,No,No,NA,NFS,10000,Black,Colorful,2x1,2000,Nook Miles Shop,,1.0.0,facility,shop,None,None,Yes,Facility Decor,Yes,Does not play music,Monitor,Not for sale,FtrFoodmachine_Remake_0_0,0_0,971,o6tEQPs8CZntQwmAK
snack machine,White,NA,NA,NA,No,No,No,NA,NFS,10000,White,Colorful,2x1,2000,Nook Miles Shop,,1.0.0,facility,shop,None,None,Yes,Facility Decor,Yes,Does not play music,Monitor,Not for sale,FtrFoodmachine_Remake_1_0,1_0,971,42niEBKEQhHmXxDCY
snack machine,Red,NA,NA,NA,No,No,No,NA,NFS,10000,Red,Colorful,2x1,2000,Nook Miles Shop,,1.0.0,facility,shop,None,None,Yes,Facility Decor,Yes,Does not play music,Monitor,Not for sale,FtrFoodmachine_Remake_2_0,2_0,971,rt4p5YzfXPb2FXyef
snack machine,Silver,NA,NA,NA,No,No,No,NA,NFS,10000,Gray,Colorful,2x1,2000,Nook Miles Shop,,1.0.0,facility,shop,None,None,Yes,Facility Decor,Yes,Does not play music,Monitor,Not for sale,FtrFoodmachine_Remake_3_0,3_0,971,6q5rC5XkAwDYDtEAY
soccer goal,NA,NA,NA,NA,No,No,No,NA,NFS,20000,White,White,3x2,4000,Nook Miles Shop,,1.0.0,fitness,None,None,None,No,Sports,Yes,Does not play music,No lighting,Not for sale,FtrSoccergoal,NA,1149,wzWPLmRmjzSPdciCR
soft-serve lamp,Vanilla,NA,NA,NA,No,No,No,NA,3000,750,White,Beige,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,fancy,None,None,Yes,Lamp,Yes,Does not play music,Fluorescent,For sale,FtrLampSoftcream_Remake_0_0,0_0,3416,oPiLmz49MQzTRDmxX
soft-serve lamp,Purple sweet potato,NA,NA,NA,No,No,No,NA,3000,750,Purple,Beige,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,fancy,None,None,Yes,Lamp,Yes,Does not play music,Fluorescent,For sale,FtrLampSoftcream_Remake_1_0,1_0,3416,DfXYbuExurXsjxZkm
soft-serve lamp,Mango,NA,NA,NA,No,No,No,NA,3000,750,Orange,Beige,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,fancy,None,None,Yes,Lamp,Yes,Does not play music,Fluorescent,For sale,FtrLampSoftcream_Remake_2_0,2_0,3416,Za47FuhQPhwk4SxGH
soft-serve lamp,Pale sky,NA,NA,NA,No,No,No,NA,3000,750,Light blue,Beige,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,fancy,None,None,Yes,Lamp,Yes,Does not play music,Fluorescent,For sale,FtrLampSoftcream_Remake_3_0,3_0,3416,Jxo5EY4WdvFarktBX
soft-serve lamp,Green tea,NA,NA,NA,No,No,No,NA,3000,750,Green,Beige,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,fancy,None,None,Yes,Lamp,Yes,Does not play music,Fluorescent,For sale,FtrLampSoftcream_Remake_4_0,4_0,3416,6fAMxYg6FY998kY7K
soft-serve lamp,Chocolate swirl,NA,NA,NA,No,No,No,NA,3000,750,Colorful,Beige,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,fancy,None,None,Yes,Lamp,Yes,Does not play music,Fluorescent,For sale,FtrLampSoftcream_Remake_5_0,5_0,3416,Mqp9e4F6gCq4WmbKb
soft-serve lamp,Strawberry swirl,NA,NA,NA,No,No,No,NA,3000,750,Colorful,Beige,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,fancy,None,None,Yes,Lamp,Yes,Does not play music,Fluorescent,For sale,FtrLampSoftcream_Remake_6_0,6_0,3416,atx7NCKyDqvmAd8e4
soft-serve lamp,Rainbow,NA,NA,NA,No,No,No,NA,3000,750,Colorful,Beige,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,fancy,None,None,Yes,Lamp,Yes,Does not play music,Fluorescent,For sale,FtrLampSoftcream_Remake_7_0,7_0,3416,48pMn7MzS9EXnnMJ9
solar panel,Blue,NA,NA,NA,No,No,No,NA,NFS,20000,Blue,Blue,3x2,4000,Nook Miles Shop,,1.0.0,space,None,None,None,No,Space,Yes,Does not play music,No lighting,Not for sale,FtrSolarpanel_Remake_0_0,0_0,2333,LDM88odgixzPSo8R2
solar panel,Black,NA,NA,NA,No,No,No,NA,NFS,20000,Black,Black,3x2,4000,Nook Miles Shop,,1.0.0,space,None,None,None,No,Space,Yes,Does not play music,No lighting,Not for sale,FtrSolarpanel_Remake_1_0,1_0,2333,c27hGanLDKoXeKiKt
South Pole,NA,NA,NA,NA,No,No,No,NA,NFS,1050,Colorful,White,1x1,NA,Gulliver,,1.0.0,folk art,garden,None,None,No,Outdoors Decor,Yes,Does not play music,No lighting,Not for sale,FtrSouthpole,NA,8150,27pspP23cckcDg59B
space shuttle,NA,NA,NA,NA,Yes,No,No,NA,NFS,10000,White,Black,2x1,NA,Crafting,,1.0.0,space,None,None,None,Yes,Space,Yes,Does not play music,No lighting,Not for sale,FtrShuttle,NA,1444,uFQvuL2KQhFRjNrvB
speed bag,Red,NA,NA,NA,No,No,No,NA,3500,875,Red,Black,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fitness,None,None,None,Yes,Sports,No,Does not play music,No lighting,For sale,FtrSpeedbag_Remake_0_0,0_0,7653,BrNXn9D8ysqCD9Pjo
speed bag,Blue,NA,NA,NA,No,No,No,NA,3500,875,Blue,White,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fitness,None,None,None,Yes,Sports,No,Does not play music,No lighting,For sale,FtrSpeedbag_Remake_1_0,1_0,7653,nBKoHEFk2mcNfomPM
speed bag,Black,NA,NA,NA,No,No,No,NA,3500,875,Black,Gray,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fitness,None,None,None,Yes,Sports,No,Does not play music,No lighting,For sale,FtrSpeedbag_Remake_2_0,2_0,7653,ZRSRxiAGZwaAtAumW
sphinx,NA,NA,NA,NA,No,No,No,NA,NFS,2100,Beige,Beige,3x1,NA,Gulliver,,1.0.0,folk art,None,None,None,No,Folk Craft Decor,Yes,Does not play music,No lighting,Not for sale,FtrSphinx,NA,8702,zzSkjzaPCtzRHMuHZ
spinning wheel,NA,NA,NA,NA,No,No,No,NA,970,242,Brown,Brown,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,None,None,None,Yes,Japanese Style,No,Does not play music,No lighting,For sale,FtrSpinning,NA,1153,T7Ye3KTXos227guyW
springy ride-on,White,NA,NA,NA,No,No,No,NA,NFS,10000,White,Green,1x1,2000,Nook Miles Shop,,1.0.0,facility,fancy,None,None,Yes,Playground,Yes,Does not play music,No lighting,Not for sale,FtrSpringrider_Remake_0_0,0_0,4379,yaf3NuR8y5nKjxA7X
springy ride-on,Brown,NA,NA,NA,No,No,No,NA,NFS,10000,Beige,Yellow,1x1,2000,Nook Miles Shop,,1.0.0,facility,fancy,None,None,Yes,Playground,Yes,Does not play music,No lighting,Not for sale,FtrSpringrider_Remake_1_0,1_0,4379,DNG4EwcnFAHTA5QaM
springy ride-on,Dark brown,NA,NA,NA,No,No,No,NA,NFS,10000,Brown,White,1x1,2000,Nook Miles Shop,,1.0.0,facility,fancy,None,None,Yes,Playground,Yes,Does not play music,No lighting,Not for sale,FtrSpringrider_Remake_2_0,2_0,4379,f3npYw95JXQxk6aYF
springy ride-on,Red,NA,NA,NA,No,No,No,NA,NFS,10000,Red,Orange,1x1,2000,Nook Miles Shop,,1.0.0,facility,fancy,None,None,Yes,Playground,Yes,Does not play music,No lighting,Not for sale,FtrSpringrider_Remake_3_0,3_0,4379,bEvM7q9Wp3tjABicH
springy ride-on,Yellow,NA,NA,NA,No,No,No,NA,NFS,10000,Yellow,Green,1x1,2000,Nook Miles Shop,,1.0.0,facility,fancy,None,None,Yes,Playground,Yes,Does not play music,No lighting,Not for sale,FtrSpringrider_Remake_4_0,4_0,4379,qEbtgRutpRaXtvCi5
springy ride-on,Pink,NA,NA,NA,No,No,No,NA,NFS,10000,Pink,White,1x1,2000,Nook Miles Shop,,1.0.0,facility,fancy,None,None,Yes,Playground,Yes,Does not play music,No lighting,Not for sale,FtrSpringrider_Remake_5_0,5_0,4379,ghai5j7nETAbSeoMJ
springy ride-on,Zebra,NA,NA,NA,No,No,No,NA,NFS,10000,White,Black,1x1,2000,Nook Miles Shop,,1.0.0,facility,fancy,None,None,Yes,Playground,Yes,Does not play music,No lighting,Not for sale,FtrSpringrider_Remake_6_0,6_0,4379,vFHbsz4TTh74fj3MP
squat toilet,NA,NA,NA,NA,No,No,No,NA,1500,375,White,Gray,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,bathroom,None,None,Yes,Toilet,No,Does not play music,No lighting,For sale,FtrWCJapan,NA,2775,KFbCTud85cuXuQCxm
stadiometer,Gray,NA,NA,NA,No,No,No,NA,2100,525,Black,Gray,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,facility,None,None,No,School,No,Does not play music,No lighting,For sale,FtrStadiometer_Remake_0_0,0_0,546,KmLzzEp4sxPnFsQt4
stadiometer,Blue,NA,NA,NA,No,No,No,NA,2100,525,Blue,Gray,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,facility,None,None,No,School,No,Does not play music,No lighting,For sale,FtrStadiometer_Remake_1_0,1_0,546,qyAEC4fxwXKRMd3Wk
stadiometer,Pink,NA,NA,NA,No,No,No,NA,2100,525,Pink,Gray,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,facility,None,None,No,School,No,Does not play music,No lighting,For sale,FtrStadiometer_Remake_2_0,2_0,546,jAJCGeiA24YmF7oQP
stall,Natural,Variation,None,Curtain,Yes,Yes,Yes,3,NFS,1440,Beige,Beige,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_0_0,0_0,3617,Wmi7kuKaAEJNYWwFR
stall,Natural,Variation,Green stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,Beige,Green,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_0_1,0_1,3617,T7JrW6ZzLDpFkhaW3
stall,Natural,Variation,Red stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,Beige,Red,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_0_2,0_2,3617,AaQe7bG5MysbQr6R8
stall,Natural,Variation,Colorful,Curtain,Yes,Yes,Yes,3,NFS,1440,Beige,Colorful,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_0_3,0_3,3617,8LHtYWZgpRQ4YFf3D
stall,Natural,Variation,Waves,Curtain,Yes,Yes,Yes,3,NFS,1440,Beige,Blue,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_0_4,0_4,3617,tnKqxJxwnwP7YqnDD
stall,Dark brown,Variation,None,Curtain,Yes,Yes,Yes,3,NFS,1440,Brown,Brown,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_1_0,1_0,3617,XMaJRn7o2f4mEEvFk
stall,Dark brown,Variation,Green stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,Brown,Green,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_1_1,1_1,3617,kzdhvTBNcyJ5S4ztD
stall,Dark brown,Variation,Red stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,Brown,Red,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_1_2,1_2,3617,xLjxKF6BZcswpTjqw
stall,Dark brown,Variation,Colorful,Curtain,Yes,Yes,Yes,3,NFS,1440,Brown,Colorful,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_1_3,1_3,3617,2Ax23WtY6RKeFvf7u
stall,Dark brown,Variation,Waves,Curtain,Yes,Yes,Yes,3,NFS,1440,Brown,Blue,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_1_4,1_4,3617,fJ3KfvMT8zMYyXPBt
stall,Light brown,Variation,None,Curtain,Yes,Yes,Yes,3,NFS,1440,Yellow,Yellow,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_2_0,2_0,3617,vyRSN7MiQc6TFSfSN
stall,Light brown,Variation,Green stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,Yellow,Green,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_2_1,2_1,3617,kZXFrJuasrY23dnPq
stall,Light brown,Variation,Red stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,Yellow,Red,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_2_2,2_2,3617,GTf4kgDnd5s7WsCg7
stall,Light brown,Variation,Colorful,Curtain,Yes,Yes,Yes,3,NFS,1440,Yellow,Colorful,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_2_3,2_3,3617,EjP2ucXsshbK5sLhj
stall,Light brown,Variation,Waves,Curtain,Yes,Yes,Yes,3,NFS,1440,Yellow,Blue,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_2_4,2_4,3617,yFGryFEFiYZ3Bq4Ph
stall,Green,Variation,None,Curtain,Yes,Yes,Yes,3,NFS,1440,Green,Green,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_3_0,3_0,3617,QutXdHdyqhLJeQ3Mi
stall,Green,Variation,Green stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,Green,Green,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_3_1,3_1,3617,J2XXr5QhaE4cnfWZ5
stall,Green,Variation,Red stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,Green,Red,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_3_2,3_2,3617,AFkBG4Dd2iwE9pbPS
stall,Green,Variation,Colorful,Curtain,Yes,Yes,Yes,3,NFS,1440,Green,Colorful,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_3_3,3_3,3617,HSNnnXvFtmoEkg2Nz
stall,Green,Variation,Waves,Curtain,Yes,Yes,Yes,3,NFS,1440,Green,Blue,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_3_4,3_4,3617,Zfoq5mWFa3beZ8EvG
stall,Pink,Variation,None,Curtain,Yes,Yes,Yes,3,NFS,1440,Pink,Pink,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_4_0,4_0,3617,TFpNBupSfhK5BXuzx
stall,Pink,Variation,Green stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,Pink,Green,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_4_1,4_1,3617,i29Y9bac8vBur9R7s
stall,Pink,Variation,Red stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,Pink,Red,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_4_2,4_2,3617,FpXB8JS8T45xgreWt
stall,Pink,Variation,Colorful,Curtain,Yes,Yes,Yes,3,NFS,1440,Pink,Colorful,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_4_3,4_3,3617,t7tGpMTPqgZ4ieFHw
stall,Pink,Variation,Waves,Curtain,Yes,Yes,Yes,3,NFS,1440,Pink,Blue,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_4_4,4_4,3617,mNmf46dmhveZJnMPa
stall,White,Variation,None,Curtain,Yes,Yes,Yes,3,NFS,1440,White,White,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_5_0,5_0,3617,mmgfrksD2rww4DRWK
stall,White,Variation,Green stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,White,Green,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_5_1,5_1,3617,MRYhaWJZ79oN7k5Ye
stall,White,Variation,Red stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,White,Red,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_5_2,5_2,3617,9uSzsFZy4jYF39zRF
stall,White,Variation,Colorful,Curtain,Yes,Yes,Yes,3,NFS,1440,White,Colorful,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_5_3,5_3,3617,u5pnubPHsptBwsFjG
stall,White,Variation,Waves,Curtain,Yes,Yes,Yes,3,NFS,1440,White,Blue,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_5_4,5_4,3617,boEwaK9d5ze8cLTz5
stall,Black,Variation,None,Curtain,Yes,Yes,Yes,3,NFS,1440,Black,Black,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_6_0,6_0,3617,HETELzhSP3ofcvJfq
stall,Black,Variation,Green stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,Black,Green,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_6_1,6_1,3617,NALT6pve9dqhW7efG
stall,Black,Variation,Red stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,Black,Red,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_6_2,6_2,3617,iepzRWs8CHKDNv69q
stall,Black,Variation,Colorful,Curtain,Yes,Yes,Yes,3,NFS,1440,Black,Colorful,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_6_3,6_3,3617,nfMWFWduMxACEbdJf
stall,Black,Variation,Waves,Curtain,Yes,Yes,Yes,3,NFS,1440,Black,Blue,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_6_4,6_4,3617,XGSZtziCBHtMYv2vn
stall,Gray,Variation,None,Curtain,Yes,Yes,Yes,3,NFS,1440,Gray,Gray,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_7_0,7_0,3617,icCfan4RtDdkm8pDE
stall,Gray,Variation,Green stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,Gray,Green,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_7_1,7_1,3617,WNXFyt2MWpxBTY8r3
stall,Gray,Variation,Red stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,Gray,Red,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_7_2,7_2,3617,8crxPdChqb4jsnpaw
stall,Gray,Variation,Colorful,Curtain,Yes,Yes,Yes,3,NFS,1440,Gray,Colorful,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_7_3,7_3,3617,oLw84sp86Jk4Asret
stall,Gray,Variation,Waves,Curtain,Yes,Yes,Yes,3,NFS,1440,Gray,Blue,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_7_4,7_4,3617,Wnt4RHghxe3RHfLhb
standard umbrella stand,Black,Body color,Stripes,Favorite umbrella,Yes,Yes,Yes,4,NFS,2250,Black,Colorful,1x1,NA,Crafting,,1.0.0,school,office,None,None,No,Supplies,No,Does not play music,No lighting,Not for sale,FtrUmbrellastand_Remake_0_0,0_0,3445,ybGGHn8WQRZqwASZk
standard umbrella stand,Black,Body color,Dots,Favorite umbrella,Yes,Yes,Yes,4,NFS,2250,Black,Green,1x1,NA,Crafting,,1.0.0,school,office,None,None,No,Supplies,No,Does not play music,No lighting,Not for sale,FtrUmbrellastand_Remake_0_1,0_1,3445,Pr4PyJek4kLytuzjg
standard umbrella stand,Black,Body color,Navy,Favorite umbrella,Yes,Yes,Yes,4,NFS,2250,Black,Blue,1x1,NA,Crafting,,1.0.0,school,office,None,None,No,Supplies,No,Does not play music,No lighting,Not for sale,FtrUmbrellastand_Remake_0_2,0_2,3445,HRDTiK3vZryCDYuDK
standard umbrella stand,Black,Body color,Red & white & blue,Favorite umbrella,Yes,Yes,Yes,4,NFS,2250,Black,Colorful,1x1,NA,Crafting,,1.0.0,school,office,None,None,No,Supplies,No,Does not play music,No lighting,Not for sale,FtrUmbrellastand_Remake_0_3,0_3,3445,G34abYhfYQLQhY4yC
standard umbrella stand,White,Body color,Stripes,Favorite umbrella,Yes,Yes,Yes,4,NFS,2250,White,Colorful,1x1,NA,Crafting,,1.0.0,school,office,None,None,No,Supplies,No,Does not play music,No lighting,Not for sale,FtrUmbrellastand_Remake_1_0,1_0,3445,2Pv7xPkGXGNWtjMEY
