Name,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Catalog,Filename,Variant ID,Internal ID,Unique Entry ID
recycled-can thumb piano,Canned fruit,Can,NA,NA,Yes,Yes,No,2,NFS,890,Green,Orange,1x1,Crafting,,1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,Not for sale,FtrKalimbaCan_Remake_2_0,2_0,7045,KZfc6miqbR5nHQzim
recycled-can thumb piano,Canned fish,Can,NA,NA,Yes,Yes,No,2,NFS,890,Blue,Orange,1x1,Crafting,,1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,Not for sale,FtrKalimbaCan_Remake_3_0,3_0,7045,DqMvow6KubLjpmy8w
recycled-can thumb piano,Canned pasta sauce,Can,NA,NA,Yes,Yes,No,2,NFS,890,Red,Brown,1x1,Crafting,,1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,Not for sale,FtrKalimbaCan_Remake_4_0,4_0,7045,Mw6N67LbYevur5Zkm
recycled-can thumb piano,Canned pet food,Can,NA,NA,Yes,Yes,No,2,NFS,890,Black,Brown,1x1,Crafting,,1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,Not for sale,FtrKalimbaCan_Remake_5_0,5_0,7045,rg2PrS7tEv8JqvXT2
red dragonfly model,NA,NA,NA,NA,No,No,No,NA,NFS,540,Red,Red,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,FtrInsectAkiakaneToy,NA,7050,wTKbWiHWAPq6tENrB
red snapper model,NA,NA,NA,NA,No,No,No,NA,NFS,9000,Red,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,No,Does not play music,No lighting,Not for sale,FtrFishTaiToy,NA,7020,XtAztmk852DGEy2Lz
Reese & Cyrus photo plate,,,,,No,,,,400,100,Pink,Light blue,1x1,Wedding Season,,1.2.0,party,expensive,wedding,None,Yes,Seasonal Decor,No,Does not play music,No lighting,Not for sale,FtrWeddingDish,,12565,rXqcQJyqmHQENQHhN
revolving spice rack,Brown,NA,NA,NA,No,No,No,NA,1400,350,Beige,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Kitchen Things,No,Does not play music,No lighting,For sale,FtrSeasoning_Remake_0_0,0_0,1125,QNjogE7yByhpm7CMb
revolving spice rack,Orange,NA,NA,NA,No,No,No,NA,1400,350,Orange,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Kitchen Things,No,Does not play music,No lighting,For sale,FtrSeasoning_Remake_1_0,1_0,1125,6MdWqHT3rg4Pm5Mp4
revolving spice rack,White,NA,NA,NA,No,No,No,NA,1400,350,White,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Kitchen Things,No,Does not play music,No lighting,For sale,FtrSeasoning_Remake_2_0,2_0,1125,yzP2WTbg8HdsqpKxY
ribbon eel model,NA,NA,NA,NA,No,No,No,NA,NFS,1800,Blue,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,No,Does not play music,No lighting,Not for sale,FtrFishHanahigeutuboToy,NA,6955,o9u9KmbtGLk5TbCaL
rice cooker,White,NA,NA,NA,No,No,No,NA,2500,625,White,Gray,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,Yes,Kitchen Things,No,Does not play music,No lighting,For sale,FtrRiceCooker_Remake_0_0,0_0,1888,aBrRxuKCzWmsYRcAT
rice cooker,Silver,NA,NA,NA,No,No,No,NA,2500,625,Gray,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,Yes,Kitchen Things,No,Does not play music,No lighting,For sale,FtrRiceCooker_Remake_1_0,1_0,1888,2QzQC5ynkrAd6oxCT
rice cooker,Brown,NA,NA,NA,No,No,No,NA,2500,625,Brown,Brown,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,Yes,Kitchen Things,No,Does not play music,No lighting,For sale,FtrRiceCooker_Remake_2_0,2_0,1888,ALtZoeFefk39FLjj3
rice cooker,Berry red,NA,NA,NA,No,No,No,NA,2500,625,Red,Red,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,Yes,Kitchen Things,No,Does not play music,No lighting,For sale,FtrRiceCooker_Remake_3_0,3_0,1888,x667AxEnemNmaoNSg
rice cooker,Black,NA,NA,NA,No,No,No,NA,2500,625,Black,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,Yes,Kitchen Things,No,Does not play music,No lighting,For sale,FtrRiceCooker_Remake_4_0,4_0,1888,KtLtwNi4GnLx2SPaD
rice grasshopper model,NA,NA,NA,NA,No,No,No,NA,NFS,1200,Green,Green,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,FtrInsectInagoToy,NA,7067,gXkAhZF22WrHKpuhD
ring,Red,NA,NA,NA,No,No,No,NA,69000,17250,Red,Light blue,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,expensive,fancy,None,None,Yes,Beauty,No,Does not play music,No lighting,For sale,FtrRing_Remake_0_0,0_0,1889,Lj8vhGiTqnCP46s2m
ring,Blue,NA,NA,NA,No,No,No,NA,69000,17250,Blue,Light blue,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,expensive,fancy,None,None,Yes,Beauty,No,Does not play music,No lighting,For sale,FtrRing_Remake_1_0,1_0,1889,dEfbxzBdgMXfErnS4
ring,Green,NA,NA,NA,No,No,No,NA,69000,17250,Green,Red,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,expensive,fancy,None,None,Yes,Beauty,No,Does not play music,No lighting,For sale,FtrRing_Remake_2_0,2_0,1889,KHkoK98PM9TXoTbnp
ring,White,NA,NA,NA,No,No,No,NA,69000,17250,White,Pink,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,expensive,fancy,None,None,Yes,Beauty,No,Does not play music,No lighting,For sale,FtrRing_Remake_3_0,3_0,1889,toWAW4caZJcwZFZCa
ring,Turquoise,NA,NA,NA,No,No,No,NA,69000,17250,Light blue,Yellow,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,expensive,fancy,None,None,Yes,Beauty,No,Does not play music,No lighting,For sale,FtrRing_Remake_4_0,4_0,1889,XrJFsFqxCJygQmKQW
ring,Brown,NA,NA,NA,No,No,No,NA,69000,17250,Brown,Green,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,expensive,fancy,None,None,Yes,Beauty,No,Does not play music,No lighting,For sale,FtrRing_Remake_5_0,5_0,1889,2PhSWN46paj4JnEjF
ring,Black,NA,NA,NA,No,No,No,NA,69000,17250,Black,Black,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,expensive,fancy,None,None,Yes,Beauty,No,Does not play music,No lighting,For sale,FtrRing_Remake_6_0,6_0,1889,ZHQbJE94Zb3YcgenL
ring,Pink,NA,NA,NA,No,No,No,NA,69000,17250,Pink,Light blue,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,expensive,fancy,None,None,Yes,Beauty,No,Does not play music,No lighting,For sale,FtrRing_Remake_7_0,7_0,1889,ZTy5gyKH827vE99so
ringtoss,Natural,Paint color,NA,NA,Yes,Yes,No,1,NFS,480,Orange,Beige,1x1,Crafting,,1.0.0,child's room,fancy,None,None,No,Toy,No,Does not play music,No lighting,Not for sale,FtrQuoits_Remake_0_0,0_0,88,HMyfr4b764APpdwnG
ringtoss,Colorful,Paint color,NA,NA,Yes,Yes,No,1,NFS,480,Red,Colorful,1x1,Crafting,,1.0.0,child's room,fancy,None,None,No,Toy,No,Does not play music,No lighting,Not for sale,FtrQuoits_Remake_1_0,1_0,88,MDKe3ZYciC76m2pf2
ringtoss,Pastel,Paint color,NA,NA,Yes,Yes,No,1,NFS,480,Pink,Colorful,1x1,Crafting,,1.0.0,child's room,fancy,None,None,No,Toy,No,Does not play music,No lighting,Not for sale,FtrQuoits_Remake_2_0,2_0,88,N9Peih7Ag7uH6bg3s
ringtoss,Cool,Paint color,NA,NA,Yes,Yes,No,1,NFS,480,Blue,Colorful,1x1,Crafting,,1.0.0,child's room,fancy,None,None,No,Toy,No,Does not play music,No lighting,Not for sale,FtrQuoits_Remake_3_0,3_0,88,FQsLPZxJxWE3Jdvr8
robust cicada model,NA,NA,NA,NA,No,No,No,NA,NFS,900,Black,Black,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,FtrInsectMinminzemiToy,NA,7081,egP3fPDLWicgeKZfm
rosalia batesi beetle model,NA,NA,NA,NA,No,No,No,NA,NFS,9000,Blue,Black,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,FtrInsectRuriboshikamikiriToy,NA,7119,EwBSMuKow4iwea9dP
rotary phone,Black,NA,NA,NA,No,No,No,NA,640,160,Black,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,No,Home Appliances,No,Does not play music,No lighting,For sale,FtrPhoneDial_Remake_0_0,0_0,4029,SqPvsHc3vT74k6Zye
rotary phone,White,NA,NA,NA,No,No,No,NA,640,160,Beige,Beige,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,No,Home Appliances,No,Does not play music,No lighting,For sale,FtrPhoneDial_Remake_1_0,1_0,4029,zWYjYJoNGMer5hoJ4
rotary phone,Green,NA,NA,NA,No,No,No,NA,640,160,Green,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,No,Home Appliances,No,Does not play music,No lighting,For sale,FtrPhoneDial_Remake_2_0,2_0,4029,zfyFp3dyBAcB6yZ3m
rotary phone,Blue,NA,NA,NA,No,No,No,NA,640,160,Blue,Blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,No,Home Appliances,No,Does not play music,No lighting,For sale,FtrPhoneDial_Remake_3_0,3_0,4029,2z4Bkuccw8TXiKQ7a
rotary phone,Red,NA,NA,NA,No,No,No,NA,640,160,Red,Red,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,No,Home Appliances,No,Does not play music,No lighting,For sale,FtrPhoneDial_Remake_4_0,4_0,4029,ehfFFLywcCtSGg6GJ
rotary phone,Yellow,NA,NA,NA,No,No,No,NA,640,160,Yellow,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,No,Home Appliances,No,Does not play music,No lighting,For sale,FtrPhoneDial_Remake_5_0,5_0,4029,rzrN2z4kwtKR2MA8h
rotary phone,Orange,NA,NA,NA,No,No,No,NA,640,160,Orange,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,No,Home Appliances,No,Does not play music,No lighting,For sale,FtrPhoneDial_Remake_6_0,6_0,4029,o4FpX27w7Zz8on48w
rotary phone,Silver,NA,NA,NA,No,No,No,NA,640,160,White,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,No,Home Appliances,No,Does not play music,No lighting,For sale,FtrPhoneDial_Remake_7_0,7_0,4029,mSfdka9cWfSX2fFRd
Rover's briefcase,NA,NA,NA,NA,No,No,No,NA,NFS,2000,Brown,Colorful,1x1,Rover,Reward for solving May Day maze,1.2.0,living room,None,None,None,No,Space,No,Does not play music,No lighting,Not for sale,FtrTrunkXct,NA,12472,fAhYzNCTX7mhwzCBJ
saddled bichir model,NA,NA,NA,NA,No,No,No,NA,NFS,12000,Brown,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,No,Does not play music,No lighting,Not for sale,FtrFishEndorikeriiToy,NA,6950,FRXrTFCvrxsSZnCQ4
salmon model,NA,NA,NA,NA,No,No,No,NA,NFS,2100,Brown,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,No,Does not play music,No lighting,Not for sale,FtrFishSakeToy,NA,7012,m7hC7p7pwDGmrcBAr
saw shark model,NA,NA,NA,NA,No,No,No,NA,NFS,36000,Brown,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,No,Does not play music,No lighting,Not for sale,FtrFishNokogirizameToy,NA,7002,WKyAtYRKbxyuMGCDM
saw stag model,NA,NA,NA,NA,No,No,No,NA,NFS,6000,Brown,Brown,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,FtrInsectNokogirikuwagataToy,NA,5922,E4eq8M8ofgLq3deYN
scarab beetle model,NA,NA,NA,NA,No,No,No,NA,NFS,30000,Beige,Beige,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,FtrInsectPurachinakoganeToy,NA,5929,6WKBLEukLLigxXASE
Scorpio lamp,NA,NA,NA,NA,Yes,No,No,NA,NFS,22125,Yellow,White,1x1,Crafting,,1.0.0,expensive,horror,stars,None,Yes,Lamp,No,Does not play music,Fluorescent,Not for sale,FtrZodiacScorpio,NA,5962,72LGzRSQCcWFYwgSL
scorpion model,NA,NA,NA,NA,No,No,No,NA,NFS,24000,Black,Black,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,FtrInsectSasoriToy,NA,7094,TRkBzQfGRnmvC7zbC
sea bass model,NA,NA,NA,NA,No,No,No,NA,NFS,1200,Gray,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,No,Does not play music,No lighting,Not for sale,FtrFishSuzukiToy,NA,7018,FvvpLj7LjKrxQYCEi
sea butterfly model,NA,NA,NA,NA,No,No,No,NA,NFS,3000,White,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,No,Does not play music,No lighting,Not for sale,FtrFishKurioneToy,NA,6982,SD7xQy7snmfdq8uh4
sea globe,NA,NA,NA,NA,No,No,No,NA,1200,300,Light blue,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,ocean,None,None,Yes,Seasonal Decor,No,Does not play music,No lighting,For sale,FtrSeaglobe,NA,1124,2BErpQeXgiice8tbj
sea horse model,NA,NA,NA,NA,No,No,No,NA,NFS,3300,Orange,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,No,Does not play music,No lighting,Not for sale,FtrFishTatsunootoshigoToy,NA,7021,NiGantevTuqG7Zwqc
sewing machine,White,NA,NA,NA,No,No,No,NA,2100,525,White,Gray,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,Yes,Sewing Table,No,Does not play music,No lighting,For sale,FtrSewingmachine_Remake_0_0,0_0,1128,h7tHfqMW6CL87MMTL
sewing machine,Blue,NA,NA,NA,No,No,No,NA,2100,525,Light blue,Blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,Yes,Sewing Table,No,Does not play music,No lighting,For sale,FtrSewingmachine_Remake_1_0,1_0,1128,8sDGXXX6LndeJF7TN
sewing machine,Red,NA,NA,NA,No,No,No,NA,2100,525,Red,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,Yes,Sewing Table,No,Does not play music,No lighting,For sale,FtrSewingmachine_Remake_2_0,2_0,1128,Lr5yD3QbySazywCC5
sewing machine,Pink,NA,NA,NA,No,No,No,NA,2100,525,Pink,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,Yes,Sewing Table,No,Does not play music,No lighting,For sale,FtrSewingmachine_Remake_3_0,3_0,1128,zneo8NC4raCbPLkQa
sewing machine,Yellow,NA,NA,NA,No,No,No,NA,2100,525,Yellow,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,Yes,Sewing Table,No,Does not play music,No lighting,For sale,FtrSewingmachine_Remake_4_0,4_0,1128,tPkCbXFkKhj2X4v6w
sewing machine,Green,NA,NA,NA,No,No,No,NA,2100,525,Green,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,Yes,Sewing Table,No,Does not play music,No lighting,For sale,FtrSewingmachine_Remake_5_0,5_0,1128,A7jS5dRsjAWg6ihms
sewing machine,Black,NA,NA,NA,No,No,No,NA,2100,525,Black,Gray,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,Yes,Sewing Table,No,Does not play music,No lighting,For sale,FtrSewingmachine_Remake_6_0,6_0,1128,3h6LsqkooHCrpY3jM
sewing project,Yellow,NA,NA,NA,No,No,No,NA,430,107,Yellow,Light blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,No,Sewing Table,No,Does not play music,No lighting,For sale,FtrSewingset_Remake_0_0,0_0,3443,RuaTEuoASa4E4cbNn
sewing project,Green,NA,NA,NA,No,No,No,NA,430,107,Green,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,No,Sewing Table,No,Does not play music,No lighting,For sale,FtrSewingset_Remake_1_0,1_0,3443,LiPGswqv2Xen5SwxE
sewing project,Blue,NA,NA,NA,No,No,No,NA,430,107,Light blue,Blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,No,Sewing Table,No,Does not play music,No lighting,For sale,FtrSewingset_Remake_2_0,2_0,3443,M4Ww9yMkaMDfJED4m
sewing project,Ivory,NA,NA,NA,No,No,No,NA,430,107,Yellow,Brown,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,No,Sewing Table,No,Does not play music,No lighting,For sale,FtrSewingset_Remake_3_0,3_0,3443,HyjGebZL6Z2W2ccgX
sewing project,Pink,NA,NA,NA,No,No,No,NA,430,107,Pink,Light blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,No,Sewing Table,No,Does not play music,No lighting,For sale,FtrSewingset_Remake_4_0,4_0,3443,2mwrDKj4Yckg3EY4y
sewing project,Black,NA,NA,NA,No,No,No,NA,430,107,Black,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,No,Sewing Table,No,Does not play music,No lighting,For sale,FtrSewingset_Remake_5_0,5_0,3443,2MENjhvZ6zAAESh2t
shaved-ice maker,Green,NA,NA,NA,No,No,No,NA,1400,350,Light blue,Blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,ocean,None,None,Yes,Kitchen Things,No,Does not play music,No lighting,For sale,FtrIcemachine_Remake_0_0,0_0,667,vtu6jaNpNK6EjYNit
shaved-ice maker,Silver,NA,NA,NA,No,No,No,NA,1400,350,Light blue,Blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,ocean,None,None,Yes,Kitchen Things,No,Does not play music,No lighting,For sale,FtrIcemachine_Remake_1_0,1_0,667,mLm7sFe5iRRtepMPG
shell lamp,White,Shell color,NA,NA,Yes,Yes,No,6,NFS,4200,White,White,1x1,Crafting,,1.0.0,ocean,None,shell,None,Yes,Lamp,Yes,Does not play music,Fluorescent,Not for sale,FtrShellLamp_Remake_0_0,0_0,3984,TrXvC2mL2HTohjKT2
shell lamp,Brown,Shell color,NA,NA,Yes,Yes,No,6,NFS,4200,Brown,Brown,1x1,Crafting,,1.0.0,ocean,None,shell,None,Yes,Lamp,Yes,Does not play music,Fluorescent,Not for sale,FtrShellLamp_Remake_1_0,1_0,3984,MJDvFBwqgqTL4j7Qb
shell lamp,Pink,Shell color,NA,NA,Yes,Yes,No,6,NFS,4200,Pink,Pink,1x1,Crafting,,1.0.0,ocean,None,shell,None,Yes,Lamp,Yes,Does not play music,Fluorescent,Not for sale,FtrShellLamp_Remake_2_0,2_0,3984,c4SAw3tkxjFevZrGP
shell lamp,Yellow,Shell color,NA,NA,Yes,Yes,No,6,NFS,4200,Yellow,Yellow,1x1,Crafting,,1.0.0,ocean,None,shell,None,Yes,Lamp,Yes,Does not play music,Fluorescent,Not for sale,FtrShellLamp_Remake_3_0,3_0,3984,7AW3f3YBNGRoNhd7j
shell lamp,Purple,Shell color,NA,NA,Yes,Yes,No,6,NFS,4200,Purple,Purple,1x1,Crafting,,1.0.0,ocean,None,shell,None,Yes,Lamp,Yes,Does not play music,Fluorescent,Not for sale,FtrShellLamp_Remake_4_0,4_0,3984,XbBmTWsGYhA49MpEq
shell lamp,Pearl,Shell color,NA,NA,Yes,Yes,No,6,NFS,4200,White,White,1x1,Crafting,,1.0.0,ocean,None,shell,None,Yes,Lamp,Yes,Does not play music,Fluorescent,Not for sale,FtrShellLamp_Remake_5_0,5_0,3984,WoG7A5jFPZT6gJcuz
shell speaker,White,Shell color,NA,NA,Yes,Yes,No,7,NFS,5700,White,White,1x1,Crafting,,1.0.0,ocean,None,shell,None,Yes,Audio,Yes,Cheap,No lighting,Not for sale,FtrShellMusic_Remake_0_0,0_0,5150,6D98fcpxBpqCYvnbY
shell speaker,Brown,Shell color,NA,NA,Yes,Yes,No,7,NFS,5700,Brown,Brown,1x1,Crafting,,1.0.0,ocean,None,shell,None,Yes,Audio,Yes,Cheap,No lighting,Not for sale,FtrShellMusic_Remake_1_0,1_0,5150,DoERDh5zqQyAbyQft
shell speaker,Pink,Shell color,NA,NA,Yes,Yes,No,7,NFS,5700,Pink,Pink,1x1,Crafting,,1.0.0,ocean,None,shell,None,Yes,Audio,Yes,Cheap,No lighting,Not for sale,FtrShellMusic_Remake_2_0,2_0,5150,DuoxEsD2dnHtbnKYX
shell speaker,Yellow,Shell color,NA,NA,Yes,Yes,No,7,NFS,5700,Yellow,Yellow,1x1,Crafting,,1.0.0,ocean,None,shell,None,Yes,Audio,Yes,Cheap,No lighting,Not for sale,FtrShellMusic_Remake_3_0,3_0,5150,AYuRYTsGrfjwQuRgY
shell speaker,Purple,Shell color,NA,NA,Yes,Yes,No,7,NFS,5700,Purple,Purple,1x1,Crafting,,1.0.0,ocean,None,shell,None,Yes,Audio,Yes,Cheap,No lighting,Not for sale,FtrShellMusic_Remake_4_0,4_0,5150,yDheuEiXvuyYZ8WXB
shell speaker,Pearl,Shell color,NA,NA,Yes,Yes,No,7,NFS,5700,White,White,1x1,Crafting,,1.0.0,ocean,None,shell,None,Yes,Audio,Yes,Cheap,No lighting,Not for sale,FtrShellMusic_Remake_5_0,5_0,5150,Z7mY5xkr8Yiwe8efm
silver bug trophy,NA,NA,NA,NA,No,No,No,NA,NFS,425,Gray,Brown,1x1,Bug-Off,,1.0.0,expensive,None,None,None,No,Museum,No,Does not play music,No lighting,Not for sale,FtrTrophyInsectSilver,NA,1204,o3ay8t2xPihtRZB9k
silver fish trophy,NA,NA,NA,NA,No,No,No,NA,NFS,425,Gray,Brown,1x1,Fishing Tourney,,1.0.0,expensive,None,None,None,No,Museum,No,Does not play music,No lighting,Not for sale,FtrTrophyFishSilver,NA,1201,e9xcMKLek5GDNFT8e
silver HHA trophy,NA,NA,NA,NA,No,No,No,NA,NFS,425,Gray,Brown,1x1,HHA,,1.0.0,expensive,None,None,None,No,Museum,No,Does not play music,No lighting,Not for sale,FtrTrophyHhaSilver,NA,7100,qMCEizQuZhTJyEmg8
simple kettle,Red,NA,NA,NA,No,No,No,NA,1300,325,Red,Orange,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Kitchen Things,No,Does not play music,No lighting,For sale,FtrKettle_Remake_0_0,0_0,1845,6ThF9KvRpEi8DQYMv
simple kettle,Yellow,NA,NA,NA,No,No,No,NA,1300,325,Yellow,Orange,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Kitchen Things,No,Does not play music,No lighting,For sale,FtrKettle_Remake_1_0,1_0,1845,8cm4nPnyRBqSx2LHu
simple kettle,Green,NA,NA,NA,No,No,No,NA,1300,325,Green,Orange,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Kitchen Things,No,Does not play music,No lighting,For sale,FtrKettle_Remake_2_0,2_0,1845,ea5wukwHqNS5d4SS6
simple kettle,Blue,NA,NA,NA,No,No,No,NA,1300,325,Light blue,Brown,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Kitchen Things,No,Does not play music,No lighting,For sale,FtrKettle_Remake_3_0,3_0,1845,SPggGudetGpfqhZQZ
simple kettle,Black,NA,NA,NA,No,No,No,NA,1300,325,Black,Brown,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Kitchen Things,No,Does not play music,No lighting,For sale,FtrKettle_Remake_4_0,4_0,1845,AidhxCbjxSfThvMkD
simple kettle,Navy blue,NA,NA,NA,No,No,No,NA,1300,325,Blue,Brown,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Kitchen Things,No,Does not play music,No lighting,For sale,FtrKettle_Remake_5_0,5_0,1845,QgBGgXjTzqTQEwQQT
simple kettle,White,NA,NA,NA,No,No,No,NA,1300,325,White,Red,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Kitchen Things,No,Does not play music,No lighting,For sale,FtrKettle_Remake_6_0,6_0,1845,DH6M4riNCexGcMs8y
snail model,NA,NA,NA,NA,No,No,No,NA,NFS,750,Beige,Beige,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,FtrInsectKatatsumuriToy,NA,7072,7sokY9bvEqzsQk8do
snapping turtle model,NA,NA,NA,NA,No,No,No,NA,NFS,15000,Brown,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,No,Does not play music,No lighting,Not for sale,FtrFishKamitsukigameToy,NA,6964,pt4k79sHKc6vkQH9C
