order,family,Genus,species,mass,gestation,newborn,weaning,wean mass,AFR,max. life,litter size,litters/year
Rodentia,Dipodidae,Stylodipus,telum,55,-999,not measured,-999,-999,-999,0,3,1
Rodentia,Dipodidae,Zapus,princeps,28.75,0.6,0.8,0.98,-999,-999,48,4.89,0.9
Rodentia,Dipodidae,Zapus,trinotatus,24,0.69,0.81,1,-999,12,0,5.5,1
Rodentia,Dipodidae,Zapus,hudsonius,18.25,0.63,0.82,0.92,7.8,1.59,60,5.17,2.07
Rodentia,Echimyidae,Echimys,chrysurus,640,-999,not measured,-999,-999,-999,0,2,
Rodentia,Echimyidae,Hoplomys,gymnurus,504,-999,24.3,-999,-999,-999,0,2.1,
Rodentia,Echimyidae,Kannabateomys,amblyonyx,460,-999,not measured,-999,-999,-999,0,1,
Rodentia,Echimyidae,Makalata,armata,276,-999,not measured,-999,-999,-999,37,1.33,
Rodentia,Echimyidae,Proechimys,cayennensis,356.5,2.1,24.7,0.94,-999,4.85,42,2.4,
Rodentia,Echimyidae,Proechimys,semispinosus,500,2.01,23,0.7,-999,6.57,0,2.67,4.04
Rodentia,Echimyidae,Proechimys,guairae,350,2.09,21.63,0.73,-999,2.8,84,2.83,4.4
Rodentia,Echimyidae,Thrichomys,apereoides,373.5,3.1,21.1,1.5,-999,5.85,0,3.15,2.5
Rodentia,Erethizontidae,Coendou,prehensilis,3900,6.67,407.9,3.13,-999,19,208,1,
Rodentia,Erethizontidae,Erethizon,dorsatum,9000,6.78,678.2,1.28,936.84,24.74,120,1,1
Rodentia,Erethizontidae,Sphiggurus,villosus,1750,-999,not measured,-999,-999,-999,0,1,
Rodentia,Erethizontidae,Sphiggurus,mexicanus,2000,-999,not measured,-999,-999,-999,0,1,
Rodentia,Geomyidae,Geomys,bursarius,176.67,0.88,5.51,1.11,22.5,3.93,86,3.39,1
Rodentia,Geomyidae,Geomys,pinetis,142.5,0.93,5.8,1,45,5.87,0,1.86,1.73
Rodentia,Geomyidae,Geomys,personatus,397,-999,not measured,-999,-999,-999,24,3.3,2
Rodentia,Geomyidae,Geomys,arenarius,210,-999,not measured,-999,-999,-999,0,5,2
Rodentia,Geomyidae,Orthogeomys,hispidus,650,-999,not measured,-999,-999,2.77,0,2,
Rodentia,Geomyidae,Orthogeomys,cherriei,225,-999,not measured,-999,-999,-999,0,2.5,2
Rodentia,Geomyidae,Pappogeomys,castanops,266,-999,6.07,-999,68.8,10.2,0,2,
Rodentia,Geomyidae,Thomomys,clusius,-999,-999,not measured,-999,-999,-999,0,6.5,
Rodentia,Geomyidae,Thomomys,monticola,80,-999,not measured,-999,-999,-999,0,3.5,1
Rodentia,Geomyidae,Thomomys,umbrinus,100,-999,not measured,-999,-999,7.97,0,3.9,1
Rodentia,Geomyidae,Thomomys,talpoides,91.4,0.87,3.12,1.32,-999,11.7,72,5.09,1.13
Rodentia,Geomyidae,Thomomys,bulbivorus,359.9,-999,6.11,1.5,86,-999,0,5.7,1.25
Rodentia,Geomyidae,Thomomys,bottae,103.5,0.87,3.3,-999,-999,-999,0,4.33,1.5
Rodentia,Geomyidae,Thomomys,townsendii,233,-999,not measured,-999,-999,-999,0,5.67,2
Rodentia,Heteromyidae,Chaetodipus,nelsoni,14.4,1,not measured,-999,-999,-999,31,3.68,
Rodentia,Heteromyidae,Chaetodipus,penicillatus,15.23,0.84,not measured,0.75,-999,-999,0,3.69,
Rodentia,Heteromyidae,Chaetodipus,californicus,25.5,0.83,1.75,0.76,11,3,0,4,
Rodentia,Heteromyidae,Chaetodipus,intermedius,16.5,-999,not measured,0.8,-999,-999,0,4.5,
Rodentia,Heteromyidae,Chaetodipus,fallax,18.7,0.84,not measured,-999,-999,5.53,100,-999,1
Rodentia,Heteromyidae,Chaetodipus,formosus,19.45,1,1,0.75,8,12,0,5.53,1
Rodentia,Heteromyidae,Chaetodipus,hispidus,35.25,-999,not measured,-999,-999,-999,0,4.9,1.75
Rodentia,Heteromyidae,Dipodomys,elephantinus,85,1,not measured,-999,-999,-999,0,2,
Rodentia,Heteromyidae,Dipodomys,nitratoides,35.5,1.13,3.18,0.89,20,2.9,0,2.27,
Rodentia,Heteromyidae,Dipodomys,panamintinus,72.4,0.99,4.5,0.93,-999,1.34,0,3.5,
Rodentia,Heteromyidae,Dipodomys,microps,55.16,1.04,4,0.75,21,-999,0,2.4,1
Rodentia,Heteromyidae,Dipodomys,agilis,60.57,-999,not measured,-999,-999,-999,0,2.55,1
Rodentia,Heteromyidae,Dipodomys,stephensi,64.5,-999,4.4,0.67,27.67,-999,0,2.62,1.5
Rodentia,Heteromyidae,Dipodomys,venustus,82,-999,not measured,-999,-999,-999,0,3,1.5
Rodentia,Heteromyidae,Dipodomys,merriami,40,0.91,2.92,0.67,17.6,3.35,0,2.3,1.63
Rodentia,Heteromyidae,Dipodomys,spectabilis,119.6,0.78,7.75,0.81,30.3,-999,0,2.65,2
Rodentia,Heteromyidae,Dipodomys,californicus,84.96,-999,not measured,-999,-999,-999,0,2.75,2
Rodentia,Heteromyidae,Dipodomys,ingens,132,-999,not measured,1.07,-999,-999,0,2.75,2
Rodentia,Heteromyidae,Dipodomys,heermanni,65,1.03,3.91,1.02,28.1,-999,0,3.12,2
Rodentia,Heteromyidae,Dipodomys,ordii,54.5,0.99,not measured,1.13,-999,2.59,118,3.3,2
Rodentia,Heteromyidae,Dipodomys,deserti,112,1.01,3.04,0.67,38,-999,108,3.29,2.42
Rodentia,Heteromyidae,Heteromys,anomalus,70,-999,3.3,-999,-999,1.67,0,2,
Rodentia,Heteromyidae,Heteromys,oresterus,81,-999,not measured,-999,-999,-999,0,4,
Rodentia,Heteromyidae,Heteromys,goldmani,85,-999,not measured,-999,-999,-999,0,-999,3.5
Rodentia,Heteromyidae,Heteromys,desmarestianus,77,0.92,3,-999,-999,7.61,0,3.31,5
Rodentia,Heteromyidae,Liomys,pictus,50,0.83,2.75,0.87,22.5,3.26,0,3.5,
Rodentia,Heteromyidae,Liomys,irroratus,42.5,-999,not measured,-999,-999,-999,0,4,
Rodentia,Heteromyidae,Liomys,adspersus,65,-999,not measured,-999,-999,6.33,18,3.2,1.44
Rodentia,Heteromyidae,Liomys,salvini,41,0.92,1.9,-999,-999,2.15,0,3.43,1.8
Rodentia,Heteromyidae,Microdipodops,pallidus,13.55,-999,1,-999,-999,-999,0,3.9,
Rodentia,Heteromyidae,Microdipodops,megacephalus,13.45,-999,not measured,-999,-999,-999,65,3.9,
Rodentia,Heteromyidae,Perognathus,fasciatus,11.55,1,not measured,-999,-999,-999,0,4.5,1
Rodentia,Heteromyidae,Perognathus,longimembris,9,0.77,0.78,0.66,4.75,4.96,100,4.33,1.33
Rodentia,Heteromyidae,Perognathus,flavus,7.83,0.83,not measured,1,-999,-999,60,4.43,1.33
Rodentia,Heteromyidae,Perognathus,flavescens,9,0.85,not measured,-999,-999,2.75,60,4.75,1.5
Rodentia,Heteromyidae,Perognathus,parvus,20.1,0.8,1.5,0.75,-999,3.28,0,4.77,1.6
Rodentia,Heteromyidae,Perognathus,merriami,8,-999,not measured,0.75,-999,-999,48,4.5,2
Rodentia,Heteromyidae,Perognathus,inornatus,8.65,-999,not measured,-999,-999,-999,0,4.67,2
Rodentia,Hydrochaeridae,Hydrochaeris,hydrochaeris,55000,8.82,1537.5,3.38,8299,15.1,144,3.48,1.25
Rodentia,Hystricidae,Atherurus,macrourus,2000,-999,not measured,-999,-999,-999,0,1.67,
Rodentia,Hystricidae,Atherurus,africanus,3180,3.5,148.13,-999,-999,-999,275,1.5,2.5
Rodentia,Hystricidae,Hystrix,pumila,2740,-999,not measured,-999,-999,-999,114,-999,
Rodentia,Hystricidae,Hystrix,brachyura,8000,4,445,-999,-999,-999,327,-999,
Rodentia,Hystricidae,Hystrix,indica,14650,3.73,not measured,-999,-999,-999,0,2,
Rodentia,Hystricidae,Hystrix,cristata,18333.33,2.5,1000,-999,-999,-999,0,2.43,
Rodentia,Hystricidae,Hystrix,africaeaustralis,15680,2.42,331.15,2.53,-999,15.2,0,2.1,1.67
Rodentia,Muridae,Acomys,percivali,-999,1.27,not measured,-999,-999,-999,0,-999,
Rodentia,Muridae,Acomys,russatus,54.43,1.13,7,-999,-999,3,60,2.5,
Rodentia,Muridae,Acomys,wilsoni,20,1.27,not measured,-999,10,-999,0,-999,3.5
Rodentia,Muridae,Acomys,cahirinus,45.25,1.23,5.77,0.81,12.58,2.02,60,2.47,3.5
Rodentia,Muridae,Aethomys,hindei,107,0.82,not measured,-999,-999,-999,0,1.68,
Rodentia,Muridae,Aethomys,kaiseri,198,0.9,6.1,0.87,47.57,-999,0,2.8,
Rodentia,Muridae,Aethomys,chrysophilus,78.55,0.83,4.45,0.98,31,3.77,0,3.6,
Rodentia,Muridae,Aethomys,namaquensis,47.56,-999,2.5,0.8,12.5,-999,0,3.75,2
Rodentia,Muridae,Akodon,varius,37.3,-999,not measured,-999,-999,-999,0,3,
Rodentia,Muridae,Akodon,cursor,39.7,-999,not measured,-999,-999,-999,0,3,
Rodentia,Muridae,Akodon,boliviensis,25.95,-999,not measured,-999,-999,-999,0,3.5,
Rodentia,Muridae,Akodon,molinae,33,0.77,3,0.87,-999,-999,0,3.78,
Rodentia,Muridae,Akodon,dolores,50,-999,3,-999,-999,-999,0,3.9,
Rodentia,Muridae,Akodon,azarae,27.33,0.79,2.2,0.49,-999,2.16,0,4.05,1
Rodentia,Muridae,Akodon,longipilis,37.55,-999,3.3,-999,-999,2.25,0,3.7,2.5
Rodentia,Muridae,Akodon,olivaceus,28.03,-999,not measured,-999,-999,7,0,5.5,2.5
Rodentia,Muridae,Akodon,urichi,50,-999,not measured,-999,-999,2.7,0,5,3.6
Rodentia,Muridae,Allocricetulus,eversmanni,-999,-999,not measured,-999,-999,-999,0,-999,2
Rodentia,Muridae,Alticola,roylei,35,-999,not measured,-999,-999,-999,0,4.3,
Rodentia,Muridae,Alticola,strelzowi,50,0.67,3,0.57,15,-999,0,7.7,2.2
Rodentia,Muridae,Alticola,argentatus,37.7,-999,not measured,-999,-999,-999,0,3.6,2.5
Rodentia,Muridae,Apodemus,argenteus,-999,-999,not measured,-999,-999,2,0,4.12,
Rodentia,Muridae,Apodemus,peninsulae,32.9,-999,2,-999,-999,-999,0,4.67,
Rodentia,Muridae,Apodemus,uralensis,-999,-999,not measured,-999,-999,-999,0,6.4,
Rodentia,Muridae,Apodemus,mystacinus,45.6,0.77,3,0.88,-999,-999,0,2.84,2
Rodentia,Muridae,Apodemus,flavicollis,29.35,0.85,2.4,0.73,8.7,1.67,48,5.54,2.8
Rodentia,Muridae,Apodemus,agrarius,21.5,0.71,1.9,0.88,-999,2.5,48,5.72,3.17
Rodentia,Muridae,Apodemus,sylvaticus,23.38,0.77,1.5,0.68,-999,2.34,48,5.18,3.83
Rodentia,Muridae,Arborimus,pomo,36,-999,not measured,-999,-999,-999,0,1.5,
Rodentia,Muridae,Arborimus,longicaudus,23,1.15,2.57,1.01,21,-999,0,2.57,
Rodentia,Muridae,Arborimus,albipes,23,-999,not measured,-999,-999,-999,0,2.8,
Rodentia,Muridae,Arvicanthis,niloticus,64.5,0.73,4.15,0.75,21.67,1.82,0,5.03,3.5
Rodentia,Muridae,Arvicola,sapidus,187.5,0.73,6,-999,-999,-999,0,5,
Rodentia,Muridae,Arvicola,terrestris,120,0.71,5.86,0.51,42,1.69,60,5.08,3.22
Rodentia,Muridae,Auliscomys,micropus,72.6,-999,not measured,-999,-999,2,0,-999,
Rodentia,Muridae,Baiomys,taylori,7.83,0.74,1.16,0.68,3.59,1.95,43,2.67,
Rodentia,Muridae,Bandicota,indica,545,0.69,9.99,0.92,41,8.39,0,7.44,
Rodentia,Muridae,Bandicota,bengalensis,166.67,0.64,4.43,0.97,22.9,2.6,0,7.96,5.9
Rodentia,Muridae,Beamys,hindei,101.67,0.83,3.2,1.38,59.2,6.85,0,4.26,
Rodentia,Muridae,Bolomys,lasiurus,39.93,0.74,3.45,-999,-999,2.28,0,4.17,
Rodentia,Muridae,Calomys,lepidus,26.6,-999,2.05,-999,-999,-999,0,4.15,
Rodentia,Muridae,Calomys,laucha,34,0.83,not measured,-999,-999,-999,0,4.65,
Rodentia,Muridae,Calomys,hummelincki,27,0.83,not measured,-999,-999,-999,0,5,
Rodentia,Muridae,Calomys,callosus,41,0.73,2.34,0.58,14.25,1.72,0,5.06,
Rodentia,Muridae,Calomys,musculinus,17.6,0.74,not measured,-999,-999,2.41,0,5.4,
Rodentia,Muridae,Calomyscus,bailwardi,20.4,-999,not measured,-999,-999,-999,0,3.33,1
Rodentia,Muridae,Calomyscus,mystax,20.4,-999,not measured,-999,-999,-999,0,-999,2
Rodentia,Muridae,Cannomys,badius,650,1.38,7,2,-999,-999,39,1.75,
Rodentia,Muridae,Chionomys,nivalis,54,0.69,3.7,0.75,-999,-999,0,2.67,2
Rodentia,Muridae,Chionomys,gud,-999,-999,not measured,-999,-999,-999,0,-999,2.5
Rodentia,Muridae,Chiropodomys,gliroides,25.5,0.67,2.8,0.79,10,3.33,43,2.17,
Rodentia,Muridae,Chiruromys,vates,43.4,-999,not measured,-999,-999,-999,0,1,
Rodentia,Muridae,Clethrionomys,gapperi,20.57,0.59,1.61,0.55,10.89,4,0,5.04,2.71
Rodentia,Muridae,Clethrionomys,rufocanus,29.5,-999,not measured,-999,10,2.03,0,4.13,2.84
Rodentia,Muridae,Clethrionomys,glareolus,20.77,0.69,1.82,0.72,9.4,3.1,59,4.29,3.17
Rodentia,Muridae,Clethrionomys,californicus,23.6,0.62,not measured,-999,-999,-999,0,3.3,3.3
Rodentia,Muridae,Clethrionomys,rutilus,25,0.77,2.95,-999,-999,4,0,7,3.8
Rodentia,Muridae,Colomys,goslingi,58.5,-999,not measured,-999,-999,-999,36,2,
Rodentia,Muridae,Conilurus,penicillatus,144,1.16,not measured,1.02,-999,-999,60,2,
Rodentia,Muridae,Cremnomys,blanfordi,14.1,-999,not measured,-999,-999,-999,0,2.5,
Rodentia,Muridae,Cremnomys,cutchicus,59.8,-999,not measured,-999,-999,-999,0,4.67,
Rodentia,Muridae,Cricetomys,gambianus,1092.6,1.17,23.1,1.02,-999,5.32,0,3.33,4.33
Rodentia,Muridae,Cricetulus,barabensis,-999,-999,2,0.67,14,-999,0,5.33,
Rodentia,Muridae,Cricetulus,migratorius,30.8,0.49,not measured,-999,-999,-999,0,4.1,2
Rodentia,Muridae,Cricetus,cricetus,506.67,0.71,5.05,0.83,105.05,3.34,48,7.73,2
Rodentia,Muridae,Dasymys,incomtus,106.18,-999,not measured,1,30,2.34,0,2.5,
Rodentia,Muridae,Dendromus,messorius,-999,-999,not measured,-999,-999,-999,0,3,
Rodentia,Muridae,Dendromus,kahuziensis,-999,-999,not measured,-999,-999,-999,0,3.5,
Rodentia,Muridae,Dendromus,mystacalis,7.2,-999,not measured,-999,-999,-999,0,4.29,
Rodentia,Muridae,Dendromus,mesomelas,10.6,-999,not measured,-999,-999,-999,39,4.44,
Rodentia,Muridae,Dendromus,melanotis,7.36,0.83,not measured,-999,-999,-999,0,4.56,
Rodentia,Muridae,Dephomys,defua,45,-999,not measured,-999,-999,-999,0,2.75,
Rodentia,Muridae,Desmodilliscus,braueri,10,0.96,0.9,-999,-999,-999,0,2.53,
Rodentia,Muridae,Desmodillus,auricularis,54.5,0.94,3.12,1.1,-999,-999,0,3.29,
Rodentia,Muridae,Dicrostonyx,unalascensis,-999,0.7,5.2,-999,-999,-999,0,2.8,
Rodentia,Muridae,Dicrostonyx,richardsoni,55,0.68,4,0.63,-999,3,24,3.5,
Rodentia,Muridae,Dicrostonyx,hudsonius,57,0.67,not measured,-999,-999,-999,0,-999,1.5
Rodentia,Muridae,Dicrostonyx,torquatus,85,0.6,2.97,1,25.5,3,45,4.07,2
Rodentia,Muridae,Dicrostonyx,groenlandicus,55.05,0.71,4.35,0.53,23,1.32,0,3.27,2.5
Rodentia,Muridae,Dinaromys,bogdanovi,56,1,not measured,-999,-999,-999,0,2.5,1.5
Rodentia,Muridae,Eligmodontia,typus,21.4,-999,1.73,0.6,-999,1.75,0,4,
Rodentia,Muridae,Ellobius,fuscocapillus,80,-999,not measured,-999,-999,-999,0,3.67,
Rodentia,Muridae,Ellobius,talpinus,38,0.87,not measured,2,-999,3.15,0,3.6,4.75
Rodentia,Muridae,Eolagurus,luteus,26,-999,not measured,-999,-999,0.97,0,7.5,3.5
Rodentia,Muridae,Gerbillurus,setzeri,38.6,0.7,2.3,0.85,20.15,-999,0,3,
Rodentia,Muridae,Gerbillurus,paeba,28.5,0.79,2.1,0.82,13.5,2.49,0,3.63,
Rodentia,Muridae,Gerbillurus,tytonis,24,-999,1.9,0.97,13,-999,0,4.4,
Rodentia,Muridae,Gerbillus,gleadowi,26.1,0.67,1.9,-999,-999,-999,0,3.5,
Rodentia,Muridae,Gerbillus,andersoni,22,-999,not measured,-999,-999,-999,0,3.9,
Rodentia,Muridae,Gerbillus,henleyi,11.7,-999,not measured,-999,-999,-999,0,4,
Rodentia,Muridae,Gerbillus,gerbillus,25,-999,not measured,-999,-999,-999,0,4.1,
Rodentia,Muridae,Gerbillus,dasyurus,24.4,0.84,not measured,-999,-999,-999,0,4.4,
Rodentia,Muridae,Gerbillus,perpallidus,-999,0.67,2.24,-999,17.23,-999,0,4.46,
Rodentia,Muridae,Gerbillus,simoni,-999,-999,not measured,0.88,-999,3.06,0,4.68,
Rodentia,Muridae,Gerbillus,cheesmani,43.35,-999,not measured,-999,-999,-999,0,8,
Rodentia,Muridae,Gerbillus,nanus,18.5,0.72,not measured,-999,-999,-999,0,5,3
Rodentia,Muridae,Gerbillus,pyramidum,37,0.95,2.55,0.92,11,2.59,98,3.47,5
Rodentia,Muridae,Golunda,ellioti,65,-999,not measured,-999,-999,-999,0,3.5,
Rodentia,Muridae,Grammomys,rutilans,53,0.83,not measured,-999,-999,-999,0,1,
Rodentia,Muridae,Grammomys,dolichurus,43.7,0.8,4.2,0.82,-999,2.4,53,2.74,
Rodentia,Muridae,Grammomys,cometes,-999,-999,not measured,0.75,-999,-999,0,-999,3
Rodentia,Muridae,Graomys,griseoflavus,66,-999,not measured,-999,-999,-999,0,7.05,
Rodentia,Muridae,Hodomys,alleni,368,-999,not measured,-999,-999,-999,0,2,
Rodentia,Muridae,Holochilus,brasiliensis,155,0.94,5,0.75,-999,3.25,0,3,
Rodentia,Muridae,Hybomys,univittatus,51.8,1,4.4,-999,-999,2.93,0,2.5,
Rodentia,Muridae,Hydromys,chrysogaster,606,1.17,24.39,1.05,150,5.36,0,3.8,2.12
Rodentia,Muridae,Hylomyscus,alleni,20,0.97,1.5,-999,-999,-999,0,3,
Rodentia,Muridae,Hylomyscus,stella,16.7,0.97,1.49,-999,-999,1.27,0,3.13,
Rodentia,Muridae,Hyomys,goliath,882,-999,not measured,-999,-999,-999,0,1,
Rodentia,Muridae,Hyperacrius,fertilis,-999,-999,not measured,-999,-999,-999,0,-999,2.5
Rodentia,Muridae,Hyperacrius,wynnei,52.6,-999,not measured,-999,-999,-999,0,1.67,2.5
Rodentia,Muridae,Hypogeomys,antimena,1250,4,not measured,-999,-999,-999,0,1,
Rodentia,Muridae,Lagurus,lagurus,20.3,0.66,1.35,-999,5.75,1.24,0,4.5,5
Rodentia,Muridae,Lasiopodomys,brandtii,-999,-999,1.9,-999,-999,2,0,6,2.67
Rodentia,Muridae,Leggadina,lakedownensis,17.5,1.05,not measured,1,-999,3,0,3,
Rodentia,Muridae,Leggadina,forresti,20,-999,not measured,1,-999,3,0,3.5,
Rodentia,Muridae,Lemmiscus,curtatus,27.17,0.82,1.16,0.7,-999,1.89,0,6.11,3
Rodentia,Muridae,Lemmus,lemmus,51.67,0.68,3.92,0.5,-999,1.29,24,5.12,2.5
Rodentia,Muridae,Lemmus,sibiricus,59.2,0.7,3.78,-999,27,1.86,0,5.15,3
Rodentia,Muridae,Lemniscomys,griselda,59,-999,not measured,-999,-999,-999,0,3.25,
Rodentia,Muridae,Lemniscomys,striatus,42.3,0.83,1.7,1,15,5.51,30,4.54,2
Rodentia,Muridae,Leporillus,conditor,332.5,1.24,not measured,1.17,-999,7.47,0,2.17,
Rodentia,Muridae,Lophiomys,imhausi,755,-999,not measured,1.33,-999,-999,90,2,
Rodentia,Muridae,Lophuromys,woosnami,-999,1.07,9.5,-999,-999,-999,0,1.5,
Rodentia,Muridae,Lophuromys,luteogaster,-999,-999,not measured,-999,-999,-999,0,2,
Rodentia,Muridae,Lophuromys,flavopunctatus,55,1.01,6.5,1.67,15.33,2,0,2.31,
Rodentia,Muridae,Lophuromys,sikapusi,44.5,1,7.5,0.4,13.61,-999,0,3.5,
Rodentia,Muridae,Macrotarsomys,bastardi,-999,-999,not measured,-999,-999,-999,0,2.48,
Rodentia,Muridae,Malacothrix,typica,12.33,0.88,1.2,1.07,-999,2.12,0,4.1,
Rodentia,Muridae,Mastomys,erythroleucus,37.77,0.7,not measured,-999,22.5,4.5,0,6.5,
Rodentia,Muridae,Mastomys,natalensis,44.97,0.77,2.07,0.69,13.28,2.77,0,14.18,2
Rodentia,Muridae,Megadontomys,thomasi,111,-999,4.5,1,-999,-999,0,2.7,
Rodentia,Muridae,Melomys,levipes,81.6,-999,not measured,-999,-999,-999,0,1.5,
Rodentia,Muridae,Melomys,rubex,45.9,-999,not measured,-999,-999,-999,0,2,
Rodentia,Muridae,Melomys,rufescens,57.4,-999,not measured,-999,-999,-999,0,2,
Rodentia,Muridae,Melomys,moncktoni,89.8,-999,not measured,-999,-999,-999,0,2,
Rodentia,Muridae,Melomys,leucogaster,96,-999,not measured,-999,-999,-999,0,2,
Rodentia,Muridae,Melomys,capensis,65,-999,6.5,-999,-999,-999,0,2,
Rodentia,Muridae,Melomys,burtoni,62,-999,not measured,0.75,30.5,-999,0,2.4,
Rodentia,Muridae,Melomys,cervinipes,94,1.3,not measured,1.08,17.5,6.42,0,2.5,1.3
Rodentia,Muridae,Meriones,persicus,100,0.84,5,0.64,-999,-999,0,4.33,
Rodentia,Muridae,Meriones,tristrami,105,0.85,3,-999,-999,-999,0,4.6,
Rodentia,Muridae,Meriones,libycus,77,0.84,5.33,1,45,3,0,4.97,
Rodentia,Muridae,Meriones,shawi,185,0.86,4.46,0.75,25,3.36,0,5.41,
Rodentia,Muridae,Meriones,vinogradovi,150,0.72,3,-999,-999,-999,0,7,
Rodentia,Muridae,Meriones,crassus,48.3,0.82,3.4,0.67,-999,3,67,3.83,2
Rodentia,Muridae,Meriones,tamariscinus,-999,-999,3.03,0.56,15.75,-999,0,4.21,2
Rodentia,Muridae,Meriones,meridianus,53,0.77,not measured,0.7,-999,-999,0,5.56,3
Rodentia,Muridae,Meriones,hurrianae,70,0.97,3.5,0.82,20.5,3.61,0,4.46,3.5
Rodentia,Muridae,Meriones,unguiculatus,53.2,0.84,2.9,0.87,14.95,2.64,24,4.89,3.84
Rodentia,Muridae,Mesembriomys,macrurus,268.5,1.57,not measured,1.63,-999,-999,0,2,
Rodentia,Muridae,Mesembriomys,gouldii,900,1.46,34.9,1.56,440.5,2.32,47,1.96,4
Rodentia,Muridae,Mesocricetus,brandti,197.5,0.5,not measured,-999,-999,1.17,0,6.49,
Rodentia,Muridae,Mesocricetus,raddei,-999,-999,not measured,-999,-999,-999,0,-999,2
Rodentia,Muridae,Mesocricetus,auratus,105,0.54,2.31,0.74,22.93,1.54,36,8.59,3.75
Rodentia,Muridae,Micromys,minutus,6,0.65,0.9,0.59,-999,1.41,60,5.15,2.6
Rodentia,Muridae,Microtus,lusitanicus,-999,0.67,1.7,-999,-999,1.25,0,2,
Rodentia,Muridae,Microtus,transcaspicus,-999,-999,2.8,-999,-999,-999,0,2.1,
Rodentia,Muridae,Microtus,duodecimcostatus,-999,-999,2.21,-999,-999,-999,33,2.53,
Rodentia,Muridae,Microtus,abbreviatus,50,0.7,3.45,0.5,-999,-999,0,2.57,
Rodentia,Muridae,Microtus,mexicanus,35,-999,not measured,-999,-999,-999,0,2.72,
Rodentia,Muridae,Microtus,juldaschi,-999,-999,not measured,-999,-999,-999,0,3.53,
Rodentia,Muridae,Microtus,breweri,54,0.73,3.5,0.5,-999,-999,0,3.98,
Rodentia,Muridae,Microtus,montebelli,39.85,0.97,2.45,0.67,17.6,2,0,4.3,
Rodentia,Muridae,Microtus,townsendii,54.8,0.75,not measured,0.53,15.1,-999,0,5.28,
Rodentia,Muridae,Microtus,miurus,39.5,0.7,2.6,-999,-999,-999,0,5.96,
Rodentia,Muridae,Microtus,longicaudus,36.7,-999,not measured,-999,-999,-999,14,5.22,1.9
Rodentia,Muridae,Microtus,chrotorrhinus,39,0.67,not measured,-999,-999,-999,0,3.56,2
Rodentia,Muridae,Microtus,canicaudus,35.3,0.73,2.43,0.6,13.98,1.83,0,4.33,2
Rodentia,Muridae,Microtus,richardsoni,106.2,0.9,5.05,0.7,31.09,-999,0,5.8,2
Rodentia,Muridae,Microtus,xanthognathus,141.5,-999,3.5,1,-999,-999,0,8.25,2
Rodentia,Muridae,Microtus,pennsylvanicus,43.67,0.7,2.46,0.48,13.6,0.94,16,4.96,2.58
Rodentia,Muridae,Microtus,pinetorum,25.5,0.75,2.32,0.68,9.63,3.21,0,2.89,2.74
Rodentia,Muridae,Microtus,gregalis,47.5,-999,not measured,-999,-999,-999,0,-999,3
Rodentia,Muridae,Microtus,guentheri,51.6,0.7,3,0.59,15,6.17,47,5.96,3.33
Rodentia,Muridae,Microtus,oeconomus,93.33,0.71,2.43,0.71,15.9,0.94,21,5.76,3.38
Rodentia,Muridae,Microtus,agrestis,46,0.68,2.3,0.44,8.94,1.17,39,4.42,3.61
Rodentia,Muridae,Microtus,subterraneus,19.5,0.71,1.6,0.79,9.44,3.17,34,2.68,4
Rodentia,Muridae,Microtus,ochrogaster,40,0.74,3.02,0.67,16.68,1.56,35,3.8,4
Rodentia,Muridae,Microtus,oregoni,20.5,0.78,1.63,0.46,10,1.05,0,3.28,4.4
Rodentia,Muridae,Microtus,montanus,49.5,0.7,3.05,0.54,9.33,0.82,0,4.82,4.5
Rodentia,Muridae,Microtus,californicus,53.5,0.71,2.83,0.6,17.67,2.18,0,4.54,4.83
Rodentia,Muridae,Microtus,socialis,48,0.65,2.1,-999,-999,1.1,0,4.96,5
Rodentia,Muridae,Microtus,arvalis,27.5,0.69,1.85,0.58,8.87,1.57,36,5.11,5.5
Rodentia,Muridae,Microtus,fortis,63,-999,not measured,-999,-999,3.75,0,5,6
Rodentia,Muridae,Millardia,meltada,70,0.62,not measured,-999,-999,2.96,0,5.62,4.5
Rodentia,Muridae,Mus,caroli,11.25,0.69,1.2,-999,-999,-999,0,-999,
Rodentia,Muridae,Mus,spretus,12.8,-999,not measured,-999,-999,1.34,0,-999,
Rodentia,Muridae,Mus,mayori,-999,-999,not measured,-999,-999,-999,0,3,
Rodentia,Muridae,Mus,cervicolor,17.7,0.65,1.5,-999,-999,-999,0,4.13,
Rodentia,Muridae,Mus,musculoides,6,-999,not measured,-999,-999,-999,0,4.5,
Rodentia,Muridae,Mus,platythrix,28.2,-999,not measured,-999,-999,-999,0,5.7,
Rodentia,Muridae,Mus,booduga,9.22,-999,not measured,-999,-999,-999,0,6.72,
Rodentia,Muridae,Mus,triton,12.45,0.67,1.3,0.92,4.5,1.67,0,6,3
Rodentia,Muridae,Mus,minutoides,7.25,0.67,0.97,0.69,3.34,1.98,37,3.83,4
Rodentia,Muridae,Mus,musculus,20.5,0.69,1.25,0.72,8.95,2.37,72,6.07,4.57
Rodentia,Muridae,Myomys,fumatus,30,-999,not measured,-999,-999,-999,0,3,
Rodentia,Muridae,Myomys,derooi,32,-999,not measured,-999,-999,-999,0,3.5,
Rodentia,Muridae,Myomys,daltoni,33.5,0.97,1.5,-999,8,4.54,0,5.64,
