Table S3. Ecological and life history traits for the 551 species include in the CBC trend analyses.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Order,Family,Common Name,Scientific Name,Diet,Life Expectancy,Habitat,Urban Affiliate,Migratory Strategy,log10(mass),Mean Eggs per Clutch,Mean Age at Sexual Maturity,Population Size,Winter Range Area,Range in CBC,Strata,Circles,Feeder Bird,Median Trend,Lower 95% CI,Upper 95% CI
Passeriformes,Passeridae,Eurasian Tree Sparrow,Passer montanus,Seed,Short,,Yes,Resident,1.33,5,1,NA,43577,100,3,50,Occassionally,1.113,1.084,1.160
Passeriformes,Passeridae,House Sparrow,Passer domesticus,Seed,Middle,,Yes,Resident,1.42,4.5,0.4,82000000,23373085,40.9,159,3173,Yes,0.971,0.882,0.988
Passeriformes,Peucedramidae,Olive Warbler,Peucedramus taeniatus,Invertebrates,Short,Woodland,No,Withdrawal,1.04,3.5,1,NA,696010,12.7,2,18,No,1.019,0.996,1.052
Passeriformes,Polioptilidae,Blue-gray Gnatcatcher,Polioptila caerulea,Invertebrates,Short,Woodland,No,Short,0.78,4,1,110000000,3006701,23.6,27,566,No,1.008,1.002,1.013
Passeriformes,Polioptilidae,California Gnatcatcher,Polioptila californica,Invertebrates,Short,Shrubland,No,Resident,0.72,3,1,NA,1240186,27.7,9,127,No,1.032,1.015,1.050
Passeriformes,Ptilogonatidae,Phainopepla,Phainopepla nitens,Fruit,Short,Woodland,No,Withdrawal,1.34,2.5,0.8,1100000,173490,0,8,202,No,1.003,0.990,1.016
Passeriformes,Regulidae,Golden-crowned Kinglet,Regulus satrapa,Invertebrates,Short,Woodland,No,Short,0.78,9.5,1,96000000,8332693,92.7,140,2658,Occassionally,1.011,1.007,1.015
Passeriformes,Regulidae,Ruby-crowned Kinglet,Regulus calendula,Invertebrates,Short,Woodland,No,Short,0.81,7.5,2,90000000,5699957,73.5,104,1999,Occassionally,1.009,1.006,1.012
Passeriformes,Sittidae,Brown-headed Nuthatch,Sitta pusilla,Seed,Short,Woodland,No,Resident,1.01,5,1,1100000,943968,99.1,27,339,Yes,1.014,1.008,1.020
Passeriformes,Sittidae,Pygmy Nuthatch,Sitta pygmaea,Seed,Short,Woodland,Yes,Resident,1.03,7,1,2000000,1957817,80.6,23,256,Yes,1.000,0.983,1.017
Passeriformes,Sittidae,Red-breasted Nuthatch,Sitta canadensis,Seed,Short,Woodland,Yes,Withdrawal,0.99,6.5,1,20000000,12353990,78.1,149,2760,Yes,1.037,1.032,1.042
Passeriformes,Sittidae,White-breasted Nuthatch,Sitta carolinensis,Seed,Short,Woodland,Yes,Resident,1.32,7,1,8300000,8627596,88.1,141,2595,Yes,1.021,1.019,1.022
Passeriformes,Sturnidae,Common Myna,Acridotheres tristis,Omnivore,Short,,Yes,Resident,2.07,3.5,1,NA,31977,95.6,2,29,No,0.986,0.976,0.996
Passeriformes,Sturnidae,Crested Myna,Acridotheres cristatellus,Omnivore,Middle,,Yes,Resident,2.04,4,1,NA,193,99.7,2,8,No,0.790,0.763,0.827
Passeriformes,Sturnidae,European Starling,Sturnus vulgaris,Omnivore,Middle,Various,Yes,Withdrawal,1.89,5,1,57000000,14768466,65.7,159,3202,Yes,1.005,0.996,1.014
Passeriformes,Sturnidae,Hill Myna,Gracula religiosa,Fruit,Middle,,Yes,Resident,2.29,2,1,NA,3986938,100,1,10,No,0.999,0.948,1.051
Passeriformes,Thraupidae,White-collared Seedeater,Sporophila torqueola,Seed,Middle,Shrubland,No,Resident,0.94,3.5,1,NA,1188701,0.1,1,4,No,1.019,0.965,1.081
Passeriformes,Timaliidae,Wrentit,Chamaea fasciata,Omnivore,Middle,Shrubland,No,Resident,1.16,4,1,1300000,246472,92.6,5,170,No,1.001,0.970,1.020
Passeriformes,Troglodytidae,Bewick's Wren,Thryomanes bewickii,Invertebrates,Short,Shrubland,Yes,Short,1.00,6,1,4000000,3157687,70,42,738,Yes,1.008,1.004,1.011
Passeriformes,Troglodytidae,Cactus Wren,Campylorhynchus brunneicapillus,Invertebrates,Short,Shrubland,Yes,Resident,1.59,4.5,0.7,2900000,1853985,42.8,15,207,Yes,0.979,0.967,0.988
Passeriformes,Troglodytidae,Canyon Wren,Catherpes mexicanus,Invertebrates,Short,Various,No,Short,1.08,5,2,300000,4308423,67.8,28,364,No,0.990,0.977,0.999
Passeriformes,Troglodytidae,Carolina Wren,Thryothorus ludovicianus,Invertebrates,Short,Woodland,Yes,Resident,1.28,5,1,13000000,3222789,88.6,84,1554,Yes,1.022,1.019,1.024
Passeriformes,Troglodytidae,House Wren,Troglodytes aedon,Invertebrates,Short,Woodland,Yes,Short,1.04,6,1,42000000,21039688,6.6,53,914,Occassionally,1.013,1.008,1.017
Passeriformes,Troglodytidae,Marsh Wren,Cistothorus palustris,Invertebrates,Short,Wetland,No,Short,1.03,5.5,1,9000000,4307745,61.5,69,1100,No,1.007,0.997,1.015
Passeriformes,Troglodytidae,Rock Wren,Salpinctes obsoletus,Invertebrates,Short,Various,No,Short,1.21,5.5,1,2800000,3107454,54.6,27,422,No,1.002,0.995,1.008
Passeriformes,Troglodytidae,Sedge Wren,Cistothorus platensis,Invertebrates,Short,Wetland,No,Moderate,0.96,5,1,6200000,6151813,17.2,24,365,No,1.009,1.000,1.016
Passeriformes,Troglodytidae,Winter Wren,Troglodytes troglodytes,Invertebrates,Short,Woodland,No,Short,0.99,5.5,2,16900000,3789041,96.8,106,1854,Occassionally,1.000,0.984,1.007
Passeriformes,Turdidae,American Robin,Turdus migratorius,Fruit,Middle,Woodland,Yes,Short,1.90,4,1,300000000,9481125,85,154,3008,Occassionally,1.015,0.999,1.026
Passeriformes,Turdidae,Clay-colored Thrush,Turdus grayi,Invertebrates,Short,Woodland,Yes,Resident,1.90,3,1,NA,1065932,0,1,8,No,1.163,1.114,1.229
Passeriformes,Turdidae,Eastern Bluebird,Sialia sialis,Invertebrates,Middle,Woodland,No,Short,1.44,5,1,19000000,3336421,73.6,97,1643,Yes,1.037,1.033,1.040
Passeriformes,Turdidae,Hermit Thrush,Catharus guttatus,Omnivore,Short,Woodland,No,Short,1.48,4.5,1,40000000,4727129,66,97,1790,Occassionally,1.021,1.018,1.024
Passeriformes,Turdidae,Mountain Bluebird,Sialia currucoides,Invertebrates,Short,Shrubland,No,Short,1.47,6,1,4600000,2766244,68.7,25,389,Occassionally,0.993,0.943,1.025
Passeriformes,Turdidae,Townsend's Solitaire,Myadestes townsendi,Omnivore,Short,Woodland,No,Short,1.51,4,1,970000,3857414,86.4,44,650,Occassionally,1.017,1.011,1.023
Passeriformes,Turdidae,Varied Thrush,Ixoreus naevius,Omnivore,Short,Woodland,No,Short,1.89,3,1,20000000,796201,92.4,15,362,Yes,0.993,0.962,1.011
Passeriformes,Turdidae,Western Bluebird,Sialia mexicana,Invertebrates,Short,Woodland,No,Short,1.42,5,1,4500000,1914233,47.9,21,377,Occassionally,1.016,0.934,1.097
Passeriformes,Turdidae,Wood Thrush,Hylocichla mustelina,Invertebrates,Short,Woodland,Yes,Moderate,1.65,3,1,11000000,648985,0,2,30,No,0.930,0.901,0.954
Passeriformes,Tyrannidae,Ash-throated Flycatcher,Myiarchus cinerascens,Invertebrates,Middle,Shrubland,No,Withdrawal,1.47,5,1,5200000,929501,10.6,5,83,No,1.037,1.018,1.058
Passeriformes,Tyrannidae,Black Phoebe,Sayornis nigricans,Invertebrates,Short,Wetland,Yes,Withdrawal,1.27,4.5,1,1000000,3167428,14.7,17,335,No,1.043,1.038,1.047
Passeriformes,Tyrannidae,Brown-crested Flycatcher,Myiarchus tyrannulus,Invertebrates,Middle,Woodland,No,Withdrawal,1.65,4.5,1,NA,9798191,0,10,49,No,1.000,0.578,1.116
Passeriformes,Tyrannidae,Cassin's Kingbird,Tyrannus vociferans,Invertebrates,Short,Woodland,No,Moderate,1.63,3.5,2,2100000,691722,1.3,2,47,No,1.103,1.090,1.123
Passeriformes,Tyrannidae,Dusky Flycatcher,Empidonax oberholseri,Invertebrates,Short,Woodland,No,Moderate,1.04,3,1,7800000,956681,1,1,17,No,1.079,1.043,1.123
Passeriformes,Tyrannidae,Dusky-capped Flycatcher,Myiarchus tuberculifer,Invertebrates,Middle,Woodland,No,Withdrawal,1.31,4.5,1,NA,10345844,0,6,24,No,1.063,1.002,1.126
Passeriformes,Tyrannidae,Eastern Phoebe,Sayornis phoebe,Invertebrates,Middle,Woodland,Yes,Short,1.29,5,1,32000000,2662399,66.7,58,907,No,1.034,1.031,1.037
Passeriformes,Tyrannidae,Eastern Wood-Pewee,Contopus virens,Invertebrates,Short,Woodland,No,Long,1.15,3,1,5500000,5175732,0,6,34,No,0.960,0.713,1.007
Passeriformes,Tyrannidae,Gray Flycatcher,Empidonax wrightii,Invertebrates,Short,Various,No,Moderate,1.08,3.5,2,3000000,963609,2.7,3,70,No,1.031,1.018,1.048
Passeriformes,Tyrannidae,Great Crested Flycatcher,Myiarchus crinitus,Invertebrates,Middle,Woodland,Yes,Moderate,1.53,6,1,6700000,1280084,1.5,1,66,No,1.002,0.993,1.011
Passeriformes,Tyrannidae,Great Kiskadee,Pitangus sulphuratus,Invertebrates,Short,Woodland,Yes,Resident,1.80,3.5,2,NA,16257566,0.3,2,41,No,1.077,1.062,1.094
Passeriformes,Tyrannidae,Greater Pewee,Contopus pertinax,Invertebrates,Short,Woodland,No,Short,1.43,3.5,1.5,NA,633122,0,2,10,No,0.984,0.954,1.009
Passeriformes,Tyrannidae,Hammond's Flycatcher,Empidonax hammondii,Invertebrates,Short,Woodland,No,Moderate,1.00,3.5,2,19000000,785543,0,2,21,No,1.117,1.080,1.161
Passeriformes,Tyrannidae,Least Flycatcher,Empidonax minimus,Invertebrates,Short,Woodland,No,Moderate,1.00,4,1,36000000,1030657,1,2,27,No,1.059,1.031,1.088
Passeriformes,Tyrannidae,Northern Beardless-Tyrannulet,Camptostoma imberbe,Invertebrates,Short,Woodland,No,Withdrawal,0.85,2.5,2,NA,1337098,0.1,2,15,No,1.028,1.001,1.058
Passeriformes,Tyrannidae,Pacific-slope Flycatcher,Empidonax difficilis,Invertebrates,Short,Woodland,No,Moderate,1.04,4,1,7300000,300029,0,10,89,No,0.948,0.652,1.027
Passeriformes,Tyrannidae,Say's Phoebe,Sayornis saya,Invertebrates,Short,Various,Yes,Short,1.32,5,1,4000000,2569426,37.9,21,413,No,1.017,1.013,1.021
Passeriformes,Tyrannidae,Scissor-tailed Flycatcher,Tyrannus forficatus,Invertebrates,Short,Shrubland,No,Moderate,1.61,4.5,1,8700000,306586,0,3,71,No,1.020,0.995,1.047
Passeriformes,Tyrannidae,Thick-billed Kingbird,Tyrannus crassirostris,Invertebrates,Short,Woodland,No,Withdrawal,1.74,3.5,1,NA,447357,0,4,13,No,1.005,0.936,1.060
Passeriformes,Tyrannidae,Couch's and Tropical Kingbird †††,Tyrannus couchii and T. melancholicus,Invertebrates,Short,Woodland,Yes,Withdrawal,1.58,3,1,NA,16454457,0,3,47,No,1.089,1.057,1.124
Passeriformes,Tyrannidae,Vermilion Flycatcher,Pyrocephalus rubinus,Invertebrates,Short,Shrubland,No,Short,1.16,2.5,2,NA,13366214,3.5,12,204,No,1.017,1.007,1.026
Passeriformes,Tyrannidae,Western Kingbird,Tyrannus verticalis,Invertebrates,Short,Woodland,Yes,Moderate,1.62,4,1,21000000,405146,5.1,23,221,No,1.023,0.991,1.051
Passeriformes,Vireonidae,Bell's Vireo,Vireo bellii,Invertebrates,Short,Shrubland,No,Moderate,0.93,4,1,3600000,292808,0,1,3,No,1.019,0.851,1.207
Passeriformes,Vireonidae,Hutton's Vireo,Vireo huttoni,Invertebrates,Short,Woodland,No,Resident,1.04,4,1,960000,1218668,37.5,11,283,No,1.025,1.017,1.032
Passeriformes,Vireonidae,"Blue-headed, Cassin's, and Plumbeous Vireo ‡‡‡ ","Vireo solitarius, V. cassini, and V. plumbeus",Invertebrates,Short,Woodland,No,Moderate,1.19,4,1,15000000,2411678,38.5,3,61,No,1.076,1.056,1.097
Passeriformes,Vireonidae,White-eyed Vireo,Vireo griseus,Invertebrates,Short,Shrubland,No,Short,1.06,4,1,18000000,1253417,46,14,300,No,1.004,1.000,1.010
Passeriformes,Vireonidae,Yellow-throated Vireo,Vireo flavifrons,Invertebrates,Short,Woodland,No,Moderate,1.24,4,1,3500000,1482032,0,10,98,No,0.972,0.907,1.012
Piciformes,Picidae,Acorn Woodpecker,Melanerpes formicivorus,Seed,Middle,Woodland,Yes,Resident,1.90,5,1.5,1500000,1471346,29.8,10,223,Occassionally,1.022,1.012,1.030
Piciformes,Picidae,American Three-toed Woodpecker,Picoides dorsalis,Invertebrates,Short,Woodland,No,Resident,1.82,4,1,1100000,7879880,26.3,11,141,No,1.001,0.987,1.014
Piciformes,Picidae,Arizona Woodpecker,Picoides arizonae,Invertebrates,Middle,Woodland,No,Resident,1.67,3,1,NA,331556,3.9,1,12,No,1.041,1.020,1.066
Piciformes,Picidae,Black-backed Woodpecker,Picoides arcticus,Invertebrates,Short,Woodland,No,Resident,1.86,4,1,800000,6758554,36.3,11,120,No,1.000,0.980,1.017
Piciformes,Picidae,Downy Woodpecker,Picoides pubescens,Omnivore,Middle,Woodland,Yes,Resident,1.40,5.5,1,14000000,12796462,69.6,157,3138,Yes,1.014,1.013,1.015
Piciformes,Picidae,Gila Woodpecker,Melanerpes uropygialis,Omnivore,Middle,Woodland,Yes,Resident,1.81,4,1,400000,566884,28.1,3,55,Occassionally,1.014,1.004,1.024
Piciformes,Picidae,Gilded Flicker,Colaptes chrysoides,Invertebrates,Short,Woodland,No,Resident,2.16,6,1,200000,378586,40.4,2,43,Occassionally,0.988,0.974,1.003
Piciformes,Picidae,Golden-fronted Woodpecker,Melanerpes aurifrons,Omnivore,Short,Woodland,Yes,Resident,1.91,5.5,1,580000,1400115,22.9,7,97,Occassionally,1.019,1.010,1.026
Piciformes,Picidae,Hairy Woodpecker,Picoides villosus,Omnivore,Middle,Woodland,Yes,Resident,1.78,3.5,1,8600000,13293441,64.1,155,3019,Yes,1.012,1.008,1.015
Piciformes,Picidae,Ladder-backed Woodpecker,Picoides scalaris,Invertebrates,Short,Woodland,No,Resident,1.48,5,1,2100000,2826965,36.1,19,273,Occassionally,1.015,1.011,1.018
Piciformes,Picidae,Lewis's Woodpecker,Melanerpes lewis,Omnivore,Middle,Woodland,No,Short,2.05,7,1,70000,2557826,92.9,12,217,No,0.978,0.962,0.994
Piciformes,Picidae,Northern Flicker,Colaptes auratus,Invertebrates,Short,Woodland,Yes,Short,2.16,7.5,1,8100000,9861155,88.5,146,2833,Yes,1.001,0.999,1.003
Piciformes,Picidae,Nuttall's Woodpecker,Picoides nuttallii,Invertebrates,Middle,Woodland,No,Resident,1.58,4.5,1,600000,184169,98.5,4,148,Occassionally,1.035,1.027,1.042
Piciformes,Picidae,Pileated Woodpecker,Dryocopus pileatus,Invertebrates,Middle,Woodland,Yes,Resident,2.47,4,1,1900000,5926897,76.1,114,2128,Yes,1.022,1.014,1.031
Piciformes,Picidae,Red-bellied Woodpecker,Melanerpes carolinus,Omnivore,Middle,Woodland,Yes,Resident,1.84,4,1,10000000,2995201,99.4,96,1832,Yes,1.024,1.015,1.032
Piciformes,Picidae,Red-breasted Sapsucker,Sphyrapicus ruber,Omnivore,Short,Woodland,No,Short,1.76,5.5,1,2000000,724386,89.3,11,275,Occassionally,1.072,1.049,1.087
Piciformes,Picidae,Red-cockaded Woodpecker,Picoides borealis,Invertebrates,Middle,Woodland,No,Resident,1.67,3.5,1,NA,830311,98.6,11,98,No,0.965,0.948,0.982
Piciformes,Picidae,Red-headed Woodpecker,Melanerpes erythrocephalus,Omnivore,Middle,Woodland,Yes,Withdrawal,1.86,6.5,1,1200000,3357983,99.5,70,1279,Occassionally,0.997,0.988,1.004
Piciformes,Picidae,Red-naped Sapsucker,Sphyrapicus nuchalis,Omnivore,Short,Woodland,No,Short,1.70,4.5,1,2000000,1851996,40.7,12,200,Occassionally,1.076,1.053,1.096
Piciformes,Picidae,White-headed Woodpecker,Picoides albolarvatus,Omnivore,Middle,Woodland,No,Resident,1.79,4.5,1,150000,500006,100,9,73,No,1.003,0.985,1.028
Piciformes,Picidae,Williamson's Sapsucker,Sphyrapicus thyroideus,Omnivore,Short,Woodland,No,Short,1.68,5,2,300000,748186,47.2,3,41,No,1.019,0.994,1.043
Piciformes,Picidae,Yellow-bellied Sapsucker,Sphyrapicus varius,Omnivore,Short,Woodland,Yes,Short,1.69,5.5,1,10000000,4371254,52.6,89,1628,Occassionally,1.007,0.991,1.010
Podicipediformes,Podicipedidae,Clark's and Western Grebe §§§,Aechmophorus clarkii and A. occidentalis,Vertebrates,Middle,Wetland,No,Short,3.06,3.5,1,NA,1353850,30.3,24,433,No,0.986,0.971,1.000
Podicipediformes,Podicipedidae,Eared Grebe,Podiceps nigricollis,Invertebrates,Middle,Wetland,No,Short,2.62,3.5,1.5,NA,3597487,34.4,38,592,No,0.978,0.918,0.996
Podicipediformes,Podicipedidae,Horned Grebe,Podiceps auritus,Vertebrates,Short,Wetland,No,Moderate,2.66,5.5,1,NA,2162317,67.2,88,1291,No,1.000,0.986,1.019
Podicipediformes,Podicipedidae,Least Grebe,Tachybaptus dominicus,Invertebrates,Short,Wetland,No,Resident,2.12,4.5,1,NA,9209963,0.5,3,52,No,1.026,1.011,1.043
Podicipediformes,Podicipedidae,Pied-billed Grebe,Podilymbus podiceps,Invertebrates,Short,Wetland,No,Short,2.62,6.5,1.5,NA,15019778,31.7,107,1912,No,1.017,1.008,1.027
Podicipediformes,Podicipedidae,Red-necked Grebe,Podiceps grisegena,Invertebrates,Short,Wetland,No,Moderate,3.01,4.5,1,NA,430855,6.1,25,413,No,1.026,1.014,1.040
Procellariiformes,Diomedeidae,Black-footed Albatross,Phoebastria nigripes,Vertebrates,Long,Ocean,No,Long,3.45,1,9,NA,50824569.2,0.5,3,12,No,0.972,0.845,1.237
Procellariiformes,Procellariidae,Northern Fulmar,Fulmarus glacialis,Vertebrates,Long,Ocean,No,Short,2.79,1,12.5,NA,14100412,0.2,2,37,No,0.987,0.943,1.041
Procellariiformes,Procellariidae,Short-tailed Shearwater,Puffinus tenuirostris,Vertebrates,Long,Ocean,No,Long,2.75,1,6,NA,112387917,0,3,33,No,1.035,0.977,1.090
Procellariiformes,Procellariidae,Sooty Shearwater,Puffinus griseus,Vertebrates,Long,Ocean,No,Long,2.90,1,6,NA,185968946,0.1,2,35,No,0.979,0.943,1.015
Psittaciformes,Psittacidae,Budgerigar,Melopsittacus undulatus,Seed,Middle,,Yes,Resident,1.48,5,0.5,NA,5889912,100,2,27,Occassionally,0.949,0.878,1.046
Psittaciformes,Psittacidae,Green Parakeet,Aratinga holochlora,Fruit,Middle,,Yes,Resident,2.37,3.5,2,NA,274576,0,1,6,Occassionally,1.308,1.226,1.418
Psittaciformes,Psittacidae,Monk Parakeet,Myiopsitta monachus,Seed,Middle,,Yes,Resident,2.08,6.5,2.5,NA,2830019,0,7,83,Occassionally,1.214,1.166,1.263
Psittaciformes,Psittacidae,Red-crowned Parrot,Amazona viridigenalis,Fruit,Middle,,Yes,Resident,2.50,3.5,4,NA,83675,0,3,28,Occassionally,1.167,1.065,1.265
Psittaciformes,Psittacidae,Rose-ringed Parakeet,Psittacula krameri,Fruit,Middle,,Yes,Resident,2.11,4,3,NA,8282522,100,4,27,No,1.131,1.002,1.228
Psittaciformes,Psittacidae,White-winged Parakeet,Brotogeris versicolurus,Fruit,Middle,Woodland,Yes,Resident,1.86,5,2.5,NA,679522,100,2,22,Occassionally,1.148,1.053,1.223
Strigiformes,Strigidae,Barred Owl,Strix varia,Vertebrates,Middle,Woodland,Yes,Resident,2.85,2.5,2,3000000,6449044,77.8,91,1695,No,1.015,1.012,1.018
Strigiformes,Strigidae,Boreal Owl,Aegolius funereus,Vertebrates,Middle,Woodland,No,Irruptive,2.14,4.5,1,NA,6959879,28.1,1,6,No,1.090,1.015,1.146
Strigiformes,Strigidae,Burrowing Owl,Athene cunicularia,Vertebrates,Middle,Grassland,Yes,Short,2.18,8,1,700000,11793597,9.8,14,285,No,1.008,1.000,1.017
Strigiformes,Strigidae,Eastern and Western Screech-Owl ¶¶¶,Megascops asio and M. kennicottii,Vertebrates,Middle,Woodland,Yes,Resident,2.24,4.5,1,1100000,4947116,95.5,107,1962,No,1.020,1.016,1.023
Strigiformes,Strigidae,Ferruginous Pygmy-Owl,Glaucidium brasilianum,Invertebrates,Short,Woodland,No,Resident,1.85,4,1,NA,12665156,0.5,1,4,No,1.071,1.023,1.131
Strigiformes,Strigidae,Great Gray Owl,Strix nebulosa,Vertebrates,Middle,Woodland,No,Resident,3.03,3.5,3.5,90000,5339094,27.2,2,25,No,1.029,0.991,1.067
Strigiformes,Strigidae,Great Horned Owl,Bubo virginianus,Vertebrates,Long,Woodland,Yes,Resident,3.18,2.5,2,4000000,26213789,37.2,141,2663,No,1.008,1.006,1.010
Strigiformes,Strigidae,Long-eared Owl,Asio otus,Vertebrates,Long,Woodland,No,Short,2.47,5.5,1,15000,12421314,71.7,29,506,No,0.992,0.972,1.006
Strigiformes,Strigidae,Northern Hawk Owl,Surnia ulula,Vertebrates,Short,Woodland,No,Irruptive,2.51,7,1,60000,7126440,18.1,1,12,No,1.008,0.939,1.030
Strigiformes,Strigidae,Northern Pygmy-Owl,Glaucidium californicum,Invertebrates,Short,Woodland,No,Resident,1.79,5,1,60000,2767562,68.4,21,355,No,1.006,0.994,1.015
Strigiformes,Strigidae,Northern Saw-whet Owl,Aegolius acadicus,Vertebrates,Middle,Woodland,No,Short,2.00,5.5,1,NA,10827862,87.2,23,396,No,1.034,1.015,1.047
Strigiformes,Strigidae,Short-eared Owl,Asio flammeus,Vertebrates,Middle,Grassland,No,Short,2.51,5.5,1,600000,15419124,48.7,55,875,No,0.988,0.977,0.998
Strigiformes,Strigidae,Snowy Owl,Bubo scandiacus,Vertebrates,Long,Grassland,No,Irruptive,3.36,7,2,100000,8828728,62,15,334,No,0.989,0.972,1.002
Strigiformes,Strigidae,Spotted Owl,Strix occidentalis,Vertebrates,Middle,Woodland,No,Resident,2.77,2.5,3,NA,1223485,60.1,3,54,No,1.041,1.023,1.060
Strigiformes,Strigidae,Whiskered Screech-Owl,Megascops trichopsis,Vertebrates,Short,Woodland,No,Resident,1.96,3,1,NA,665345,2.2,1,8,No,1.060,1.034,1.090
Strigiformes,Tytonidae,Barn Owl,Tyto alba,Vertebrates,Long,Various,Yes,Withdrawal,2.61,5.5,1,160000,26419123,23.1,52,798,No,1.015,1.010,1.022
Trogoniformes,Trogonidae,Elegant Trogon,Trogon elegans,Omnivore,Short,Woodland,No,Short,1.85,3.5,2,NA,654543,0.1,1,8,No,1.079,1.052,1.110
,,,,,,,,,,,,,,,,,,,,
Notes:,,,,,,,,,,,,,,,,,,,,
"† Since the Cackling and Canada Goose (Branta hutchinsii and B. canadensis) were not distinguished in CBC counts until after 1966, the two species were lumped for trend analyses.",,,,,,,,,,,,,,,,,,,,
"‡ Since the Eastern and Mexican Whip-poor-will (Caprimulgus vociferus and C. arizonae) were not distinguished in CBC counts until after 1966, the two species were lumped for trend analyses.",,,,,,,,,,,,,,,,,,,,
"§ Since the Iceland and Thayer's Gull (Larus glaucoides and L. thayeri) were not distinguished in CBC counts until after 1966, the two species were lumped for trend analyses.",,,,,,,,,,,,,,,,,,,,
"¶ Since the Arctic and Pacific Loon (Gavia arctica and G. pacifica) were not distinguished in CBC counts until after 1966, the two species were lumped for trend analyses.",,,,,,,,,,,,,,,,,,,,
"# Since the California and Canyon/Brown Towhee (Melozone crissalis and M. fuscus) were not distinguished in CBC counts until after 1966, the two species were lumped for trend analyses.",,,,,,,,,,,,,,,,,,,,
"_ Since the Eastern and Spotted Towhee (Pipilo erythrophthalmus and P. maculatus) were not distinguished in CBC counts until after 1966, the two species were lumped for trend analyses.",,,,,,,,,,,,,,,,,,,,
"†† Since the Bell’s and Sagebrush Sparrow (Amphispiza belli and A. nevadensis) were not distinguished in CBC counts until after 1966, the two species were lumped for trend analyses.",,,,,,,,,,,,,,,,,,,,
"‡‡ Since the Nelson’s and Saltmarsh Sparrow (Ammodramus nelsoni and A. caudacutus) were not distinguished in CBC counts until after 1966, the two species were lumped for trend analyses.",,,,,,,,,,,,,,,,,,,,
"§§ Since the Black, Brown-capped and Gray-crowned Rosy-Finch (Leucosticte atrata, L. australis, and L. tephrocotis) were not distinguished in CBC counts until after 1966, the three species were lumped for trend analyses.",,,,,,,,,,,,,,,,,,,,
"¶¶ Since the Boat-tailed and Great-tailed Grackle (Quiscalus major and Q. mexicanus) were not distinguished in CBC counts until after 1966, the two species were lumped for trend analyses.",,,,,,,,,,,,,,,,,,,,
"## Since the Juniper and Oak Titmouse (Baeolophus ridgwayi and B. inornatus) were not distinguished in CBC counts until after 1966, the two species were lumped for trend analyses.",,,,,,,,,,,,,,,,,,,,
"__ Since the Black-crested and Tufted Titmouse (Baeolophus atricristatus and B. bicolor) were not distinguished in CBC counts until after 1966, the two species were lumped for trend analyses.",,,,,,,,,,,,,,,,,,,,
"††† Since the Couch's and Tropical  Kingbird (Tyrannus couchii and T. melancholicus)  were not distinguished in CBC counts until after 1966, the two species were lumped for trend analyses.",,,,,,,,,,,,,,,,,,,,
"‡‡‡ Since the Blue-headed, Cassin's, and Plumbeous Vireo (Vireo solitarius, V. cassini, and V. plumbeus) were not distinguished in CBC counts until after 1966, the three species were lumped for trend analyses.",,,,,,,,,,,,,,,,,,,,
"§§§ Since the Clark's and Western Grebe (Aechmophorus clarkii and A. occidentalis) were not distinguished in CBC counts until after 1966, the two species were lumped for trend analyses.",,,,,,,,,,,,,,,,,,,,
"¶¶¶ Since the Eastern and Western Screech-Owl (Megascops asio and M. kennicottii) were not distinguished in CBC counts until after 1966, the two species were lumped for trend analyses.",,,,,,,,,,,,,,,,,,,,
