Dataset,SiteCode,POC,Date,Percentile,SiteName,Latitude,Longitude,Elevation,State,ammNO3f_Val,ammNO3f_Unit,ammSO4f_Val,ammSO4f_Unit,ECf_Val,ECf_Unit,OMCf_Val,OMCf_Unit,SOILf_Val,SOILf_Unit,SVR_Val,SVR_Unit
IMPRHR2,SEQU1,1,8/4/2012,70,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.7642,ug/m^3,2.14624,ug/m^3,0.4008,ug/m^3,4.716,ug/m^3,1.34331,ug/m^3,69.05425,km
IMPRHR2,SEQU1,1,8/7/2012,70,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.37088,ug/m^3,2.6056,ug/m^3,0.291,ug/m^3,3.64248,ug/m^3,1.41,ug/m^3,76.65785,km
IMPRHR2,SEQU1,1,8/10/2012,70,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.39758,ug/m^3,2.69189,ug/m^3,0.3909,ug/m^3,4.37652,ug/m^3,2.89379,ug/m^3,67.0097,km
IMPRHR2,SEQU1,1,8/13/2012,50,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.27593,ug/m^3,1.96758,ug/m^3,0.2678,ug/m^3,3.42702,ug/m^3,0.83031,ug/m^3,97.8432,km
IMPRHR2,SEQU1,1,8/16/2012,70,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.40132,ug/m^3,2.31743,ug/m^3,0.3181,ug/m^3,3.47796,ug/m^3,2.24784,ug/m^3,74.63015,km
IMPRHR2,SEQU1,1,8/19/2012,50,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.29464,ug/m^3,2.04773,ug/m^3,0.3512,ug/m^3,3.56274,ug/m^3,1.48283,ug/m^3,81.39358,km
IMPRHR2,SEQU1,1,8/22/2012,70,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.41538,ug/m^3,1.49333,ug/m^3,0.3782,ug/m^3,3.76992,ug/m^3,2.18391,ug/m^3,75.52364,km
IMPRHR2,SEQU1,1,8/25/2012,50,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.5062,ug/m^3,1.93904,ug/m^3,0.3526,ug/m^3,3.6864,ug/m^3,1.54379,ug/m^3,78.22686,km
IMPRHR2,SEQU1,1,8/28/2012,50,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.46169,ug/m^3,1.73427,ug/m^3,0.2675,ug/m^3,2.6739,ug/m^3,1.76604,ug/m^3,84.63701,km
IMPRHR2,SEQU1,1,8/31/2012,50,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.51161,ug/m^3,1.44433,ug/m^3,0.2495,ug/m^3,2.35638,ug/m^3,2.23084,ug/m^3,88.6185,km
IMPRHR2,SEQU1,1,9/3/2012,30,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.47665,ug/m^3,1.27838,ug/m^3,0.2072,ug/m^3,2.46492,ug/m^3,0.98952,ug/m^3,106.22836,km
IMPRHR2,SEQU1,1,9/6/2012,50,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.36829,ug/m^3,1.61906,ug/m^3,0.2579,ug/m^3,2.53458,ug/m^3,2.44085,ug/m^3,87.68127,km
IMPRHR2,SEQU1,1,9/9/2012,0,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.508,ug/m^3,2.11117,ug/m^3,0.2896,ug/m^3,3.31848,ug/m^3,1.37084,ug/m^3,-999,km
IMPRHR2,SEQU1,1,9/12/2012,0,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.71569,ug/m^3,2.64481,ug/m^3,0.3108,ug/m^3,2.8323,ug/m^3,1.37084,ug/m^3,-999,km
IMPRHR2,SEQU1,1,9/15/2012,30,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.29593,ug/m^3,1.16102,ug/m^3,0.1996,ug/m^3,2.28294,ug/m^3,1.28376,ug/m^3,110.62215,km
IMPRHR2,SEQU1,1,9/18/2012,50,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.52593,ug/m^3,1.72017,ug/m^3,0.2756,ug/m^3,2.11266,ug/m^3,1.68153,ug/m^3,90.20796,km
IMPRHR2,SEQU1,1,9/21/2012,90,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.75852,ug/m^3,2.37439,ug/m^3,0.2965,ug/m^3,3.00222,ug/m^3,2.95777,ug/m^3,64.90797,km
IMPRHR2,SEQU1,1,9/24/2012,30,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.1944,ug/m^3,2.17899,ug/m^3,0.1392,ug/m^3,1.21086,ug/m^3,1.01783,ug/m^3,115.34233,km
IMPRHR2,SEQU1,1,9/27/2012,50,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.39642,ug/m^3,1.36538,ug/m^3,0.1884,ug/m^3,2.17674,ug/m^3,2.6094,ug/m^3,92.61026,km
IMPRHR2,SEQU1,1,9/30/2012,70,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.44711,ug/m^3,1.88822,ug/m^3,0.3135,ug/m^3,3.60684,ug/m^3,2.05712,ug/m^3,76.66746,km
IMPRHR2,SEQU1,1,10/3/2012,50,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.34714,ug/m^3,1.58507,ug/m^3,0.2323,ug/m^3,2.8476,ug/m^3,2.8626,ug/m^3,82.17935,km
IMPRHR2,SEQU1,1,10/6/2012,90,Sequoia NP,36.4894,-118.8291,519.3333,CA,2.23415,ug/m^3,2.33426,ug/m^3,0.4075,ug/m^3,3.19266,ug/m^3,1.67184,ug/m^3,60.80069,km
IMPRHR2,SEQU1,1,10/9/2012,70,Sequoia NP,36.4894,-118.8291,519.3333,CA,1.78433,ug/m^3,2.02042,ug/m^3,0.2807,ug/m^3,2.0511,ug/m^3,1.24906,ug/m^3,73.21693,km
IMPRHR2,SEQU1,1,10/12/2012,50,Sequoia NP,36.4894,-118.8291,519.3333,CA,3.18836,ug/m^3,1.17319,ug/m^3,0.2028,ug/m^3,1.88694,ug/m^3,0.43754,ug/m^3,82.02778,km
IMPRHR2,SEQU1,1,10/15/2012,70,Sequoia NP,36.4894,-118.8291,519.3333,CA,2.09947,ug/m^3,1.66625,ug/m^3,0.2795,ug/m^3,4.03488,ug/m^3,0.55503,ug/m^3,72.49412,km
IMPRHR2,SEQU1,1,10/18/2012,30,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.25026,ug/m^3,0.94339,ug/m^3,0.1588,ug/m^3,1.59822,ug/m^3,1.33922,ug/m^3,129.39132,km
IMPRHR2,SEQU1,1,10/21/2012,90,Sequoia NP,36.4894,-118.8291,519.3333,CA,1.7575,ug/m^3,1.97035,ug/m^3,0.4132,ug/m^3,4.63644,ug/m^3,0.8873,ug/m^3,64.85735,km
IMPRHR2,SEQU1,1,10/24/2012,10,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.33037,ug/m^3,0.60769,ug/m^3,0.0784,ug/m^3,0.97488,ug/m^3,0.2133,ug/m^3,168.14173,km
IMPRHR2,SEQU1,1,10/27/2012,30,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.95421,ug/m^3,0.81786,ug/m^3,0.1672,ug/m^3,1.85274,ug/m^3,0.60885,ug/m^3,117.1775,km
IMPRHR2,SEQU1,1,10/30/2012,30,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.2509,ug/m^3,0.64375,ug/m^3,0.1805,ug/m^3,1.4031,ug/m^3,0.53493,ug/m^3,153.05553,km
IMPRHR2,SEQU1,1,11/2/2012,90,Sequoia NP,36.4894,-118.8291,519.3333,CA,6.76966,ug/m^3,1.96643,ug/m^3,0.431,ug/m^3,2.50974,ug/m^3,0.7514,ug/m^3,40.44607,km
IMPRHR2,SEQU1,1,11/5/2012,30,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.23839,ug/m^3,1.00873,ug/m^3,0.2538,ug/m^3,1.75068,ug/m^3,0.41698,ug/m^3,129.65356,km
IMPRHR2,SEQU1,1,11/8/2012,90,Sequoia NP,36.4894,-118.8291,519.3333,CA,4.67883,ug/m^3,1.90851,ug/m^3,0.5861,ug/m^3,6.3477,ug/m^3,1.19963,ug/m^3,36.33793,km
IMPRHR2,SEQU1,1,11/11/2012,10,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.13816,ug/m^3,0.58662,ug/m^3,0.0495,ug/m^3,0.46836,ug/m^3,0.38179,ug/m^3,217.49716,km
IMPRHR2,SEQU1,1,11/14/2012,30,Sequoia NP,36.4894,-118.8291,519.3333,CA,1.24421,ug/m^3,0.42054,ug/m^3,0.0985,ug/m^3,0.83844,ug/m^3,0.29031,ug/m^3,145.4756,km
IMPRHR2,SEQU1,1,11/17/2012,10,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.04605,ug/m^3,0.09021,ug/m^3,0.0284,ug/m^3,0.64476,ug/m^3,0.04557,ug/m^3,264.20062,km
IMPRHR2,SEQU1,1,11/20/2012,0,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.63055,ug/m^3,0.34045,ug/m^3,0.0857,ug/m^3,1.1448,ug/m^3,0.28143,ug/m^3,-999,km
IMPRHR2,SEQU1,1,11/23/2012,0,Sequoia NP,36.4894,-118.8291,519.3333,CA,1.5382,ug/m^3,0.59441,ug/m^3,0.2391,ug/m^3,1.98018,ug/m^3,0.28143,ug/m^3,-999,km
IMPRHR2,SEQU1,1,11/26/2012,0,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.33669,ug/m^3,0.39229,ug/m^3,0.0948,ug/m^3,0.90126,ug/m^3,0.28143,ug/m^3,-999,km
IMPRHR2,SEQU1,1,11/29/2012,0,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.13855,ug/m^3,0.11853,ug/m^3,0.0529,ug/m^3,0.69606,ug/m^3,0.28143,ug/m^3,-999,km
IMPRHR2,SEQU1,1,12/2/2012,10,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.07185,ug/m^3,0.12647,ug/m^3,0.0202,ug/m^3,0.54702,ug/m^3,0.03984,ug/m^3,250.48658,km
IMPRHR2,SEQU1,1,12/5/2012,10,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.06128,ug/m^3,0.26309,ug/m^3,0.1229,ug/m^3,1.63962,ug/m^3,0.12681,ug/m^3,182.46979,km
IMPRHR2,SEQU1,1,12/8/2012,70,Sequoia NP,36.4894,-118.8291,519.3333,CA,3.30808,ug/m^3,0.79872,ug/m^3,0.1519,ug/m^3,1.93968,ug/m^3,0.13864,ug/m^3,76.4529,km
IMPRHR2,SEQU1,1,12/11/2012,10,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.06295,ug/m^3,0.30294,ug/m^3,0.0659,ug/m^3,0.60462,ug/m^3,0.29709,ug/m^3,234.58623,km
IMPRHR2,SEQU1,1,12/14/2012,50,Sequoia NP,36.4894,-118.8291,519.3333,CA,2.43591,ug/m^3,0.56286,ug/m^3,0.1063,ug/m^3,1.02168,ug/m^3,0.04616,ug/m^3,102.27911,km
IMPRHR2,SEQU1,1,12/17/2012,10,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.03109,ug/m^3,0.09075,ug/m^3,0.0247,ug/m^3,0.4716,ug/m^3,0.0344,ug/m^3,280.8425,km
IMPRHR2,SEQU1,1,12/20/2012,10,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.05096,ug/m^3,0.31416,ug/m^3,0.0701,ug/m^3,0.59904,ug/m^3,0.11012,ug/m^3,247.9193,km
IMPRHR2,SEQU1,1,12/23/2012,10,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.01226,ug/m^3,0.0382,ug/m^3,0.0079,ug/m^3,0.25704,ug/m^3,0.03144,ug/m^3,316.5223,km
IMPRHR2,SEQU1,1,12/26/2012,0,Sequoia NP,36.4894,-118.8291,519.3333,CA,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,km
IMPRHR2,SEQU1,1,12/29/2012,10,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.46814,ug/m^3,0.2336,ug/m^3,0.0717,ug/m^3,0.54954,ug/m^3,0.10391,ug/m^3,216.0352,km
IMPRHR2,SEQU1,1,1/1/2013,10,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.58115,ug/m^3,0.50387,ug/m^3,0.0802,ug/m^3,0.8919,ug/m^3,0.09044,ug/m^3,172.06266,km
IMPRHR2,SEQU1,1,1/4/2013,10,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.60978,ug/m^3,0.2958,ug/m^3,0.0587,ug/m^3,0.5679,ug/m^3,0.09937,ug/m^3,193.18942,km
IMPRHR2,SEQU1,1,1/7/2013,10,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.41628,ug/m^3,0.22824,ug/m^3,0.0403,ug/m^3,0.60156,ug/m^3,0.0362,ug/m^3,219.39694,km
IMPRHR2,SEQU1,1,1/10/2013,10,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.8483,ug/m^3,0.31713,ug/m^3,0.041,ug/m^3,0.6174,ug/m^3,0.03303,ug/m^3,166.86018,km
IMPRHR2,SEQU1,1,1/13/2013,90,Sequoia NP,36.4894,-118.8291,519.3333,CA,5.13768,ug/m^3,0.72084,ug/m^3,0.2028,ug/m^3,1.83366,ug/m^3,0.05884,ug/m^3,54.4568,km
IMPRHR2,SEQU1,1,1/16/2013,10,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.93976,ug/m^3,0.21966,ug/m^3,0.1027,ug/m^3,0.8091,ug/m^3,0.10078,ug/m^3,163.68068,km
IMPRHR2,SEQU1,1,1/19/2013,10,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.40841,ug/m^3,0.17366,ug/m^3,0.0546,ug/m^3,0.71712,ug/m^3,0.14379,ug/m^3,215.39627,km
IMPRHR2,SEQU1,1,1/22/2013,10,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.16318,ug/m^3,0.16112,ug/m^3,0.0573,ug/m^3,0.58428,ug/m^3,0.11212,ug/m^3,246.3203,km
IMPRHR2,SEQU1,1,1/25/2013,90,Sequoia NP,36.4894,-118.8291,519.3333,CA,4.21636,ug/m^3,0.66726,ug/m^3,0.24,ug/m^3,1.71288,ug/m^3,0.0652,ug/m^3,61.99909,km
IMPRHR2,SEQU1,1,1/28/2013,30,Sequoia NP,36.4894,-118.8291,519.3333,CA,1.11353,ug/m^3,0.53897,ug/m^3,0.0707,ug/m^3,1.10682,ug/m^3,0.05103,ug/m^3,136.59548,km
IMPRHR2,SEQU1,1,1/31/2013,10,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.06643,ug/m^3,0.22357,ug/m^3,0.0557,ug/m^3,0.91818,ug/m^3,0.23346,ug/m^3,225.57707,km
IMPRHR2,SEQU1,1,2/3/2013,90,Sequoia NP,36.4894,-118.8291,519.3333,CA,10.12843,ug/m^3,1.58359,ug/m^3,0.3392,ug/m^3,3.4056,ug/m^3,0.2193,ug/m^3,29.33009,km
IMPRHR2,SEQU1,1,2/6/2013,90,Sequoia NP,36.4894,-118.8291,519.3333,CA,8.397,ug/m^3,1.82506,ug/m^3,0.3279,ug/m^3,2.38842,ug/m^3,0.15998,ug/m^3,35.00499,km
IMPRHR2,SEQU1,1,2/9/2013,30,Sequoia NP,36.4894,-118.8291,519.3333,CA,1.55368,ug/m^3,0.55428,ug/m^3,0.1085,ug/m^3,1.12158,ug/m^3,0.05144,ug/m^3,127.61083,km
IMPRHR2,SEQU1,1,2/12/2013,10,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.75684,ug/m^3,0.62263,ug/m^3,0.0795,ug/m^3,0.91674,ug/m^3,0.4133,ug/m^3,150.56232,km
IMPRHR2,SEQU1,1,2/15/2013,10,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.55225,ug/m^3,0.59454,ug/m^3,0.0858,ug/m^3,1.0017,ug/m^3,0.37664,ug/m^3,166.12893,km
IMPRHR2,SEQU1,1,2/18/2013,90,Sequoia NP,36.4894,-118.8291,519.3333,CA,5.99863,ug/m^3,1.37627,ug/m^3,0.2445,ug/m^3,2.82708,ug/m^3,0.46802,ug/m^3,46.12601,km
IMPRHR2,SEQU1,1,2/21/2013,10,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.63326,ug/m^3,0.40384,ug/m^3,0.059,ug/m^3,0.75096,ug/m^3,0.0656,ug/m^3,190.42712,km
IMPRHR2,SEQU1,1,2/24/2013,30,Sequoia NP,36.4894,-118.8291,519.3333,CA,1.3963,ug/m^3,0.89104,ug/m^3,0.0638,ug/m^3,1.80792,ug/m^3,0.1546,ug/m^3,113.37367,km
IMPRHR2,SEQU1,1,2/27/2013,30,Sequoia NP,36.4894,-118.8291,519.3333,CA,1.47653,ug/m^3,0.86295,ug/m^3,0.1283,ug/m^3,1.67742,ug/m^3,0.36035,ug/m^3,109.68279,km
IMPRHR2,SEQU1,1,3/2/2013,10,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.11429,ug/m^3,0.54999,ug/m^3,0.0645,ug/m^3,0.80046,ug/m^3,0.38748,ug/m^3,205.99035,km
IMPRHR2,SEQU1,1,3/5/2013,30,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.9515,ug/m^3,0.90259,ug/m^3,0.1127,ug/m^3,1.06902,ug/m^3,0.48019,ug/m^3,125.49616,km
IMPRHR2,SEQU1,1,3/8/2013,10,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.34778,ug/m^3,0.22824,ug/m^3,0.0312,ug/m^3,0.4923,ug/m^3,0.03234,ug/m^3,240.17656,km
IMPRHR2,SEQU1,1,3/11/2013,30,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.75323,ug/m^3,0.73722,ug/m^3,0.0932,ug/m^3,1.48752,ug/m^3,0.38401,ug/m^3,138.83633,km
IMPRHR2,SEQU1,1,3/14/2013,0,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.31915,ug/m^3,0.94446,ug/m^3,-999,ug/m^3,-999,ug/m^3,0.85387,ug/m^3,-999,km
IMPRHR2,SEQU1,1,3/17/2013,0,Sequoia NP,36.4894,-118.8291,519.3333,CA,1.66062,ug/m^3,2.02785,ug/m^3,-999,ug/m^3,-999,ug/m^3,1.00027,ug/m^3,-999,km
IMPRHR2,SEQU1,1,3/20/2013,70,Sequoia NP,36.4894,-118.8291,519.3333,CA,1.70241,ug/m^3,1.10434,ug/m^3,0.2131,ug/m^3,2.39292,ug/m^3,0.94499,ug/m^3,79.28732,km
IMPRHR2,SEQU1,1,3/23/2013,90,Sequoia NP,36.4894,-118.8291,519.3333,CA,3.06001,ug/m^3,3.3059,ug/m^3,0.2843,ug/m^3,2.35044,ug/m^3,1.3725,ug/m^3,53.00582,km
IMPRHR2,SEQU1,1,3/26/2013,90,Sequoia NP,36.4894,-118.8291,519.3333,CA,5.32899,ug/m^3,2.48148,ug/m^3,0.3171,ug/m^3,3.22488,ug/m^3,1.00276,ug/m^3,42.73475,km
IMPRHR2,SEQU1,1,3/29/2013,10,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.23259,ug/m^3,0.89521,ug/m^3,0.1122,ug/m^3,1.38888,ug/m^3,0.49788,ug/m^3,148.23004,km
IMPRHR2,SEQU1,1,4/1/2013,10,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.33824,ug/m^3,0.66833,ug/m^3,0.044,ug/m^3,0.882,ug/m^3,0.2513,ug/m^3,183.15603,km
IMPRHR2,SEQU1,1,4/4/2013,50,Sequoia NP,36.4894,-118.8291,519.3333,CA,1.45048,ug/m^3,1.32412,ug/m^3,0.1703,ug/m^3,2.17566,ug/m^3,0.37367,ug/m^3,102.04947,km
IMPRHR2,SEQU1,1,4/7/2013,50,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.79541,ug/m^3,1.95084,ug/m^3,0.1485,ug/m^3,2.27502,ug/m^3,0.54378,ug/m^3,102.77856,km
IMPRHR2,SEQU1,1,4/10/2013,30,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.54116,ug/m^3,0.78086,ug/m^3,0.1126,ug/m^3,2.23758,ug/m^3,0.80999,ug/m^3,125.76174,km
IMPRHR2,SEQU1,1,4/13/2013,50,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.78703,ug/m^3,1.81731,ug/m^3,0.2463,ug/m^3,4.37598,ug/m^3,0.74264,ug/m^3,80.4574,km
IMPRHR2,SEQU1,1,4/16/2013,10,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.60256,ug/m^3,0.61075,ug/m^3,0.0348,ug/m^3,0.94572,ug/m^3,0.36452,ug/m^3,147.14769,km
IMPRHR2,SEQU1,1,4/19/2013,50,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.38713,ug/m^3,1.2453,ug/m^3,0.1859,ug/m^3,3.22794,ug/m^3,0.8896,ug/m^3,99.80476,km
IMPRHR2,SEQU1,1,4/22/2013,70,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.50452,ug/m^3,2.63068,ug/m^3,0.2469,ug/m^3,5.38182,ug/m^3,1.4387,ug/m^3,65.70474,km
IMPRHR2,SEQU1,1,4/25/2013,90,Sequoia NP,36.4894,-118.8291,519.3333,CA,1.23672,ug/m^3,2.54644,ug/m^3,0.1586,ug/m^3,3.37266,ug/m^3,2.70301,ug/m^3,58.82762,km
IMPRHR2,SEQU1,1,4/28/2013,90,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.53509,ug/m^3,3.57852,ug/m^3,0.2767,ug/m^3,4.89204,ug/m^3,2.22305,ug/m^3,58.42058,km
IMPRHR2,SEQU1,1,5/1/2013,70,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.43125,ug/m^3,1.84544,ug/m^3,0.1782,ug/m^3,2.84688,ug/m^3,2.81279,ug/m^3,74.29736,km
IMPRHR2,SEQU1,1,5/4/2013,70,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.7024,ug/m^3,2.46766,ug/m^3,0.2331,ug/m^3,4.57992,ug/m^3,2.46493,ug/m^3,66.1892,km
IMPRHR2,SEQU1,1,5/7/2013,10,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.4733,ug/m^3,0.96013,ug/m^3,0.0544,ug/m^3,1.09872,ug/m^3,0.28087,ug/m^3,155.31399,km
IMPRHR2,SEQU1,1,5/10/2013,50,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.68899,ug/m^3,2.66541,ug/m^3,0.1589,ug/m^3,2.89638,ug/m^3,0.60741,ug/m^3,84.70228,km
IMPRHR2,SEQU1,1,5/13/2013,70,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.32276,ug/m^3,3.12407,ug/m^3,0.2485,ug/m^3,4.53708,ug/m^3,0.9006,ug/m^3,67.76261,km
IMPRHR2,SEQU1,1,5/16/2013,70,Sequoia NP,36.4894,-118.8291,519.3333,CA,1.919,ug/m^3,2.13151,ug/m^3,0.1618,ug/m^3,2.45466,ug/m^3,1.06081,ug/m^3,69.37088,km
IMPRHR2,SEQU1,1,5/19/2013,50,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.5627,ug/m^3,1.91309,ug/m^3,0.1857,ug/m^3,2.79972,ug/m^3,0.68499,ug/m^3,94.00342,km
IMPRHR2,SEQU1,1,5/22/2013,70,Sequoia NP,36.4894,-118.8291,519.3333,CA,1.54645,ug/m^3,1.28882,ug/m^3,0.0897,ug/m^3,1.79514,ug/m^3,1.142,ug/m^3,78.01588,km
IMPRHR2,SEQU1,1,5/25/2013,70,Sequoia NP,36.4894,-118.8291,519.3333,CA,1.45796,ug/m^3,2.47661,ug/m^3,0.2416,ug/m^3,3.08304,ug/m^3,0.80822,ug/m^3,69.1018,km
IMPRHR2,SEQU1,1,5/28/2013,30,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.23401,ug/m^3,1.17175,ug/m^3,0.0921,ug/m^3,1.32534,ug/m^3,0.54639,ug/m^3,142.38997,km
IMPRHR2,SEQU1,1,5/31/2013,70,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.63391,ug/m^3,2.36206,ug/m^3,0.2492,ug/m^3,3.2616,ug/m^3,1.24456,ug/m^3,74.04035,km
IMPRHR2,SEQU1,1,6/3/2013,70,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.97111,ug/m^3,2.87228,ug/m^3,0.2348,ug/m^3,3.81654,ug/m^3,1.03576,ug/m^3,72.25886,km
IMPRHR2,SEQU1,1,6/6/2013,90,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.77684,ug/m^3,4.69714,ug/m^3,0.3344,ug/m^3,4.7367,ug/m^3,1.73109,ug/m^3,53.23328,km
IMPRHR2,SEQU1,1,6/9/2013,90,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.50607,ug/m^3,4.36759,ug/m^3,0.2606,ug/m^3,5.6547,ug/m^3,1.67754,ug/m^3,53.73797,km
IMPRHR2,SEQU1,1,6/12/2013,70,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.53341,ug/m^3,3.39108,ug/m^3,0.2432,ug/m^3,2.96856,ug/m^3,1.45231,ug/m^3,72.41188,km
IMPRHR2,SEQU1,1,6/15/2013,50,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.54283,ug/m^3,2.31577,ug/m^3,0.2415,ug/m^3,2.63808,ug/m^3,1.08417,ug/m^3,87.11182,km
IMPRHR2,SEQU1,1,6/18/2013,50,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.56528,ug/m^3,1.24921,ug/m^3,0.1736,ug/m^3,2.58786,ug/m^3,1.02216,ug/m^3,99.96509,km
IMPRHR2,SEQU1,1,6/21/2013,50,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.55238,ug/m^3,1.57158,ug/m^3,0.2012,ug/m^3,2.58804,ug/m^3,1.03222,ug/m^3,91.90843,km
IMPRHR2,SEQU1,1,6/24/2013,30,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.42596,ug/m^3,2.01271,ug/m^3,0.1266,ug/m^3,1.61676,ug/m^3,0.63436,ug/m^3,109.99957,km
IMPRHR2,SEQU1,1,6/27/2013,90,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.36958,ug/m^3,4.13445,ug/m^3,0.2753,ug/m^3,3.94812,ug/m^3,1.3446,ug/m^3,62.23167,km
IMPRHR2,SEQU1,1,6/30/2013,90,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.39616,ug/m^3,3.50629,ug/m^3,0.3185,ug/m^3,5.382,ug/m^3,0.91783,ug/m^3,62.89354,km
IMPRHR2,SEQU1,1,7/3/2013,90,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.54025,ug/m^3,2.36511,ug/m^3,0.3412,ug/m^3,5.40198,ug/m^3,1.79878,ug/m^3,63.22464,km
IMPRHR2,SEQU1,1,7/6/2013,50,Sequoia NP,36.4894,-118.8291,519.3333,CA,1.08863,ug/m^3,2.02785,ug/m^3,0.1593,ug/m^3,3.26916,ug/m^3,1.2645,ug/m^3,80.48644,km
IMPRHR2,SEQU1,1,7/9/2013,30,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.24987,ug/m^3,1.32561,ug/m^3,0.0968,ug/m^3,1.36188,ug/m^3,0.81645,ug/m^3,136.25284,km
IMPRHR2,SEQU1,1,7/12/2013,70,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.47266,ug/m^3,2.4366,ug/m^3,0.2515,ug/m^3,3.00294,ug/m^3,1.86391,ug/m^3,77.48179,km
IMPRHR2,SEQU1,1,7/15/2013,30,Sequoia NP,36.4894,-118.8291,519.3333,CA,0.33733,ug/m^3,1.46301,ug/m^3,0.1307,ug/m^3,1.55214,ug/m^3,0.72605,ug/m^3,130.77509,km
