ID,name,age,sex,breed,date_found,adoptable_from,posted,color,coat,size,neutered,housebroken,likes_people,likes_children,get_along_males,get_along_females,get_along_cats,keep_in
365,Alvin,9.17,male,German Shepherd Dog Mix,2011-02-01,2011-02-01,2011-07-30,saddle back,medium,medium,no,,yes,yes,yes,yes,,both flat and garden
366,Ariel,9.17,female,German Shepherd Dog Mix,2010-12-22,2010-12-22,2011-07-30,sable,short,medium,no,,yes,yes,yes,yes,,both flat and garden
504,Elke,10.33,female,Unknown Mix,2011-08-23,2011-08-23,2011-08-25,black and white,short,medium,yes,,yes,yes,yes,yes,yes,both flat and garden
496,Shila,14.92,female,German Shepherd Dog,2011-08-15,2011-08-15,2011-08-15,saddle back,short,large,yes,,yes,yes,yes,yes,,garden
362,Lencsi,9.5,female,"Dachshund, Hound Mix",2010-06-30,2010-06-30,2011-07-30,black and brown,short,medium,,,,,yes,yes,,
376,Ulrik,11.17,male,"Bull Terrier, Hungarian Greyhound Mix",2008-10-30,2008-10-30,2011-08-17,striped,short,medium,yes,,yes,yes,yes,yes,,flat
1406,Félix,10.33,male,Terrier Mix,2011-07-25,2011-07-25,2011-07-27,gray and black,wirehaired,medium,,,yes,yes,yes,yes,,garden
274,Csinszka,10.5,female,Vizsla Mix,2011-03-06,2011-07-30,2011-07-10,brown,wirehaired,medium,,yes,yes,yes,yes,yes,,both flat and garden
467,Bajusz Úr,12.92,male,Fox Terrier,2011-07-11,2011-07-11,2011-08-02,black and white,short,medium,,,yes,yes,yes,yes,,garden
271,Vilma,9.83,female,Unknown Mix,2011-06-25,2011-07-26,2011-07-08,brown,short,medium,yes,yes,yes,yes,yes,yes,,both flat and garden
280,Almády Tóbiás,8.42,male,Unknown Mix,2011-07-26,2011-09-05,2011-08-20,saddle back,short,medium,,yes,yes,yes,yes,yes,,both flat and garden
1006,Meny,11.58,female,German Shepherd Dog Mix,2011-05-11,2011-07-07,2011-07-07,black and brown,medium,large,yes,yes,yes,,yes,yes,,both flat and garden
294,Zizi,9.25,male,Dachshund Mix,2011-07-15,2011-07-15,2011-08-17,red,short,medium,,,,,,,,
451,Barát,10.92,male,Unknown Mix,2011-04-10,2011-04-10,2011-07-05,black and brown,short,medium,,,yes,yes,yes,yes,,both flat and garden
418,Csalfa,10.92,male,Jagd Terrier Mix,2011-06-02,2011-06-02,2011-06-19,black and tan,short,medium,,,yes,yes,no,no,,garden
249,Vidor,8.67,male,Unknown Mix,2011-03-24,2011-06-20,2011-06-05,sable,long,medium,,,,,,,,
419,Turbó,9.08,male,Labrador Retriever Mix,2011-06-02,2011-06-02,2011-06-19,black and white,short,medium,,,yes,yes,yes,yes,,garden
347,Zsombor,10.0,male,Greyhound Mix,2009-11-16,2009-11-16,2011-06-18,black,medium,large,yes,,yes,yes,yes,yes,,both flat and garden
343,Fidel,9.67,male,Unknown Mix,2011-03-04,2011-03-04,2011-06-18,black,wirehaired,medium,no,,yes,yes,yes,yes,,garden
338,Franci,10.75,female,German Shepherd Dog Mix,2011-03-14,2011-03-14,2011-06-13,sable,short,medium,yes,,yes,yes,yes,yes,,both flat and garden
15,Gina,12.42,male,Rottweiler,2011-06-10,2011-06-10,2011-06-29,black,short,medium,,,,,,,,garden
427,Bátor,11.92,male,Vizsla Mix,2011-06-15,2011-06-15,2011-06-19,brown,short,large,,,yes,yes,yes,yes,,garden
436,Mogyoró,10.92,male,German Shepherd Dog Mix,2011-06-25,2011-06-25,2011-06-29,saddle back,medium,large,,,yes,yes,no,yes,,garden
331,Hetti,8.83,female,Unknown Mix,2011-06-03,2011-06-03,2011-06-06,sable,short,medium,,,yes,yes,yes,yes,,flat
423,Mami,9.92,female,Labrador Retriever Mix,2011-06-18,2011-06-18,2011-06-19,brown and white,short,large,yes,,yes,yes,yes,yes,,garden
346,Zorró,10.0,male,Greyhound Mix,2009-11-16,2009-11-16,2011-06-18,black and white,long,medium,yes,,yes,yes,yes,yes,,both flat and garden
410,Jázmin,9.58,female,German Shepherd Dog Mix,2011-06-07,2011-06-07,2011-06-19,tricolor,short,large,yes,,yes,yes,yes,yes,,garden
344,Roxi,12.17,female,Unknown Mix,2009-03-04,2009-03-04,2011-06-18,black and tan,long,medium,yes,,yes,yes,,,,both flat and garden
415,Bubu,9.92,male,Terrier Mix,2011-05-25,2011-05-25,2011-06-19,black and brown,long,medium,,,yes,yes,no,no,no,garden
262,Cifra,8.58,female,Unknown Mix,2011-06-10,2011-07-22,2011-06-22,gray and white,medium,medium,,,yes,yes,yes,yes,,both flat and garden
424,Bogrács,14.92,male,Dachshund,2011-06-19,2011-06-19,2011-06-19,brown,short,small,,,yes,yes,yes,yes,,both flat and garden
16,Lédike,11.42,female,Unknown Mix,2011-04-01,2011-04-01,2011-06-29,dotted,medium,small,,yes,yes,yes,yes,yes,yes,both flat and garden
266,Nimród,11.5,male,Labrador Retriever Mix,2011-06-19,2011-06-23,2011-06-23,black,short,large,yes,yes,yes,yes,yes,yes,no,both flat and garden
162,Turbó,8.92,male,Dachshund Mix,2011-02-01,2011-02-01,2011-05-17,brown,short,small,no,no,no,no,yes,yes,,both flat and garden
226,Muci,10.08,female,Belgian Sheepdog Mix,2011-04-26,2011-06-07,2011-05-07,red,long,medium,,,yes,yes,yes,yes,,both flat and garden
1347,Márton,10.75,male,Unknown Mix,2010-10-15,2010-10-15,2011-05-22,black,long,large,yes,,yes,yes,,yes,,garden
227,Pászka,17.92,female,Unknown Mix,2011-03-20,2011-06-07,2011-05-08,red,short,medium,,,yes,yes,yes,yes,,both flat and garden
9,Panka,9.92,female,Fox Terrier,2011-03-05,2011-03-05,2011-05-03,spotty,short,small,,yes,yes,yes,yes,yes,yes,flat
98,Bundás,12.58,male,Unknown Mix,2011-01-01,2011-01-12,2011-04-18,yellow-brown,short,small,,,yes,,no,no,,both flat and garden
228,Pita,9.67,female,Unknown Mix,2011-04-15,2011-06-08,2011-05-08,red and white,short,medium,yes,,yes,yes,yes,yes,,both flat and garden
300,Lasszó,9.42,male,Unknown Mix,2010-09-02,2010-09-02,2011-05-07,black,medium,medium,yes,,yes,yes,,yes,,both flat and garden
390,Pajti,13.92,male,German Shepherd Dog Mix,2011-04-25,2011-04-25,2011-05-03,saddle back,short,medium,,,yes,yes,yes,yes,yes,both flat and garden
380,Zepter Molli,13.58,female,Unknown Mix,2011-05-01,2011-05-01,2011-05-01,brown,short,large,yes,,yes,yes,yes,,,garden
827,Chili,12.92,female,Siberian Husky Mix,2011-04-18,2011-04-18,2011-04-22,gray and white,short,medium,yes,yes,yes,yes,yes,yes,no,flat
318,Happy,12.33,male,"Dachshund, German Shepherd Dog Mix",2008-05-10,2008-05-10,2011-05-20,wild boar,medium,medium,yes,,yes,yes,yes,yes,,both flat and garden
245,Pityus,18.5,male,Unknown Mix,2011-05-24,2011-07-01,2011-06-01,red,short,medium,,,yes,,,yes,,both flat and garden
324,Zorán,10.75,male,Vizsla Mix,2009-11-12,2009-11-12,2011-05-26,black,short,medium,no,,yes,yes,yes,yes,,both flat and garden
315,Galagonya,13.33,male,Staffordshire Terrier Mix,2008-03-06,2008-03-06,2011-05-16,striped,short,medium,yes,,yes,yes,no,yes,,flat
319,Tobi,13.42,male,"German Shepherd Dog, Pinscher, Siberian Husky Mix",2007-07-29,2007-07-29,2011-05-22,black and brown,short,large,no,,yes,yes,yes,yes,,garden
303,Jenny,11.08,female,Dachshund Mix,2010-06-07,2010-06-07,2011-05-12,yellow,short,small,yes,,yes,yes,yes,yes,,both flat and garden
325,Böbe,10.75,female,Dachshund Mix,2011-02-03,2011-02-03,2011-05-26,tricolor,long,small,yes,,yes,yes,yes,yes,,flat
160,Roni,9.5,female,Dachshund Mix,2011-03-01,2011-03-01,2011-05-17,brown,short,small,no,,yes,yes,yes,yes,,garden
393,Fipsz,11.92,male,Labrador Retriever Mix,2011-05-02,2011-05-02,2011-05-03,black and brown,medium,medium,,,yes,yes,yes,yes,,both flat and garden
234,Timo,14.0,male,Transylvanian Hound Mix,2007-11-18,2007-11-18,2011-03-26,black and brown,short,medium,no,,yes,yes,,,,
47,Dennis,10.75,male,Unknown Mix,2011-03-14,2011-03-15,2011-03-15,white,medium,large,no,,yes,,yes,yes,,garden
214,Árnyék,10.08,female,Unknown Mix,2011-03-27,2011-04-11,2011-04-11,black,short,medium,yes,yes,yes,,yes,yes,,both flat and garden
1868,Csubi,12.08,male,"Labrador Retriever, Vizsla Mix",2010-06-20,2010-06-20,2011-03-30,brown,short,medium,yes,,,yes,yes,yes,yes,
280,Melinda,12.17,female,Unknown Mix,2009-07-01,2009-07-01,2011-04-16,wild boar,short,medium,yes,,yes,yes,yes,yes,,
271,Trisztán,12.25,male,Unknown Mix,2008-11-12,2008-11-12,2011-04-16,tricolor,short,medium,yes,,,yes,yes,yes,,flat
142,Benõ,9.75,male,Unknown Mix,2010-04-01,2010-04-01,2011-03-31,black,wirehaired,medium,no,,yes,,yes,yes,,garden
12,Bogáncs,10.25,male,Puli Mix,2011-02-26,2011-02-26,2011-04-14,black,medium,medium,,,,,,,,
58,Szultán,18.67,male,German Shepherd Dog Mix,2011-02-01,2011-02-01,2011-03-26,sable,short,medium,,,,,,,,
270,Leila,12.5,female,Unknown Mix,2007-06-01,2007-06-01,2011-04-12,white,short,large,yes,,yes,yes,yes,yes,,
20,Bob,11.92,male,Unknown Mix,2010-08-30,2010-08-30,2011-04-14,brown,short,large,,,,,,,,
141,Bátor,9.75,male,Unknown Mix,2010-04-01,2010-04-01,2011-03-31,black,short,medium,no,,yes,,yes,yes,,garden
1000,Bronco,9.5,male,Unknown Mix,2010-08-01,2010-08-01,2011-03-15,black,short,medium,yes,,yes,yes,yes,yes,,garden
346,Kevin,13.58,male,Unknown Mix,2011-03-27,2011-03-27,2011-03-29,black and white,short,large,,,yes,yes,,yes,,garden
266,Katrina,14.75,female,Unknown Mix,2010-10-05,2010-10-05,2011-04-10,striped,short,medium,yes,,yes,yes,yes,yes,,
218,Jagd Terrier Keverék Kölykök,8.83,female,Jagd Terrier Mix,2011-04-13,2011-04-13,2011-04-14,black and tan,short,medium,,,yes,yes,yes,yes,,both flat and garden
328,Csörfös,10.92,female,Rhodesian Ridgeback Mix,2011-03-14,2011-03-14,2011-03-15,brown,short,large,yes,,yes,yes,yes,yes,,garden
347,Morgan,10.75,male,Schnauzer Mix,2011-03-27,2011-03-27,2011-03-29,gray,wirehaired,medium,,,yes,yes,yes,yes,yes,garden
350,Karak,10.92,female,German Shepherd Dog Mix,2011-03-29,2011-03-29,2011-03-30,sable,short,large,yes,,yes,yes,yes,yes,yes,garden
212,Rozika,11.08,female,Unknown Mix,2011-03-27,2011-04-11,2011-04-11,black,short,medium,yes,yes,yes,,yes,yes,,both flat and garden
211,Héda,11.92,female,Unknown Mix,2008-04-01,2008-04-01,2011-03-14,yellow-brown,short,medium,yes,,yes,yes,yes,,,
198,Kaukázusi,13.75,female,Caucasian Ovtcharka,2011-03-07,2011-03-07,2011-03-07,brown,long,large,no,,,,,,,
702,Cecil,10.25,female,German Shepherd Dog Mix,2011-01-09,2011-01-09,2011-02-09,black and brown,short,large,,,,,,,,
236,Morris,10.92,male,Rottweiler Mix,2010-02-14,2010-02-14,2011-02-18,black and tan,short,large,,,yes,no,no,yes,no,garden
207,Igor,14.83,male,Unknown Mix,2008-02-03,2008-02-03,2011-02-01,brown,short,medium,no,yes,yes,,,yes,,garden
8,Gombi,9.83,male,Schnauzer Mix,2010-11-05,2010-11-05,2011-03-07,wild boar,wirehaired,medium,,,,,,,,
7,Lujzika,9.83,female,Fox Terrier Mix,2010-11-05,2011-03-04,2011-03-04,tricolor,wirehaired,small,no,yes,yes,yes,yes,yes,yes,flat
240,Bob,10.92,male,Hungarian Vizsla Mix,2010-12-11,2010-12-11,2011-02-18,red,short,large,,,yes,yes,no,no,no,garden
990,Velence,12.83,female,Unknown Mix,2011-01-02,2011-01-02,2011-02-02,tricolor,short,medium,yes,,yes,,yes,,,both flat and garden
212,Hessy,12.0,female,Unknown Mix,2008-05-01,2008-05-01,2011-03-14,yellow-brown,short,medium,yes,,yes,yes,yes,yes,,
717,Mozes,11.42,male,Unknown Mix,2011-02-22,2011-02-22,2011-03-08,white,medium,small,no,,,,,,,
298,Buksi,16.08,male,German Shepherd Dog,2011-03-01,2011-03-01,2011-03-01,sable,medium,large,,,yes,,no,no,,both flat and garden
44,Tangó,10.83,male,Unknown Mix,2011-01-15,2011-02-11,2011-02-13,red,short,small,no,,yes,,yes,yes,,flat
206,Solt,11.0,male,"Setter, Spaniel, Terrier Mix",2009-01-05,2009-01-05,2011-03-14,striped,medium,medium,no,,yes,yes,,yes,,both flat and garden
187,Olga,9.42,female,German Shepherd Dog Mix,2011-02-01,2011-02-02,2011-02-02,brown,medium,large,,yes,yes,yes,yes,yes,,both flat and garden
286,Pötyi,15.25,male,Cane Corso Mix,2011-02-27,2011-02-27,2011-02-27,yellow-brown,short,large,,,yes,,no,,no,garden
814,Adria,11.75,female,Dachshund Mix,2011-02-27,2011-02-27,2011-03-04,black and brown,short,medium,yes,yes,yes,yes,yes,no,no,both flat and garden
992,Brad/Babóka,9.67,male,Unknown Mix,2010-07-05,2010-07-05,2011-02-03,yellow-brown,short,medium,no,yes,yes,yes,yes,yes,,both flat and garden
291,Tyson,10.17,male,Rottweiler Mix,2011-02-20,2011-02-20,2011-03-01,black and tan,short,large,,,yes,,no,no,no,garden
1272,Zsuzsi,12.17,female,Fox Terrier Mix,2011-02-06,2011-02-06,2011-02-06,black and white,short,medium,yes,,yes,yes,yes,yes,,garden
198,Paca,9.0,male,Unknown Mix,2011-01-03,2011-01-03,2011-02-01,black and white,short,small,no,yes,yes,yes,yes,yes,yes,garden
995,Karcsi,9.25,male,Unknown Mix,2010-10-01,2010-10-01,2011-01-31,brown,medium,medium,no,no,yes,yes,yes,yes,yes,garden
201,Nusi,10.92,female,Unknown Mix,2011-01-03,2011-01-03,2011-02-01,brown,short,medium,yes,yes,yes,yes,yes,yes,,garden
200,Lompos,10.92,male,Unknown Mix,2011-01-03,2011-01-03,2011-02-01,white,medium,medium,no,yes,yes,yes,yes,yes,,both flat and garden
185,Szilveszter,10.33,male,Hound Mix,2011-01-02,2011-01-31,2011-01-30,black and brown,short,large,,yes,yes,yes,yes,yes,,both flat and garden
195,Picur,9.25,female,Unknown Mix,2010-10-09,2010-10-09,2011-02-01,black,short,medium,yes,yes,yes,yes,yes,,yes,both flat and garden
204,Kicsi,10.17,female,Unknown Mix,2010-10-03,2010-10-03,2011-02-01,brown,medium,small,yes,yes,yes,yes,yes,yes,,both flat and garden
206,Zita,10.5,female,Unknown Mix,2010-10-03,2010-10-03,2011-02-01,black,short,medium,yes,yes,yes,yes,yes,yes,,both flat and garden
196,Tücsök,11.83,female,Unknown Mix,2010-04-03,2010-04-03,2011-02-01,black and white,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden
997,Van Gogh,13.92,male,Bearded Collie Mix,2010-02-01,2010-02-01,2011-01-31,black and white,short,medium,yes,no,yes,yes,yes,yes,,garden
183,Bogica,10.83,female,Pumi Mix,2011-01-20,2011-01-31,2011-01-30,black,medium,medium,,yes,yes,yes,yes,yes,,both flat and garden
194,Picur,9.25,female,Unknown Mix,2010-10-09,2010-10-09,2011-02-01,black,short,medium,yes,yes,yes,yes,yes,,yes,both flat and garden
197,Vidor,9.08,male,Unknown Mix,2010-12-03,2010-12-03,2011-02-01,yellow-brown,short,small,no,yes,yes,yes,yes,yes,yes,garden
199,Mázas,9.25,female,Unknown Mix,2010-11-03,2010-11-03,2011-02-01,brown,medium,small,no,yes,yes,yes,yes,yes,yes,flat
182,Albert,9.5,male,Bernese Mountain Dog Mix,2011-01-21,2011-01-31,2011-01-30,black and white,long,medium,,yes,yes,yes,yes,yes,,both flat and garden
203,Gigi,9.92,female,Unknown Mix,2011-01-03,2011-01-03,2011-02-01,white,short,medium,yes,yes,yes,yes,yes,yes,,garden
184,Bojszi,11.83,male,Unknown Mix,2010-11-02,2011-01-31,2011-01-30,brown,short,large,,yes,yes,yes,yes,yes,,both flat and garden
205,Zoé,11.92,female,German Shepherd Dog Mix,2010-11-03,2010-11-03,2011-02-01,brown,short,medium,yes,yes,yes,yes,yes,yes,,garden
996,Kata,9.25,female,Unknown Mix,2010-10-01,2010-10-01,2011-01-31,apricot,short,medium,,no,yes,yes,yes,yes,yes,garden
202,Gigi,9.92,female,Unknown Mix,2011-01-03,2011-01-03,2011-02-01,white,short,medium,yes,yes,yes,yes,yes,yes,,garden
672,Lina,10.92,female,Unknown Mix,2010-05-01,2010-05-01,2011-01-07,apricot,short,small,,,,,,,,
191,Ramszesz,17.83,male,Unknown Mix,2010-10-03,2010-10-03,2011-01-04,brown,short,medium,no,,,,,,,garden
681,Talált Kuvasz,11.83,male,Kuvasz,2011-01-20,2011-01-20,2011-01-24,white,medium,large,no,,,,,,,
196,Portás,10.92,male,Hound Mix,2010-12-25,2010-12-25,2011-01-11,sable,short,large,,,yes,,,,,
194,Gentleman,14.92,male,Unknown Mix,2010-12-25,2010-12-25,2011-01-11,saddle back,short,large,,,yes,no,no,yes,,garden
673,Dora,9.5,female,Unknown Mix,2010-10-10,2010-10-10,2011-01-07,brown,medium,medium,,,,,,,,
679,Virág,10.83,female,Unknown Mix,2011-01-20,2011-01-20,2011-01-23,yellow,short,medium,no,,,,,,,
179,Konrád,12.33,male,Unknown Mix,2010-10-15,2010-10-15,2011-01-22,black,short,medium,,yes,yes,yes,yes,yes,,both flat and garden
664,Zsuzsi,9.92,female,Terrier Mix,2010-09-20,2010-09-20,2011-01-04,apricot,short,large,,,,,,,,
189,Bori,10.5,female,"German Shepherd Dog, Rottweiler Mix",2010-10-03,2010-10-03,2011-01-04,brown,short,medium,no,yes,,,,,,garden
687,Dragon,10.25,male,German Shepherd Dog Mix,2011-01-09,2011-01-09,2011-01-25,yellow-brown,short,large,no,,,,no,,,
192,Tangó,19.83,male,Staffordshire Terrier Mix,2010-10-03,2010-10-03,2011-01-04,apricot,short,medium,,,,,,,,garden
190,Leila,10.33,female,Siberian Husky Mix,2010-10-03,2010-10-03,2011-01-04,brown,short,medium,yes,,,,yes,,,garden
193,Rex,11.0,male,German Shepherd Dog,2010-11-03,2010-11-03,2011-01-04,brown,short,medium,no,,,,,,,garden
188,Blanka,11.92,female,Unknown Mix,2010-10-03,2010-10-03,2011-01-04,black and brown,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden
685,Morcos,10.83,male,Unknown Mix,2011-01-20,2011-01-20,2011-01-25,black and brown,short,medium,,,,,,,,
191,Bart,13.92,male,Dachshund Mix,2010-12-30,2010-12-30,2011-01-11,sable,short,small,,,yes,,no,yes,,both flat and garden
802,Brikett,9.83,male,Mudi Mix,2011-01-17,2011-01-17,2011-01-25,black,short,medium,yes,yes,yes,yes,,,no,both flat and garden
692,Iván,10.75,male,Dachshund Mix,2009-03-01,2009-03-01,2011-01-25,black and white,short,small,no,,,,,,no,
697,Bundi,16.83,male,Puli Mix,2009-03-01,2009-03-01,2011-01-26,black and brown,long,medium,,,,,,,,
183,Csöpi,10.17,male,Unknown Mix,2010-11-03,2010-11-03,2010-12-20,brown,short,small,no,,yes,yes,yes,yes,yes,both flat and garden
167,Max,9.58,male,Unknown Mix,2010-12-06,2010-12-07,2010-12-06,black,short,medium,,yes,,,yes,yes,,both flat and garden
176,Mogyi,10.17,male,Unknown Mix,2010-11-03,2010-11-03,2010-12-20,brown,short,large,no,,yes,yes,,,,garden
182,Alfa,9.67,female,Unknown Mix,2010-11-03,2010-11-03,2010-12-20,yellow,wirehaired,medium,yes,,,yes,yes,yes,yes,garden
178,Sörét,10.5,male,Adoptable From:,2010-09-03,2010-09-03,2010-12-20,black,short,large,no,yes,yes,,,yes,,garden
186,Casper,11.0,male,"German Shepherd Dog, Siberian Husky Mix",2010-09-06,2010-09-06,2010-12-03,gray and white,medium,large,,,yes,no,,,,garden
187,Blanka,11.92,female,Unknown Mix,2010-10-03,2010-10-03,2011-01-04,black and brown,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden
181,Fáraó,15.67,male,Unknown Mix,2010-08-03,2010-08-03,2010-12-20,brown,short,medium,no,,,,,yes,,garden
179,Maci,15.67,male,Unknown Mix,2010-10-03,2010-10-03,2010-12-20,black,medium,medium,no,,,,,yes,,garden
185,Fleki,10.17,female,Unknown Mix,2009-11-03,2009-11-03,2011-01-04,yellow,short,medium,yes,,,yes,,,,garden
534,Rulett,9.33,male,Unknown Mix,2010-10-10,2010-10-10,2010-12-20,striped,short,large,no,no,yes,yes,yes,yes,yes,both flat and garden
104,Mazsola,10.08,male,Unknown Mix,2010-04-01,2010-04-01,2010-11-21,brown,short,medium,no,,yes,,yes,yes,,garden
177,Löncs,9.17,male,Unknown Mix,2010-12-03,2010-12-03,2010-12-20,golden,short,small,no,yes,yes,yes,yes,yes,yes,both flat and garden
186,Fleki,10.17,female,Unknown Mix,2009-11-03,2009-11-03,2011-01-04,yellow,short,medium,yes,,,yes,,,,garden
180,Szöcske,10.08,male,Unknown Mix,2010-10-03,2010-10-03,2010-12-20,brown,short,medium,no,,,,,yes,,garden
96,Negró,10.0,female,Unknown Mix,2010-06-01,2010-06-01,2010-11-21,black,short,medium,yes,,yes,yes,yes,yes,,garden
184,Dalma,9.92,female,Unknown Mix,2010-02-03,2010-02-03,2010-12-20,brown,short,medium,yes,,,,yes,,,garden
166,Gréta,10.5,female,Unknown Mix,2010-12-01,2010-12-07,2010-12-06,black,short,medium,,yes,yes,yes,yes,yes,,both flat and garden
656,Cindy,9.58,female,Pekingese Mix,2010-11-25,2010-11-25,2011-01-03,brown and white,long,small,,,,,,,,
158,Sári,19.0,female,Poodle Mix,2010-11-27,2010-12-03,2010-12-02,black,medium,small,,yes,yes,yes,yes,yes,,flat
166,Szutyi,11.33,female,Unknown Mix,2009-04-03,2009-04-03,2010-11-18,black,short,medium,,yes,yes,,yes,yes,,both flat and garden
174,Kullancs,9.75,female,Unknown Mix,2010-10-03,2010-10-03,2010-11-18,golden,short,small,,yes,yes,,yes,yes,,garden
175,Leila,10.33,female,Unknown Mix,2010-10-03,2010-10-03,2010-11-18,brown,short,medium,yes,,,,,,,garden
169,Kokszos,10.33,male,Unknown Mix,2010-10-03,2010-10-03,2010-11-18,apricot,short,medium,,,,,,,,garden
173,Totó,10.17,female,Unknown Mix,2010-10-03,2010-10-03,2010-11-18,black,short,medium,yes,yes,,yes,yes,yes,,garden
73,Vizsi,11.0,female,Hungarian Vizsla Mix,2009-02-01,2009-02-01,2010-11-20,brown,wirehaired,medium,yes,,yes,,yes,yes,,garden
72,Bobby,10.5,male,Schnauzer Mix,2010-04-09,2010-04-09,2010-11-20,black,wirehaired,medium,no,,yes,,no,yes,,garden
8,Gemma,11.0,female,Unknown Mix,2010-06-10,2010-06-10,2010-11-19,tricolor,medium,large,,,yes,,yes,yes,,both flat and garden
168,Bársony,11.33,male,Unknown Mix,2010-02-03,2010-02-03,2010-11-18,apricot,short,medium,,yes,yes,,,,,
7,Mimi,10.42,female,Unknown Mix,2009-09-05,2009-09-05,2010-11-19,tricolor,short,medium,,,yes,,yes,yes,yes,
171,Liliom,9.5,female,Unknown Mix,2010-10-03,2010-10-03,2010-11-18,white,short,medium,yes,,,yes,yes,yes,,garden
4,Bambi,11.0,female,Unknown Mix,2010-11-10,2010-11-10,2010-11-16,golden,short,large,,,yes,,yes,yes,,
80,Sissy,10.0,female,Unknown Mix,2010-03-08,2010-03-08,2010-11-20,black,short,medium,yes,,yes,yes,yes,yes,,garden
172,Mazsola,9.83,female,Unknown Mix,2010-10-03,2010-10-03,2010-11-18,brown,short,large,yes,,,,,,,garden
167,Elza,9.17,female,Unknown Mix,2010-11-03,2010-11-03,2010-11-18,apricot,short,medium,,yes,yes,,yes,yes,,garden
170,Töki,12.92,male,Unknown Mix,2010-10-03,2010-10-03,2010-11-18,golden,short,medium,yes,yes,yes,,,yes,,garden
93,Panni,11.0,female,Dachshund Mix,2009-05-01,2009-05-01,2010-11-21,black,short,small,yes,,yes,yes,yes,yes,,garden
91,Pletyka,9.75,female,Unknown Mix,2010-05-01,2010-05-01,2010-11-21,black,medium,medium,yes,,yes,yes,no,no,,garden
165,Endi,10.08,male,Unknown Mix,2010-10-03,2010-10-03,2010-11-18,black,short,medium,,,yes,yes,yes,yes,no,garden
92,Picuri,10.25,female,Unknown Mix,2009-12-01,2009-12-01,2010-11-21,black,short,small,yes,,yes,,yes,yes,,both flat and garden
164,Csimbók,9.92,male,Puli Mix,2010-10-03,2010-10-03,2010-11-09,black,long,medium,no,no,yes,yes,yes,yes,,both flat and garden
3,Zsanett,9.5,female,Unknown Mix,2010-11-10,2010-11-10,2010-11-16,golden,medium,medium,,,yes,,yes,yes,,
77,Sunyi,14.08,male,Spaniel Mix,2009-10-29,2009-10-29,2010-11-10,black and brown,medium,medium,no,no,yes,no,no,yes,,both flat and garden
93,Macika,19.08,female,Unknown Mix,2010-03-17,2010-03-17,2010-11-10,striped,medium,large,,,yes,yes,yes,yes,,
80,Kókusz,13.08,male,Unknown Mix,2010-02-21,2010-02-21,2010-11-10,black,short,medium,,,,,,,,both flat and garden
74,Dízel,12.08,male,Unknown Mix,2009-09-18,2009-09-18,2010-11-10,black and brown,short,medium,,,yes,,no,no,,both flat and garden
92,Jaco,15.08,male,German Shepherd Dog Mix,2010-03-13,2010-03-13,2010-11-10,sable,short,large,,,yes,yes,yes,yes,,garden
88,Apolló,12.08,male,Unknown Mix,2010-03-09,2010-03-09,2010-11-10,yellow-brown,short,large,,,yes,,,,,both flat and garden
87,Spanó,13.08,male,Golden Retriever Mix,2010-03-14,2010-03-14,2010-11-10,golden,medium,medium,,,,,,,,both flat and garden
95,Buksi,15.08,male,Puli Mix,2010-04-18,2010-04-18,2010-11-10,black,long,medium,,,yes,,,,,both flat and garden
70,Báró,13.92,male,Rottweiler Mix,2007-12-17,2007-12-17,2010-11-10,black and tan,short,large,no,,yes,no,no,yes,,both flat and garden
76,Joker,12.08,male,Unknown Mix,2009-09-04,2009-09-04,2010-11-10,yellow-brown,short,large,,,yes,no,no,no,no,both flat and garden
119,Brúnó,11.08,male,Terrier Mix,2010-11-07,2010-11-07,2010-11-11,yellow-brown,wirehaired,medium,,,yes,,,,,both flat and garden
146,Fanny,14.08,female,Collie Mix,2010-11-01,2010-11-01,2010-11-13,brown and white,medium,large,yes,,yes,,yes,yes,yes,both flat and garden
86,Boni,12.08,male,Jagd Terrier,2010-03-06,2010-03-06,2010-11-10,sable,short,small,,,yes,,,,,both flat and garden
133,Brúnó,12.08,male,Labrador Retriever Mix,2010-06-06,2010-06-06,2010-11-11,black,short,large,,,yes,,,,,both flat and garden
72,Sárkány,12.25,male,German Shepherd Dog Mix,2009-09-06,2009-09-06,2010-11-10,sable,short,large,,,yes,,no,no,,garden
146,Hubertus,10.08,male,"German Pointer, Staffordshire Terrier Mix",2010-10-29,2010-11-12,2010-11-11,golden,short,large,,yes,yes,yes,yes,yes,yes,both flat and garden
75,Kópé,14.08,male,German Shepherd Dog Mix,2009-10-01,2009-10-01,2010-11-10,yellow-brown,short,large,,,yes,,no,,,both flat and garden
1,"""Perdido""",12.0,male,Collie Mix,2010-11-14,2010-11-14,2010-11-15,brown and white,medium,medium,,,,,,,,
313,Zsebi,9.17,female,Unknown Mix,2010-11-06,2010-11-06,2010-11-08,apricot,short,medium,no,,,,,,,both flat and garden
654,Rita,18.83,female,Unknown Mix,2010-09-29,2010-09-29,2010-10-26,black and white,medium,small,,,,,,,,
149,Kölyök,9.33,female,German Shepherd Dog Mix,2010-10-03,2010-10-03,2010-10-21,black and brown,short,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden
