location_name,data_date,submitted_date,Province,District,malaria_rdt_0-4,malaria_rdt_5-14,malaria_rdt_15,malaria_tot,newid
Facility 40,2020-06-30,2020-07-01,North,Barnard,30,9,20,59,40
Facility 58,2020-06-28,2020-07-01,North,Spring,NA,NA,NA,NA,58
Facility 38,2020-06-22,2020-07-01,North,Bolo,5,5,12,22,38
Facility 31,2020-06-30,2020-07-01,North,Dingo,1,1,4,6,31
Facility 22,2020-06-30,2020-07-01,North,Bolo,13,2,15,30,22
Facility 38,2020-06-24,2020-07-01,North,Bolo,8,3,6,17,38
Facility 24,2020-06-29,2020-07-01,North,Bolo,10,9,20,39,24
Facility 38,2020-06-27,2020-07-01,North,Bolo,7,6,12,25,38
Facility 24,2020-06-30,2020-07-01,North,Bolo,5,5,25,35,24
Facility 23,2020-06-30,2020-07-01,North,Dingo,0,0,0,0,23
Facility 24,2020-06-28,2020-07-01,North,Bolo,17,22,30,69,24
Facility 38,2020-06-30,2020-07-01,North,Bolo,6,10,12,28,38
Facility 25,2020-06-30,2020-07-01,North,Bolo,5,2,8,15,25
Facility 3,2020-07-01,2020-07-01,North,Dingo,NA,NA,NA,NA,3
Facility 27,2020-06-30,2020-07-01,North,Spring,NA,NA,NA,NA,27
Facility 24,2020-06-16,2020-07-01,North,Bolo,15,10,22,47,24
Facility 39,2020-06-28,2020-07-01,North,Spring,NA,NA,NA,NA,39
Facility 39,2020-06-27,2020-07-01,North,Spring,NA,NA,NA,NA,39
Facility 24,2020-06-17,2020-07-01,North,Bolo,12,11,28,51,24
Facility 36,2020-06-30,2020-06-30,North,Dingo,11,7,10,28,36
Facility 4,2020-06-30,2020-06-30,North,Bolo,31,22,9,62,4
Facility 34,2020-06-30,2020-06-30,North,Dingo,10,9,12,31,34
Facility 34,2020-06-28,2020-06-30,North,Dingo,7,6,11,24,34
Facility 34,2020-06-27,2020-06-30,North,Dingo,11,7,25,43,34
Facility 34,2020-06-24,2020-06-30,North,Dingo,13,9,6,28,34
Facility 34,2020-06-23,2020-06-30,North,Dingo,6,2,11,19,34
Facility 34,2020-06-22,2020-06-30,North,Dingo,9,2,22,33,34
Facility 34,2020-06-21,2020-06-30,North,Dingo,7,7,6,20,34
Facility 34,2020-06-20,2020-06-30,North,Dingo,18,11,16,45,34
Facility 34,2020-06-16,2020-06-30,North,Dingo,5,7,5,17,34
Facility 34,2020-06-15,2020-06-30,North,Dingo,4,11,14,29,34
Facility 48,2020-06-29,2020-06-30,North,Dingo,0,0,0,0,48
Facility 29,2020-06-29,2020-06-30,North,Dingo,0,0,0,0,29
Facility 40,2020-06-29,2020-06-30,North,Barnard,4,5,5,14,40
Facility 25,2020-06-28,2020-06-30,North,Bolo,2,4,1,7,25
Facility 10,2020-06-26,2020-06-30,North,Bolo,0,4,17,21,10
Facility 10,2020-06-25,2020-06-30,North,Bolo,0,0,8,8,10
Facility 31,2020-06-28,2020-06-30,North,Dingo,6,4,7,17,31
Facility 15,2020-06-29,2020-06-30,North,Barnard,NA,NA,NA,NA,15
Facility 30,2020-06-22,2020-06-30,North,Bolo,0,0,0,0,30
Facility 30,2020-06-21,2020-06-30,North,Bolo,0,0,0,0,30
Facility 30,2020-06-20,2020-06-30,North,Bolo,0,0,0,0,30
Facility 30,2020-06-19,2020-06-30,North,Bolo,0,0,0,0,30
Facility 30,2020-06-18,2020-06-30,North,Bolo,0,0,0,0,30
Facility 30,2020-06-17,2020-06-30,North,Bolo,0,0,0,0,30
Facility 21,2020-06-30,2020-06-30,North,Bolo,38,10,4,52,21
Facility 21,2020-06-30,2020-06-30,North,Bolo,38,10,4,52,21
Facility 55,2020-06-29,2020-06-30,North,Bolo,2,8,10,20,55
Facility 55,2020-06-28,2020-06-30,North,Bolo,11,3,28,42,55
Facility 37,2020-06-30,2020-06-30,North,Bolo,6,1,17,24,37
Facility 53,2020-06-28,2020-06-30,North,Bolo,7,12,14,33,53
Facility 26,2020-06-29,2020-06-30,North,Bolo,0,0,0,0,26
Facility 23,2020-06-28,2020-06-30,North,Dingo,NA,NA,NA,NA,23
Facility 41,2020-06-29,2020-06-30,North,Barnard,6,7,19,32,41
Facility 27,2020-06-29,2020-06-30,North,Spring,NA,NA,NA,NA,27
Facility 3,2020-07-08,2020-07-08,North,Dingo,10,7,10,27,3
Facility 51,2020-07-07,2020-07-08,North,Spring,18,15,27,60,51
Facility 24,2020-07-07,2020-07-08,North,Bolo,20,10,39,69,24
Facility 23,2020-07-07,2020-07-08,North,Dingo,7,9,4,20,23
Facility 11,2020-07-07,2020-07-08,North,Spring,62,41,49,152,11
Facility 25,2020-07-07,2020-07-08,North,Bolo,3,1,9,13,25
Facility 26,2020-07-07,2020-07-08,North,Bolo,4,6,7,17,26
Facility 22,2020-07-07,2020-07-08,North,Bolo,4,2,11,17,22
Facility 48,2020-07-07,2020-07-08,North,Dingo,12,9,17,38,48
Facility 41,2020-07-07,2020-07-08,North,Barnard,0,2,0,2,41
Facility 2,2020-06-29,2020-06-30,North,Bolo,0,0,0,0,2
Facility 3,2020-06-30,2020-06-30,North,Dingo,NA,NA,NA,NA,3
Facility 2,2020-06-28,2020-06-30,North,Bolo,20,35,39,94,2
Facility 19,2020-06-27,2020-06-29,North,Bolo,24,12,19,55,19
Facility 19,2020-06-27,2020-06-29,North,Bolo,24,12,19,55,19
Facility 36,2020-06-29,2020-06-29,North,Dingo,NA,NA,NA,NA,36
Facility 19,2020-06-26,2020-06-29,North,Bolo,19,9,38,66,19
Facility 19,2020-06-25,2020-06-29,North,Bolo,20,13,14,47,19
Facility 19,2020-06-24,2020-06-29,North,Bolo,13,7,11,31,19
Facility 29,2020-06-28,2020-06-29,North,Dingo,NA,NA,NA,NA,29
Facility 37,2020-06-29,2020-06-29,North,Bolo,7,6,13,26,37
Facility 35,2020-06-29,2020-06-29,North,Spring,NA,NA,NA,NA,35
Facility 60,2020-06-28,2020-06-29,North,Bolo,14,8,27,49,60
Facility 26,2020-06-28,2020-06-29,North,Bolo,4,1,10,15,26
Facility 51,2020-06-28,2020-06-29,North,Spring,NA,NA,NA,NA,51
Facility 21,2020-06-29,2020-06-29,North,Bolo,24,10,7,41,21
Facility 41,2020-06-28,2020-06-29,North,Barnard,10,4,12,26,41
Facility 4,2020-06-28,2020-06-28,North,Bolo,23,31,9,63,4
Facility 36,2020-06-28,2020-06-28,North,Dingo,NA,NA,NA,NA,36
Facility 4,2020-06-25,2020-06-28,North,Bolo,0,5,8,13,4
Facility 29,2020-06-27,2020-06-28,North,Dingo,NA,NA,NA,NA,29
Facility 50,2020-06-27,2020-06-28,North,Spring,NA,NA,NA,NA,50
Facility 10,2020-06-28,2020-06-28,North,Bolo,0,14,31,45,10
Facility 30,2020-06-16,2020-06-28,North,Bolo,0,0,0,0,30
Facility 35,2020-06-28,2020-06-28,North,Spring,NA,NA,NA,NA,35
Facility 58,2020-06-27,2020-06-28,North,Spring,NA,NA,NA,NA,58
Facility 35,2020-06-23,2020-06-23,North,Spring,NA,NA,NA,NA,35
Facility 10,2020-06-23,2020-06-23,North,Bolo,NA,NA,NA,NA,10
Facility 48,2020-06-22,2020-06-23,North,Dingo,NA,NA,NA,NA,48
Facility 3,2020-06-23,2020-06-23,North,Dingo,NA,NA,NA,NA,3
Facility 21,2020-06-23,2020-06-23,North,Bolo,NA,NA,NA,NA,21
Facility 49,2020-06-22,2020-06-23,North,Dingo,NA,NA,NA,NA,49
Facility 33,2020-06-22,2020-06-23,North,Barnard,5,3,4,12,33
Facility 59,2020-06-22,2020-06-23,North,Spring,NA,NA,NA,NA,59
Facility 7,2020-06-23,2020-06-23,North,Spring,NA,NA,NA,NA,7
Facility 13,2020-06-22,2020-06-23,North,Bolo,NA,NA,NA,NA,13
Facility 15,2020-06-23,2020-06-23,North,Barnard,NA,NA,NA,NA,15
Facility 51,2020-06-22,2020-06-23,North,Spring,NA,NA,NA,NA,51
Facility 23,2020-06-22,2020-06-23,North,Dingo,NA,NA,NA,NA,23
Facility 50,2020-06-22,2020-06-23,North,Spring,NA,NA,NA,NA,50
Facility 1,2020-06-22,2020-06-23,North,Spring,NA,NA,NA,NA,1
Facility 1,2020-06-21,2020-06-23,North,Spring,NA,NA,NA,NA,1
Facility 37,2020-06-23,2020-06-23,North,Bolo,NA,NA,NA,NA,37
Facility 58,2020-06-22,2020-06-23,North,Spring,NA,NA,NA,NA,58
Facility 25,2020-06-22,2020-06-23,North,Bolo,NA,NA,NA,NA,25
Facility 55,2020-06-22,2020-06-23,North,Bolo,NA,NA,NA,NA,55
Facility 42,2020-06-16,2020-06-23,North,Dingo,NA,NA,NA,NA,42
Facility 42,2020-06-15,2020-06-23,North,Dingo,NA,NA,NA,NA,42
Facility 32,2020-06-22,2020-06-23,North,Spring,NA,NA,NA,NA,32
Facility 42,2020-06-14,2020-06-23,North,Dingo,NA,NA,NA,NA,42
Facility 28,2020-06-22,2020-06-23,North,Spring,21,14,8,43,28
Facility 19,2020-06-21,2020-06-22,North,Bolo,NA,NA,NA,NA,19
Facility 36,2020-06-22,2020-06-22,North,Dingo,NA,NA,NA,NA,36
Facility 4,2020-06-22,2020-06-22,North,Bolo,NA,NA,NA,NA,4
Facility 9,2020-06-22,2020-06-22,North,Spring,NA,NA,NA,NA,9
Facility 9,2020-06-21,2020-06-22,North,Spring,NA,NA,NA,NA,9
Facility 9,2020-06-20,2020-06-22,North,Spring,NA,NA,NA,NA,9
Facility 9,2020-06-19,2020-06-22,North,Spring,NA,NA,NA,NA,9
Facility 9,2020-06-18,2020-06-22,North,Spring,NA,NA,NA,NA,9
Facility 9,2020-06-17,2020-06-22,North,Spring,NA,NA,NA,NA,9
Facility 9,2020-06-16,2020-06-22,North,Spring,NA,NA,NA,NA,9
Facility 9,2020-06-15,2020-06-22,North,Spring,NA,NA,NA,NA,9
Facility 9,2020-06-14,2020-06-22,North,Spring,NA,NA,NA,NA,9
Facility 9,2020-06-13,2020-06-22,North,Spring,NA,NA,NA,NA,9
Facility 9,2020-06-12,2020-06-22,North,Spring,NA,NA,NA,NA,9
Facility 35,2020-06-22,2020-06-22,North,Spring,NA,NA,NA,NA,35
Facility 9,2020-06-10,2020-06-22,North,Spring,NA,NA,NA,NA,9
Facility 28,2020-06-21,2020-06-22,North,Spring,27,20,25,72,28
Facility 28,2020-06-20,2020-06-22,North,Spring,46,11,44,101,28
Facility 51,2020-06-21,2020-06-22,North,Spring,NA,NA,NA,NA,51
Facility 10,2020-06-22,2020-06-22,North,Bolo,NA,NA,NA,NA,10
Facility 29,2020-06-21,2020-06-22,North,Dingo,NA,NA,NA,NA,29
Facility 14,2020-06-22,2020-06-22,North,Dingo,NA,NA,NA,NA,14
Facility 48,2020-06-21,2020-06-22,North,Dingo,NA,NA,NA,NA,48
Facility 25,2020-06-21,2020-06-22,North,Bolo,NA,NA,NA,NA,25
Facility 21,2020-06-22,2020-06-22,North,Bolo,NA,NA,NA,NA,21
Facility 58,2020-06-21,2020-06-22,North,Spring,NA,NA,NA,NA,58
Facility 58,2020-06-20,2020-06-22,North,Spring,NA,NA,NA,NA,58
Facility 36,2020-06-21,2020-06-22,North,Dingo,NA,NA,NA,NA,36
Facility 59,2020-06-21,2020-06-22,North,Spring,NA,NA,NA,NA,59
Facility 37,2020-06-22,2020-06-22,North,Bolo,NA,NA,NA,NA,37
Facility 8,2020-06-21,2020-06-22,North,Bolo,NA,NA,NA,NA,8
Facility 23,2020-06-21,2020-06-22,North,Dingo,NA,NA,NA,NA,23
Facility 13,2020-06-21,2020-06-22,North,Bolo,NA,NA,NA,NA,13
Facility 49,2020-06-21,2020-06-22,North,Dingo,NA,NA,NA,NA,49
Facility 33,2020-06-21,2020-06-22,North,Barnard,2,0,7,9,33
Facility 50,2020-06-21,2020-06-22,North,Spring,NA,NA,NA,NA,50
Facility 3,2020-06-22,2020-06-22,North,Dingo,NA,NA,NA,NA,3
Facility 55,2020-06-21,2020-06-22,North,Bolo,NA,NA,NA,NA,55
Facility 18,2020-06-21,2020-06-22,North,Bolo,NA,NA,NA,NA,18
Facility 41,2020-06-21,2020-06-22,North,Barnard,NA,NA,NA,NA,41
Facility 41,2020-06-20,2020-06-21,North,Barnard,NA,NA,NA,NA,41
Facility 5,2020-06-18,2020-06-21,North,Bolo,NA,NA,NA,NA,5
Facility 29,2020-06-20,2020-06-21,North,Dingo,NA,NA,NA,NA,29
Facility 5,2020-06-17,2020-06-21,North,Bolo,NA,NA,NA,NA,5
Facility 5,2020-06-16,2020-06-21,North,Bolo,NA,NA,NA,NA,5
Facility 4,2020-06-21,2020-06-21,North,Bolo,NA,NA,NA,NA,4
Facility 1,2020-06-20,2020-06-21,North,Spring,NA,NA,NA,NA,1
Facility 38,2020-06-21,2020-06-21,North,Bolo,NA,NA,NA,NA,38
Facility 35,2020-06-21,2020-06-21,North,Spring,NA,NA,NA,NA,35
Facility 38,2020-06-20,2020-06-21,North,Bolo,NA,NA,NA,NA,38
Facility 25,2020-06-20,2020-06-21,North,Bolo,NA,NA,NA,NA,25
Facility 10,2020-06-21,2020-06-21,North,Bolo,NA,NA,NA,NA,10
Facility 3,2020-06-21,2020-06-21,North,Dingo,NA,NA,NA,NA,3
Facility 48,2020-06-20,2020-06-21,North,Dingo,NA,NA,NA,NA,48
Facility 33,2020-06-20,2020-06-21,North,Barnard,NA,NA,NA,NA,33
Facility 8,2020-06-20,2020-06-21,North,Bolo,NA,NA,NA,NA,8
Facility 33,2020-06-19,2020-06-21,North,Barnard,NA,NA,NA,NA,33
Facility 15,2020-06-21,2020-06-21,North,Barnard,NA,NA,NA,NA,15
Facility 33,2020-06-18,2020-06-21,North,Barnard,NA,NA,NA,NA,33
Facility 13,2020-06-20,2020-06-21,North,Bolo,NA,NA,NA,NA,13
Facility 37,2020-06-21,2020-06-21,North,Bolo,NA,NA,NA,NA,37
Facility 19,2020-06-20,2020-06-21,North,Bolo,NA,NA,NA,NA,19
Facility 49,2020-06-20,2020-06-21,North,Dingo,NA,NA,NA,NA,49
Facility 23,2020-06-20,2020-06-21,North,Dingo,NA,NA,NA,NA,23
Facility 55,2020-06-20,2020-06-21,North,Bolo,NA,NA,NA,NA,55
Facility 7,2020-06-20,2020-06-21,North,Spring,NA,NA,NA,NA,7
Facility 18,2020-06-20,2020-06-21,North,Bolo,NA,NA,NA,NA,18
Facility 51,2020-06-20,2020-06-21,North,Spring,NA,NA,NA,NA,51
Facility 60,2020-06-19,2020-06-21,North,Bolo,NA,NA,NA,NA,60
Facility 50,2020-06-20,2020-06-21,North,Spring,NA,NA,NA,NA,50
Facility 2,2020-06-20,2020-06-21,North,Bolo,NA,NA,NA,NA,2
Facility 36,2020-06-20,2020-06-20,North,Dingo,NA,NA,NA,NA,36
Facility 14,2020-06-20,2020-06-20,North,Dingo,NA,NA,NA,NA,14
Facility 29,2020-06-19,2020-06-20,North,Dingo,NA,NA,NA,NA,29
Facility 4,2020-06-20,2020-06-20,North,Bolo,NA,NA,NA,NA,4
Facility 32,2020-06-20,2020-06-20,North,Spring,NA,NA,NA,NA,32
Facility 10,2020-06-20,2020-06-20,North,Bolo,NA,NA,NA,NA,10
Facility 10,2020-06-17,2020-06-20,North,Bolo,NA,NA,NA,NA,10
Facility 10,2020-06-04,2020-06-20,North,Bolo,NA,NA,NA,NA,10
Facility 35,2020-06-20,2020-06-20,North,Spring,NA,NA,NA,NA,35
Facility 19,2020-06-19,2020-06-20,North,Bolo,NA,NA,NA,NA,19
Facility 19,2020-06-18,2020-06-20,North,Bolo,NA,NA,NA,NA,19
Facility 19,2020-06-17,2020-06-20,North,Bolo,NA,NA,NA,NA,19
Facility 58,2020-06-19,2020-06-20,North,Spring,NA,NA,NA,NA,58
Facility 13,2020-06-19,2020-06-20,North,Bolo,NA,NA,NA,NA,13
Facility 21,2020-06-20,2020-06-20,North,Bolo,NA,NA,NA,NA,21
Facility 37,2020-06-20,2020-06-20,North,Bolo,NA,NA,NA,NA,37
Facility 23,2020-06-19,2020-06-20,North,Dingo,NA,NA,NA,NA,23
Facility 23,2020-06-17,2020-06-20,North,Dingo,NA,NA,NA,NA,23
Facility 23,2020-06-16,2020-06-20,North,Dingo,NA,NA,NA,NA,23
Facility 49,2020-06-19,2020-06-20,North,Dingo,NA,NA,NA,NA,49
Facility 15,2020-06-20,2020-06-20,North,Barnard,NA,NA,NA,NA,15
Facility 50,2020-06-19,2020-06-20,North,Spring,NA,NA,NA,NA,50
Facility 55,2020-06-19,2020-06-20,North,Bolo,NA,NA,NA,NA,55
Facility 55,2020-06-18,2020-06-20,North,Bolo,NA,NA,NA,NA,55
Facility 3,2020-06-20,2020-06-20,North,Dingo,NA,NA,NA,NA,3
Facility 55,2020-06-17,2020-06-20,North,Bolo,NA,NA,NA,NA,55
Facility 1,2020-06-19,2020-06-20,North,Spring,NA,NA,NA,NA,1
Facility 36,2020-06-19,2020-06-19,North,Dingo,NA,NA,NA,NA,36
Facility 36,2020-06-18,2020-06-19,North,Dingo,NA,NA,NA,NA,36
Facility 14,2020-06-19,2020-06-19,North,Dingo,NA,NA,NA,NA,14
Facility 29,2020-06-18,2020-06-19,North,Dingo,NA,NA,NA,NA,29
Facility 37,2020-06-19,2020-06-19,North,Bolo,NA,NA,NA,NA,37
Facility 35,2020-06-19,2020-06-19,North,Spring,NA,NA,NA,NA,35
Facility 49,2020-06-18,2020-06-19,North,Dingo,NA,NA,NA,NA,49
Facility 58,2020-06-18,2020-06-19,North,Spring,NA,NA,NA,NA,58
Facility 1,2020-06-18,2020-06-19,North,Spring,NA,NA,NA,NA,1
Facility 51,2020-06-18,2020-06-19,North,Spring,NA,NA,NA,NA,51
Facility 15,2020-06-19,2020-06-19,North,Barnard,NA,NA,NA,NA,15
Facility 50,2020-06-18,2020-06-19,North,Spring,NA,NA,NA,NA,50
Facility 26,2020-06-19,2020-06-19,North,Bolo,NA,NA,NA,NA,26
Facility 21,2020-06-19,2020-06-19,North,Bolo,NA,NA,NA,NA,21
Facility 3,2020-06-19,2020-06-19,North,Dingo,NA,NA,NA,NA,3
Facility 13,2020-06-18,2020-06-19,North,Bolo,NA,NA,NA,NA,13
Facility 13,2020-06-17,2020-06-19,North,Bolo,NA,NA,NA,NA,13
Facility 2,2020-06-18,2020-06-19,North,Bolo,NA,NA,NA,NA,2
Facility 41,2020-06-18,2020-06-19,North,Barnard,NA,NA,NA,NA,41
Facility 4,2020-06-18,2020-06-18,North,Bolo,NA,NA,NA,NA,4
Facility 4,2020-06-16,2020-06-18,North,Bolo,NA,NA,NA,NA,4
Facility 29,2020-06-17,2020-06-18,North,Dingo,NA,NA,NA,NA,29
Facility 58,2020-06-17,2020-06-18,North,Spring,NA,NA,NA,NA,58
Facility 58,2020-06-16,2020-06-18,North,Spring,NA,NA,NA,NA,58
Facility 15,2020-06-17,2020-06-18,North,Barnard,NA,NA,NA,NA,15
Facility 15,2020-06-18,2020-06-18,North,Barnard,NA,NA,NA,NA,15
Facility 33,2020-06-17,2020-06-18,North,Barnard,NA,NA,NA,NA,33
Facility 33,2020-06-16,2020-06-18,North,Barnard,NA,NA,NA,NA,33
Facility 35,2020-06-18,2020-06-18,North,Spring,NA,NA,NA,NA,35
Facility 19,2020-06-16,2020-06-18,North,Bolo,NA,NA,NA,NA,19
Facility 19,2020-06-15,2020-06-18,North,Bolo,NA,NA,NA,NA,19
Facility 1,2020-06-17,2020-06-18,North,Spring,NA,NA,NA,NA,1
Facility 14,2020-06-17,2020-06-18,North,Dingo,NA,NA,NA,NA,14
Facility 21,2020-06-18,2020-06-18,North,Bolo,NA,NA,NA,NA,21
Facility 37,2020-06-18,2020-06-18,North,Bolo,NA,NA,NA,NA,37
Facility 50,2020-06-17,2020-06-18,North,Spring,NA,NA,NA,NA,50
Facility 49,2020-06-17,2020-06-18,North,Dingo,NA,NA,NA,NA,49
Facility 51,2020-06-17,2020-06-18,North,Spring,NA,NA,NA,NA,51
Facility 3,2020-06-18,2020-06-18,North,Dingo,NA,NA,NA,NA,3
Facility 7,2020-06-17,2020-06-18,North,Spring,NA,NA,NA,NA,7
Facility 26,2020-06-18,2020-06-18,North,Bolo,NA,NA,NA,NA,26
Facility 43,2020-06-15,2020-06-18,North,Dingo,NA,NA,NA,NA,43
Facility 43,2020-06-14,2020-06-18,North,Dingo,NA,NA,NA,NA,43
Facility 43,2020-06-13,2020-06-18,North,Dingo,NA,NA,NA,NA,43
Facility 29,2020-06-16,2020-06-17,North,Dingo,NA,NA,NA,NA,29
Facility 36,2020-06-17,2020-06-17,North,Dingo,NA,NA,NA,NA,36
Facility 52,2020-06-15,2020-06-17,North,Bolo,NA,NA,NA,NA,52
Facility 52,2020-06-14,2020-06-17,North,Bolo,NA,NA,NA,NA,52
Facility 52,2020-06-13,2020-06-17,North,Bolo,NA,NA,NA,NA,52
Facility 52,2020-06-12,2020-06-17,North,Bolo,NA,NA,NA,NA,52
Facility 52,2020-06-11,2020-06-17,North,Bolo,NA,NA,NA,NA,52
Facility 52,2020-06-10,2020-06-17,North,Bolo,NA,NA,NA,NA,52
Facility 52,2020-06-09,2020-06-17,North,Bolo,NA,NA,NA,NA,52
Facility 52,2020-06-08,2020-06-17,North,Bolo,NA,NA,NA,NA,52
Facility 52,2020-06-07,2020-06-17,North,Bolo,NA,NA,NA,NA,52
Facility 52,2020-06-06,2020-06-17,North,Bolo,NA,NA,NA,NA,52
Facility 52,2020-06-05,2020-06-17,North,Bolo,NA,NA,NA,NA,52
Facility 52,2020-06-04,2020-06-17,North,Bolo,NA,NA,NA,NA,52
Facility 37,2020-06-17,2020-06-17,North,Bolo,NA,NA,NA,NA,37
Facility 60,2020-06-16,2020-06-17,North,Bolo,NA,NA,NA,NA,60
Facility 7,2020-06-15,2020-06-17,North,Spring,NA,NA,NA,NA,7
Facility 19,2020-06-14,2020-06-17,North,Bolo,NA,NA,NA,NA,19
Facility 51,2020-06-16,2020-06-17,North,Spring,NA,NA,NA,NA,51
Facility 19,2020-06-13,2020-06-17,North,Bolo,NA,NA,NA,NA,19
Facility 48,2020-06-16,2020-06-17,North,Dingo,NA,NA,NA,NA,48
Facility 3,2020-06-17,2020-06-17,North,Dingo,NA,NA,NA,NA,3
Facility 21,2020-06-17,2020-06-17,North,Bolo,NA,NA,NA,NA,21
Facility 23,2020-07-02,2020-07-04,North,Dingo,0,0,0,0,23
Facility 50,2020-07-03,2020-07-04,North,Spring,42,38,39,119,50
Facility 34,2020-06-13,2020-07-04,North,Dingo,5,4,10,19,34
Facility 23,2020-06-29,2020-07-04,North,Dingo,0,0,0,0,23
Facility 50,2020-07-02,2020-07-04,North,Spring,62,39,24,125,50
Facility 34,2020-07-03,2020-07-04,North,Dingo,0,0,0,0,34
Facility 34,2020-07-02,2020-07-04,North,Dingo,0,0,0,0,34
Facility 34,2020-06-29,2020-07-04,North,Dingo,0,0,0,0,34
Facility 34,2020-06-26,2020-07-04,North,Dingo,0,0,0,0,34
Facility 34,2020-06-25,2020-07-04,North,Dingo,0,0,0,0,34
Facility 34,2020-06-19,2020-07-04,North,Dingo,0,0,0,0,34
Facility 34,2020-06-18,2020-07-04,North,Dingo,0,0,0,0,34
Facility 34,2020-06-17,2020-07-04,North,Dingo,0,0,0,0,34
Facility 34,2020-06-12,2020-07-04,North,Dingo,0,0,0,0,34
Facility 34,2020-06-11,2020-07-04,North,Dingo,0,0,0,0,34
Facility 34,2020-06-10,2020-07-04,North,Dingo,9,7,10,26,34
Facility 34,2020-07-04,2020-07-04,North,Dingo,10,7,16,33,34
Facility 32,2020-06-30,2020-07-04,North,Spring,NA,NA,NA,NA,32
Facility 32,2020-06-28,2020-07-04,North,Spring,NA,NA,NA,NA,32
Facility 19,2020-07-03,2020-07-04,North,Bolo,0,0,93,93,19
Facility 19,2020-07-02,2020-07-04,North,Bolo,4,0,16,20,19
Facility 33,2020-07-03,2020-07-04,North,Barnard,0,0,0,0,33
Facility 33,2020-07-02,2020-07-04,North,Barnard,0,0,0,0,33
Facility 33,2020-07-01,2020-07-04,North,Barnard,4,5,5,14,33
Facility 22,2020-07-04,2020-07-04,North,Bolo,15,1,27,43,22
Facility 52,2020-06-17,2020-07-04,North,Bolo,15,22,34,71,52
Facility 52,2020-06-16,2020-07-04,North,Bolo,15,23,38,76,52
Facility 14,2020-06-28,2020-07-04,North,Dingo,10,4,9,23,14
Facility 13,2020-07-03,2020-07-04,North,Bolo,0,0,0,0,13
Facility 14,2020-06-27,2020-07-04,North,Dingo,5,9,17,31,14
Facility 13,2020-07-02,2020-07-04,North,Bolo,0,0,0,0,13
Facility 14,2020-06-23,2020-07-04,North,Dingo,12,5,4,21,14
Facility 14,2020-06-21,2020-07-04,North,Dingo,6,7,24,37,14
Facility 14,2020-06-16,2020-07-04,North,Dingo,8,11,28,47,14
Facility 14,2020-06-13,2020-07-04,North,Dingo,3,7,31,41,14
Facility 14,2020-06-10,2020-07-04,North,Dingo,7,5,33,45,14
Facility 10,2020-06-05,2020-07-04,North,Bolo,0,1,3,4,10
Facility 10,2020-06-06,2020-07-04,North,Bolo,0,3,23,26,10
Facility 14,2020-07-04,2020-07-04,North,Dingo,11,6,25,42,14
Facility 10,2020-06-07,2020-07-04,North,Bolo,0,0,5,5,10
Facility 50,2020-06-16,2020-06-17,North,Spring,NA,NA,NA,NA,50
Facility 41,2020-06-16,2020-06-17,North,Barnard,NA,NA,NA,NA,41
Facility 49,2020-06-16,2020-06-17,North,Dingo,NA,NA,NA,NA,49
Facility 13,2020-06-16,2020-06-17,North,Bolo,NA,NA,NA,NA,13
Facility 15,2020-06-16,2020-06-17,North,Barnard,NA,NA,NA,NA,15
Facility 38,2020-06-16,2020-06-17,North,Bolo,NA,NA,NA,NA,38
Facility 1,2020-06-16,2020-06-17,North,Spring,NA,NA,NA,NA,1
Facility 1,2020-06-15,2020-06-17,North,Spring,NA,NA,NA,NA,1
Facility 25,2020-06-16,2020-06-17,North,Bolo,NA,NA,NA,NA,25
Facility 18,2020-06-16,2020-06-17,North,Bolo,NA,NA,NA,NA,18
Facility 55,2020-06-16,2020-06-17,North,Bolo,NA,NA,NA,NA,55
Facility 2,2020-06-16,2020-06-17,North,Bolo,NA,NA,NA,NA,2
Facility 1,2020-06-14,2020-06-16,North,Spring,NA,NA,NA,NA,1
Facility 1,2020-06-13,2020-06-16,North,Spring,NA,NA,NA,NA,1
Facility 38,2020-06-15,2020-06-16,North,Bolo,NA,NA,NA,NA,38
Facility 38,2020-06-14,2020-06-16,North,Bolo,NA,NA,NA,NA,38
Facility 38,2020-06-13,2020-06-16,North,Bolo,NA,NA,NA,NA,38
Facility 38,2020-06-12,2020-06-16,North,Bolo,NA,NA,NA,NA,38
Facility 36,2020-06-11,2020-06-16,North,Dingo,NA,NA,NA,NA,36
Facility 36,2020-06-10,2020-06-16,North,Dingo,NA,NA,NA,NA,36
Facility 36,2020-06-09,2020-06-16,North,Dingo,NA,NA,NA,NA,36
Facility 36,2020-06-16,2020-06-16,North,Dingo,NA,NA,NA,NA,36
Facility 36,2020-06-15,2020-06-16,North,Dingo,NA,NA,NA,NA,36
Facility 36,2020-06-14,2020-06-16,North,Dingo,NA,NA,NA,NA,36
Facility 8,2020-06-16,2020-06-16,North,Bolo,NA,NA,NA,NA,8
Facility 32,2020-06-16,2020-06-16,North,Spring,NA,NA,NA,NA,32
Facility 8,2020-06-10,2020-06-16,North,Bolo,NA,NA,NA,NA,8
Facility 8,2020-06-15,2020-06-16,North,Bolo,NA,NA,NA,NA,8
Facility 8,2020-06-14,2020-06-16,North,Bolo,NA,NA,NA,NA,8
Facility 10,2020-06-16,2020-06-16,North,Bolo,NA,NA,NA,NA,10
Facility 2,2020-06-15,2020-06-16,North,Bolo,NA,NA,NA,NA,2
Facility 2,2020-06-14,2020-06-16,North,Bolo,NA,NA,NA,NA,2
