MSW3_ID	Scientific	MSWFamilyLatin	Diet-Inv	Diet-Vend	Diet-Vect	Diet-Vfish	Diet-Vunk	Diet-Scav	Diet-Fruit	Diet-Nect	Diet-Seed	Diet-PlantO	Diet-Source	Diet-Certainty	ForStrat-Value	ForStrat-Certainty	ForStrat-Comment	Activity-Nocturnal	Activity-Crepuscular	Activity-Diurnal	Activity-Source	Activity-Certainty	BodyMass-Value	BodyMass-Source	BodyMass-SpecLevel
4469	Pipistrellus aero	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	6.2	Ref_178	2
4470	Pipistrellus adamsi	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_2	D1	A	A		1	0	0	Ref_1	ABC	4.2	Ref_130	1
4471	Pipistrellus abramus	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_2	D1	A	A		1	0	0	Ref_1	ABC	5.87	Ref_58	1
4472	Pipistrellus rusticus	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	4.55	Ref_117	1
4473	Pipistrellus collinus	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_2	D1	A	A		1	0	0	Ref_1	ABC	6.75	Ref_58	1
4474	Pipistrellus sturdeei	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	5.28	"Ref_2, Ref_3"	0
4475	Pipistrellus rueppellii	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	7.07	Ref_58	1
4476	Pipistrellus stenopterus	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	15.2	Ref_117	1
4477	Pipistrellus westralis	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_2	D1	A	A		1	0	0	Ref_1	ABC	3	Ref_130	1
4478	Pipistrellus wattsi	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_2	D1	A	A		1	0	0	Ref_1	ABC	5.28	"Ref_2, Ref_3"	0
4479	Pipistrellus tenuis	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	4.7	Ref_117	1
4480	Pipistrellus subflavus	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	5.76	Ref_117	1
4481	Scotozous dormeri	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	6.79	Ref_58	1
4482	Glischropus javanus	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	5.91	Ref_178	2
4483	Glischropus tylopus	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	4.39	Ref_117	1
4484	Nyctalus lasiopterus	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	49.73	Ref_117	1
4485	Nyctalus plancyi	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_2	D1	A	A		1	0	0	Ref_1	ABC	26.44	"Ref_2, Ref_3"	0
4486	Nyctalus noctula	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	28	Ref_117	1
4487	Nyctalus aviator	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	21.85	Ref_178	2
4488	Nyctalus leisleri	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	13.28	Ref_117	1
4489	Nyctalus furvus	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_2	D1	A	A		1	0	0	Ref_1	ABC	26.44	"Ref_2, Ref_3"	0
4490	Nyctalus azoreum	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	21.85	Ref_178	2
4491	Nyctalus montanus	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	21.85	Ref_178	2
4492	Barbastella barbastellus	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	8.03	Ref_117	1
4493	Barbastella leucomelas	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	15.05	Ref_117	1
4494	Corynorhinus townsendii	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	S	A		1	0	0	Ref_1	ABC	10.3	Ref_58	1
4495	Corynorhinus rafinesquii	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	S	A		1	0	0	Ref_1	ABC	9.15	Ref_58	1
4496	Corynorhinus mexicanus	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	S	A		1	0	0	Ref_1	ABC	9.71	"Ref_2, Ref_3"	0
4497	Euderma maculatum	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	B		1	0	0	Ref_1	ABC	15.66	Ref_117	1
4498	Idionycteris phyllotis	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	12.03	Ref_117	1
4499	Otonycteris hemprichii	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	21.98	Ref_58	1
4500	Plecotus teneriffae	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	S	A		1	0	0	Ref_1	ABC	8.33	Ref_178	2
4501	Plecotus austriacus	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	S	A		1	0	0	Ref_1	ABC	7.3	Ref_117	1
4502	Plecotus balensis	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_2	D1	S	A		1	0	0	Ref_1	ABC	7.56	"Ref_2, Ref_3"	0
4503	Plecotus auritus	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	S	A		1	0	0	Ref_1	ABC	7.83	Ref_117	1
4504	Plecotus kolombatovici	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_2	D1	S	A		1	0	0	Ref_1	ABC	7.56	"Ref_2, Ref_3"	0
4505	Plecotus sardus	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_2	D1	S	A		1	0	0	Ref_1	ABC	7.56	"Ref_2, Ref_3"	0
4506	Plecotus taivanus	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	S	A		1	0	0	Ref_1	ABC	8.54	Ref_178	2
4507	Plecotus alpinus	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_2	D1	S	A		1	0	0	Ref_1	ABC	7.56	"Ref_2, Ref_3"	0
4508	Neoromicia somalicus	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	3.53	Ref_58	1
4509	Neoromicia tenuipinnis	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	5.35	Ref_58	1
4510	Neoromicia capensis	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	5.96	Ref_58	1
4511	Neoromicia flavescens	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	10.5	Ref_58	1
4512	Neoromicia guineensis	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	5.07	"Ref_2, Ref_3"	0
4513	Neoromicia helios	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_2	D1	A	A		1	0	0	Ref_1	ABC	3.56	Ref_58	1
4514	Neoromicia melckorum	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	5.07	"Ref_2, Ref_3"	0
4515	Neoromicia nanus	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	3.88	Ref_58	1
4516	Neoromicia brunneus	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	9.56	Ref_178	2
4517	Neoromicia zuluensis	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_2	D1	A	A		1	0	0	Ref_1	ABC	4.14	Ref_58	1
4518	Neoromicia rendalli	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	6.42	Ref_58	1
4519	Chalinolobus dwyeri	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	9.03	Ref_117	1
4520	Chalinolobus picatus	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	5.1	Ref_117	1
4521	Chalinolobus tuberculatus	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	8.5	Ref_117	1
4522	Chalinolobus nigrogriseus	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	8.8	Ref_117	1
4523	Chalinolobus neocaledonicus	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_2	D1	A	A		1	0	0	Ref_1	ABC	8.71	"Ref_2, Ref_3"	0
4524	Chalinolobus morio	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	8.77	Ref_117	1
4525	Chalinolobus gouldii	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	14.47	Ref_117	1
4526	Eudiscopus denticulus	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_3	D2	A	B		1	0	0	Ref_1	ABC	9.56	Ref_178	2
4527	Falsistrellus petersi	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	22.77	"Ref_2, Ref_3"	0
4528	Falsistrellus mordax	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	10.23	Ref_178	2
4529	Falsistrellus tasmaniensis	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	22.54	Ref_58	1
4530	Falsistrellus affinis	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	10.23	Ref_178	2
4531	Falsistrellus mackenziei	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_2	D1	A	A		1	0	0	Ref_1	ABC	23	Ref_58	1
4532	Glauconycteris humeralis	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_2	D1	A	A		1	0	0	Ref_1	ABC	5.49	Ref_58	1
4533	Glauconycteris alboguttata	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	8.42	Ref_178	2
4534	Glauconycteris argentata	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	9.3	Ref_58	1
4535	Glauconycteris beatrix	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	7.5	Ref_58	1
4536	Glauconycteris curryae	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_2	D1	A	A		1	0	0	Ref_1	ABC	8.11	"Ref_2, Ref_3"	0
4537	Glauconycteris gleni	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	10.81	Ref_58	1
4538	Glauconycteris kenyacola	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	7.17	Ref_58	1
4539	Glauconycteris machadoi	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_2	D1	A	A		1	0	0	Ref_1	ABC	8.11	"Ref_2, Ref_3"	0
4540	Glauconycteris poensis	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	6.91	Ref_58	1
4541	Glauconycteris superba	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	8.42	Ref_178	2
4542	Glauconycteris variegata	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	11.25	Ref_58	1
4543	Glauconycteris egeria	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	8.42	Ref_178	2
4544	Histiotus velatus	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	11.2	Ref_117	1
4545	Histiotus alienus	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	10.42	Ref_178	2
4546	Histiotus humboldti	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	11.1	"Ref_2, Ref_3"	0
4547	Histiotus laephotis	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	11.1	"Ref_2, Ref_3"	0
4548	Histiotus magellanicus	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	11.1	"Ref_2, Ref_3"	0
4549	Histiotus macrotus	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	11	Ref_117	1
4550	Histiotus montanus	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	10.42	Ref_178	2
4551	Hypsugo kitcheneri	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	9.56	Ref_178	2
4552	Hypsugo bodenheimeri	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	2.73	Ref_58	1
4553	Hypsugo vordermanni	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_2	D1	A	A		1	0	0	Ref_1	ABC	5.12	"Ref_2, Ref_3"	0
4554	Hypsugo savii	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	6.3	Ref_58	1
4555	Hypsugo pulveratus	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	5.53	Ref_58	1
4556	Hypsugo musciculus	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	5.12	"Ref_2, Ref_3"	0
4557	Hypsugo alaschanicus	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_2	D1	A	A		1	0	0	Ref_1	ABC	5.12	"Ref_2, Ref_3"	0
4558	Hypsugo lophurus	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	9.56	Ref_178	2
4559	Hypsugo joffrei	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	5.12	"Ref_2, Ref_3"	0
4560	Hypsugo imbricatus	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	6.29	Ref_58	1
4561	Hypsugo eisentrauti	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	6.11	Ref_58	1
4562	Hypsugo cadornae	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	6.69	Ref_58	1
4563	Hypsugo ariel	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	5.12	"Ref_2, Ref_3"	0
4564	Hypsugo arabicus	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	3.17	Ref_58	1
4565	Hypsugo anthonyi	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	12.15	Ref_178	2
4566	Hypsugo anchietae	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	9.56	Ref_178	2
4567	Hypsugo macrotis	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	9.56	Ref_178	2
4568	Hypsugo crassulus	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	6.09	Ref_58	1
4569	Ia io	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	49.2	Ref_117	1
4570	Laephotis angolensis	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_3	D2	A	A		1	0	0	Ref_1	ABC	7.48	Ref_178	2
4571	Laephotis botswanae	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_3	D2	A	A		1	0	0	Ref_1	ABC	7.2	Ref_117	1
4572	Laephotis namibensis	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_3	D2	A	A		1	0	0	Ref_1	ABC	7.48	Ref_178	2
4573	Laephotis wintoni	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_3	D2	A	A		1	0	0	Ref_1	ABC	6	Ref_117	1
4574	Mimetillus moloneyi	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	8.8	Ref_117	1
4575	Philetor brachypterus	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	10.93	Ref_117	1
4576	Tylonycteris robustula	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	7.62	Ref_117	1
4577	Tylonycteris pachypus	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	3.58	Ref_117	1
4578	Vespadelus caurinus	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_2	D1	A	A		1	0	0	Ref_1	ABC	3.1	Ref_130	1
4579	Vespadelus darlingtoni	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	6.06	Ref_58	1
4580	Vespadelus douglasorum	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	4.99	Ref_58	1
4581	Vespadelus finlaysoni	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_2	D1	A	A		1	0	0	Ref_1	ABC	4.64	"Ref_2, Ref_3"	0
4582	Vespadelus pumilus	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	5.4	Ref_58	1
4583	Vespadelus regulus	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	5.05	Ref_58	1
4584	Vespadelus troughtoni	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_2	D1	A	A		1	0	0	Ref_1	ABC	4.64	"Ref_2, Ref_3"	0
4585	Vespadelus vulturnus	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	3.77	Ref_58	1
4586	Vespadelus baverstocki	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	4.8	Ref_130	1
4587	Vespertilio murinus	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	18.7	Ref_117	1
4588	Vespertilio sinensis	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	24.3	Ref_58	1
4589	Antrozous pallidus	Vespertilionidae	80	0	20	0	0	0	0	0	0	0	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	20.8	Ref_117	1
4590	Bauerus dubiaquercus	Vespertilionidae	80	0	20	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	22.22	Ref_58	1
4591	Cistugo seabrae	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	B		1	0	0	Ref_1	ABC	8.35	"Ref_2, Ref_3"	0
4592	Cistugo lesueuri	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	B		1	0	0	Ref_1	ABC	7.26	Ref_178	2
4593	Lasionycteris noctivagans	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	10.46	Ref_117	1
4594	Myotis nigricans	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	4.24	Ref_117	1
4595	Myotis nesopolus	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	3.5	Ref_117	1
4596	Myotis nattereri	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	S	A		1	0	0	Ref_1	ABC	7.14	Ref_117	1
4597	Myotis mystacinus	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	B	and gleaners	1	0	0	Ref_1	ABC	4.99	Ref_117	1
4598	Myotis macropus	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_2	D1	A	A		1	0	0	Ref_1	ABC	7.74	"Ref_2, Ref_3"	0
4599	Myotis nipalensis	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_2	D1	A	A		1	0	0	Ref_1	ABC	7.74	"Ref_2, Ref_3"	0
4600	Myotis occultus	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_2	D1	A	A		1	0	0	Ref_1	ABC	8.79	Ref_58	1
4601	Myotis myotis	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	S	A		1	0	0	Ref_1	ABC	24.79	Ref_117	1
4602	Myotis muricola	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	4.09	Ref_117	1
4603	Myotis morrisi	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	9.01	Ref_178	2
4604	Myotis montivagus	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	8.3	Ref_117	1
4605	Myotis moluccarum	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_2	D1	A	A		1	0	0	Ref_1	ABC	7.74	"Ref_2, Ref_3"	0
4606	Myotis melanorhinus	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_2	D1	A	A		1	0	0	Ref_1	ABC	7.74	"Ref_2, Ref_3"	0
4607	Myotis keenii	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	6.27	Ref_117	1
4608	Myotis grisescens	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	10.54	Ref_117	1
4609	Myotis hajastanicus	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_2	D1	A	A		1	0	0	Ref_1	ABC	7.74	"Ref_2, Ref_3"	0
4610	Myotis hasseltii	Vespertilionidae	90	0	0	10	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	8.75	Ref_117	1
4611	Myotis hermani	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_2	D1	A	A		1	0	0	Ref_1	ABC	7.74	"Ref_2, Ref_3"	0
4612	Myotis horsfieldii	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	6.26	Ref_117	1
4613	Myotis hosonoi	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	7.74	"Ref_2, Ref_3"	0
4614	Myotis ikonnikovi	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	5.62	Ref_178	2
4615	Myotis martiniquensis	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	5.9	Ref_178	2
4616	Myotis keaysi	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	5.3	Ref_117	1
4617	Myotis macrotarsus	Vespertilionidae	90	0	0	10	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	12.5	Ref_117	1
4618	Myotis laniger	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_2	D1	A	A		1	0	0	Ref_1	ABC	7.74	"Ref_2, Ref_3"	0
4619	Myotis leibii	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	5.13	Ref_117	1
4620	Myotis levis	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	5.5	Ref_117	1
4621	Myotis longipes	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	7.25	Ref_178	2
4622	Myotis lucifugus	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	7.65	Ref_117	1
4623	Myotis macrodactylus	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	7.2	Ref_117	1
4624	Myotis ozensis	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	7.74	"Ref_2, Ref_3"	0
4625	Myotis insularum	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	6.52	Ref_178	2
4626	Myotis ridleyi	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	A	A		1	0	0	Ref_1	ABC	4.5	Ref_117	1
4627	Myotis oxygnathus	Vespertilionidae	100	0	0	0	0	0	0	0	0	0	Ref_2	D1	A	A		1	0	0	Ref_1	ABC	21.23	Ref_58	1
