species	traitname	Strength of selection	Sample size	authors	year	journal	vol:p-p
Geospiza conirostris	beak length	-0.28	137	"Grant, B. R., and P. R. Grant"	1989	American Naturalist	133:377-393
Geospiza conirostris	beak depth	0.27	137	"Grant, B. R., and P. R. Grant"	1989	American Naturalist	133:377-393
Geospiza magnirostris	tarsus length	0.24	137	"Grant, B. R., and P. R. Grant"	1989	American Naturalist	133:377-393
Geospiza magnirostris	beak length	0.33	23	"Grant, B. R., and P. R. Grant"	1989	American Naturalist	133:377-393
Geospiza magnirostris	beak depth	0.62	23	"Grant, B. R., and P. R. Grant"	1989	American Naturalist	133:377-393
Geospiza fortis	tarsus length	-0.14	23	"Grant, B. R., and P. R. Grant"	1989	American Naturalist	133:377-393
Geospiza fortis	weight	0.38	100	"Price, T."	1984	American Naturalist	123:500-518
Geospiza fortis	beak length	-0.48	100	"Price, T."	1984	American Naturalist	123:500-518
Geospiza fortis	beak depth	0.81	100	"Price, T."	1984	American Naturalist	123:500-518
Geospiza fortis	beak width	-0.24	100	"Price, T."	1984	American Naturalist	123:500-518
Geospiza fortis	weight	0.25	93	"Price, T."	1984	American Naturalist	123:500-518
Geospiza fortis	beak length	-0.42	93	"Price, T."	1984	American Naturalist	123:500-518
Geospiza fortis	beak depth	0.76	93	"Price, T."	1984	American Naturalist	123:500-518
Geospiza fortis	beak width	-0.021	93	"Price, T."	1984	American Naturalist	123:500-518
Geospiza fortis	weight	0.08	51	"Price, T."	1984	American Naturalist	123:500-518
Geospiza fortis	beak length	-0.52	51	"Price, T."	1984	American Naturalist	123:500-518
Geospiza fortis	beak depth	-0.39	51	"Price, T."	1984	American Naturalist	123:500-518
Geospiza fortis	beak width	0.24	51	"Price, T."	1984	American Naturalist	123:500-518
Geospiza fortis	weight	0.17	80	"Price, T."	1984	American Naturalist	123:500-518
Geospiza fortis	beak length	-0.38	80	"Price, T."	1984	American Naturalist	123:500-518
Geospiza fortis	beak depth	0.65	80	"Price, T."	1984	American Naturalist	123:500-518
Geospiza fortis	beak width	0.01	80	"Price, T."	1984	American Naturalist	123:500-518
Geospiza fortis	weight	-0.11	105	"Price, T."	1984	American Naturalist	123:500-518
Geospiza fortis	beak length	0.04	105	"Price, T."	1984	American Naturalist	123:500-518
Geospiza fortis	beak depth	0.41	105	"Price, T."	1984	American Naturalist	123:500-518
Gammarus pulex	beak width	0.02	105	"Price, T."	1984	American Naturalist	123:500-518
