"id","Order","Family","Genus","Species","Fos","Ter","Aqu","Arb","Leaves","Flowers","Seeds","Fruits","Arthro","Vert","Diu","Noc","Crepu","Wet_warm","Wet_cold","Dry_warm","Dry_cold","Body_mass_g","Age_at_maturity_min_y","Age_at_maturity_max_y","Body_size_mm","Size_at_maturity_min_mm","Size_at_maturity_max_mm","Longevity_max_y","Litter_size_min_n","Litter_size_max_n","Reproductive_output_y","Offspring_size_min_mm","Offspring_size_max_mm","Dir","Lar","Viv","OBS"
"Anf4667","Anura","Pyxicephalidae","Cacosternum","Cacosternum leleupi",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf4668","Anura","Pyxicephalidae","Cacosternum","Cacosternum namaquense",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,28.9,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4669","Anura","Pyxicephalidae","Cacosternum","Cacosternum nanum",NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4670","Anura","Pyxicephalidae","Cacosternum","Cacosternum parvum",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4671","Anura","Pyxicephalidae","Cacosternum","Cacosternum platys",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4672","Anura","Pyxicephalidae","Cacosternum","Cacosternum plimptoni",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.7,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4673","Anura","Pyxicephalidae","Cacosternum","Cacosternum poyntoni",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"Considered as junior synonym of C. nanum by Channing et al. 2013"
"Anf4674","Anura","Pyxicephalidae","Cacosternum","Cacosternum striatum",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf4675","Anura","Pyxicephalidae","Ericabatrachus","Ericabatrachus baleensis",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"Anf4676","Anura","Pyxicephalidae","Microbatrachella","Microbatrachella capensis",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,20,20,1,NA,NA,0,1,0,NA
"Anf4677","Anura","Pyxicephalidae","Natalobatrachus","Natalobatrachus bonebergi",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,75,95,1,2.6,2.6,0,1,0,NA
"Anf4678","Anura","Pyxicephalidae","Nothophryne","Nothophryne broadleyi",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,30,30,1,NA,NA,0,1,0,NA
"Anf4679","Anura","Pyxicephalidae","Poyntonia","Poyntonia paludicola",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4680","Anura","Pyxicephalidae","Strongylopus","Strongylopus bonaespei",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,6,7,1,NA,NA,0,1,0,NA
"Anf4681","Anura","Pyxicephalidae","Strongylopus","Strongylopus fasciatus",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,2,NA,NA,0,1,0,NA
"Anf4682","Anura","Pyxicephalidae","Strongylopus","Strongylopus fuelleborni",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4683","Anura","Pyxicephalidae","Strongylopus","Strongylopus Grayii",NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4684","Anura","Pyxicephalidae","Strongylopus","Strongylopus kilimanjaro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf4685","Anura","Pyxicephalidae","Strongylopus","Strongylopus kitumbeine",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4686","Anura","Pyxicephalidae","Strongylopus","Strongylopus merumontanus",NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,1,14,1,NA,NA,0,1,0,NA
"Anf4687","Anura","Pyxicephalidae","Strongylopus","Strongylopus rhodesianus",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4688","Anura","Pyxicephalidae","Strongylopus","Strongylopus springbokensis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4689","Anura","Pyxicephalidae","Strongylopus","Strongylopus wageri",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,131,131,1,NA,NA,0,1,0,NA
"Anf4690","Anura","Pyxicephalidae","Tomopterna","Tomopterna cryptotis",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,2000,3000,1,1.5,1.5,0,1,0,NA
"Anf4691","Anura","Pyxicephalidae","Tomopterna","Tomopterna damarensis",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf4692","Anura","Pyxicephalidae","Tomopterna","Tomopterna delalandii",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,11.3,NA,NA,1,1.5,1.5,0,1,0,NA
"Anf4693","Anura","Pyxicephalidae","Tomopterna","Tomopterna krugerensis",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4694","Anura","Pyxicephalidae","Tomopterna","Tomopterna luganga",1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,52.4,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4695","Anura","Pyxicephalidae","Tomopterna","Tomopterna marmorata",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,150,150,1,NA,NA,0,1,0,NA
"Anf4696","Anura","Pyxicephalidae","Tomopterna","Tomopterna milletihorsini",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anf4697","Anura","Pyxicephalidae","Tomopterna","Tomopterna monticola",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anf4698","Anura","Pyxicephalidae","Tomopterna","Tomopterna natalensis",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4699","Anura","Pyxicephalidae","Tomopterna","Tomopterna tandyi",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4700","Anura","Pyxicephalidae","Tomopterna","Tomopterna tuberculosa",1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4701","Anura","Pyxicephalidae","Aubria","Aubria masako",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4702","Anura","Pyxicephalidae","Aubria","Aubria subsigillata",NA,1,1,1,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4703","Anura","Pyxicephalidae","Pyxicephalus","Pyxicephalus adspersus",1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1400,3,3,236,NA,NA,30,3000,4000,1,2,2,0,1,0,NA
"Anf4704","Anura","Pyxicephalidae","Pyxicephalus","Pyxicephalus edulis",1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,140,NA,NA,NA,900,3500,1,NA,NA,0,1,0,NA
"Anf4705","Anura","Ranidae","Amolops","Pyxicephalus obbianus",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4706","Anura","Ranidae","Amolops","Amolops aniqiaoensis",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf4707","Anura","Ranidae","Amolops","Amolops archotaphus",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.5,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4708","Anura","Ranidae","Amolops","Amolops assamensis",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anf4709","Anura","Ranidae","Amolops","Amolops bellulus",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,63.6,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf4710","Anura","Ranidae","Amolops","Amolops caelumnoctis",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.3,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf4711","Anura","Ranidae","Amolops","Amolops chakrataensis",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf4712","Anura","Ranidae","Amolops","Amolops chunganensis",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,54.3,NA,NA,NA,436,437,1,3,3,0,1,0,NA
"Anf4713","Anura","Ranidae","Amolops","Amolops compotrix",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf4714","Anura","Ranidae","Amolops","Amolops cremnobatus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,40.6,NA,NA,NA,10,30,1,3.3,3.6,0,1,0,NA
"Anf4715","Anura","Ranidae","Amolops","Amolops cucae",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf4716","Anura","Ranidae","Amolops","Amolops daiyunensis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,1,2.5,2.5,0,1,0,NA
"Anf4717","Anura","Ranidae","Amolops","Amolops daorum",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anf4718","Anura","Ranidae","Amolops","Amolops formosus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.5,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4719","Anura","Ranidae","Amolops","Amolops gerbillus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4720","Anura","Ranidae","Amolops","Amolops granulosus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4721","Anura","Ranidae","Amolops","Amolops hainanensis",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.4,NA,NA,NA,NA,NA,1,2.7,2.7,0,1,0,NA
"Anf4722","Anura","Ranidae","Amolops","Amolops himalayanus",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anf4723","Anura","Ranidae","Amolops","Amolops hongkongensis",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,1,2,2,0,1,0,NA
"Anf4724","Anura","Ranidae","Amolops","Amolops iriodes",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf4725","Anura","Ranidae","Amolops","Amolops jaunsari",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf4726","Anura","Ranidae","Amolops","Amolops jinjiangensis",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4727","Anura","Ranidae","Amolops","Amolops kangtingensis",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4728","Anura","Ranidae","Amolops","Amolops kaulbacki",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf4729","Anura","Ranidae","Amolops","Amolops kohimaensis",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anf4730","Anura","Ranidae","Amolops","Amolops larutensis",NA,1,1,1,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,75,28,49,NA,NA,NA,1,1.7,2.3,0,1,0,NA
"Anf4731","Anura","Ranidae","Amolops","Amolops liangshanensis",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf4732","Anura","Ranidae","Amolops","Amolops lifanensis",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,9,NA,NA,1,4,4,0,1,0,NA
"Anf4733","Anura","Ranidae","Amolops","Amolops loloensis",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.5,NA,NA,NA,153,154,1,4,4,0,1,0,NA
"Anf4734","Anura","Ranidae","Amolops","Amolops longimanus",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf4735","Anura","Ranidae","Amolops","Amolops mantzorum",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,2,3,77.1,45,60,9,NA,NA,1,2.5,2.5,0,1,0,NA
"Anf4736","Anura","Ranidae","Amolops","Amolops marmoratus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4737","Anura","Ranidae","Amolops","Amolops medogensis",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf4738","Anura","Ranidae","Amolops","Amolops mengyangensis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4739","Anura","Ranidae","Amolops","Amolops minutus",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anf4740","Anura","Ranidae","Amolops","Amolops monticola",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4741","Anura","Ranidae","Amolops","Amolops nidorbellus",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anf4742","Anura","Ranidae","Amolops","Amolops panhai",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,2,1.3,1.4,0,1,0,NA
"Anf4743","Anura","Ranidae","Amolops","Amolops ricketti",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.7,NA,NA,NA,990,991,1,3,3,0,1,0,NA
"Anf4744","Anura","Ranidae","Amolops","Amolops spinapectoralis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.9,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf4745","Anura","Ranidae","Amolops","Amolops splendissimus",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,96.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anf4746","Anura","Ranidae","Amolops","Amolops torrentis",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.4,NA,NA,NA,NA,NA,1,2.8,2.8,0,1,0,NA
"Anf4747","Anura","Ranidae","Amolops","Amolops viridimaculatus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4748","Anura","Ranidae","Amolops","Amolops vitreus",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.6,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf4749","Anura","Ranidae","Amolops","Amolops wuyiensis",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,600,601,1,2,2,0,1,0,NA
"Anf4750","Anura","Ranidae","Babina","Babina adenopleura",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.2,NA,NA,NA,18,352,1,2.2,2.2,0,1,0,NA
"Anf4751","Anura","Ranidae","Babina","Babina caldwelli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anf4752","Anura","Ranidae","Babina","Babina chapaensis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,92.2,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4753","Anura","Ranidae","Babina","Babina daunchina",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4754","Anura","Ranidae","Babina","Babina hainanensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anf4755","Anura","Ranidae","Babina","Babina holsti",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.7,NA,NA,NA,NA,NA,1,2.7,2.7,0,1,0,NA
"Anf4756","Anura","Ranidae","Babina","Babina lini",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.2,NA,NA,NA,NA,NA,NA,1.7,1.8,0,1,0,NA
"Anf4757","Anura","Ranidae","Babina","Babina okinavana",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5,NA,NA,NA,500,500,1,NA,NA,0,1,0,NA
"Anf4758","Anura","Ranidae","Babina","Babina pleuraden",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3,2.5,2.5,51,NA,NA,3.9,606,606,1,2,2,0,1,0,NA
"Anf4759","Anura","Ranidae","Babina","Babina subaspera",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4760","Anura","Ranidae","Clinotarsus","Clinotarsus alticola",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.39,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4761","Anura","Ranidae","Clinotarsus","Clinotarsus curtipes",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4762","Anura","Ranidae","Glandirana","Glandirana emeljanovi",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.4,NA,NA,NA,436,1130,1,1.8,1.8,0,1,0,NA
"Anf4763","Anura","Ranidae","Glandirana","Glandirana minima",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.6,NA,NA,NA,265,274,1,1.3,1.3,0,1,0,NA
"Anf4764","Anura","Ranidae","Glandirana","Glandirana rugosa",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.2,1,3,60,30,50,5,400,1350,3,1.6,1.6,0,1,0,NA
"Anf4765","Anura","Ranidae","Glandirana","Glandirana tientaiensis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.3,NA,NA,NA,600,1350,1,1.5,1.5,0,1,0,NA
"Anf4766","Anura","Ranidae","Huia","Huia cavitympanum",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4767","Anura","Ranidae","Huia","Huia masonii",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,65.7,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4768","Anura","Ranidae","Huia","Huia modiglianii",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf4769","Anura","Ranidae","Huia","Huia sumatrana",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.2,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4770","Anura","Ranidae","Humerana","Humerana humeralis",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.9,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4771","Anura","Ranidae","Humerana","Humerana miopus",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4772","Anura","Ranidae","Humerana","Humerana oatesii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf4773","Anura","Ranidae","Hylarana","Hylarana albolabris",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,82.7,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
